datetime,DE_DA_price,aFRR_capacity_down_price,aFRR_energy_down_price,aFRR_energy_down_quantity,coal_price,natural_gas_price,biomass_price,co2_price,hydrogen_price,iron_ore_price,lime_price,P100000120423_dri_bof_natural_gas_external_steel_demand,P100000120426_dri_bof_natural_gas_external_steel_demand,P100000120428_dri_bof_natural_gas_external_steel_demand,P100000120425_dri_bof_natural_gas_external_steel_demand,P100000120427_dri_bof_natural_gas_external_steel_demand,P100000120422_dri_bof_natural_gas_external_steel_demand,P100000120432_dri_bof_natural_gas_external_steel_demand,P100000120424_dri_bof_natural_gas_external_steel_demand,P100000120421_dri_bof_natural_gas_external_steel_demand
2040-01-02 00:00:00,0.0,3.6871,-0.016094,460.0,10.705663878133889,26.26152993369908,51.46264748288572,-0.0098564951531545,55.854418506906896,225.0,100.0,33.16531756582325,90.2655702286875,29.11792587114175,52.41226656805525,23.29434070254305,116.47170351271525,63.56443218092475,136.8542516225145,238.766992199659
2040-01-02 00:15:00,0.0,3.6871,-0.016094,460.0,10.705663878133889,26.26152993369908,51.46264748288572,-0.0098564951531545,55.854418506906896,225.0,100.0,33.16531756582325,90.2655702286875,29.11792587114175,52.41226656805525,23.29434070254305,116.47170351271525,63.56443218092475,136.8542516225145,238.766992199659
2040-01-02 00:30:00,0.0,3.6871,-0.016094,460.0,10.705663878133889,26.26152993369908,51.46264748288572,-0.0098564951531545,55.854418506906896,225.0,100.0,33.16531756582325,90.2655702286875,29.11792587114175,52.41226656805525,23.29434070254305,116.47170351271525,63.56443218092475,136.8542516225145,238.766992199659
2040-01-02 00:45:00,0.0,3.6871,-0.016094,460.0,10.705663878133889,26.26152993369908,51.46264748288572,-0.0098564951531545,55.854418506906896,225.0,100.0,33.16531756582325,90.2655702286875,29.11792587114175,52.41226656805525,23.29434070254305,116.47170351271525,63.56443218092475,136.8542516225145,238.766992199659
2040-01-02 01:00:00,0.0,3.6871,-0.016094,334.46,10.705663878133889,26.26152993369908,51.46264748288572,-0.0098564951531545,55.854418506906896,225.0,100.0,33.16531756582325,90.2655702286875,29.11792587114175,52.41226656805525,23.29434070254305,116.47170351271525,63.56443218092475,136.8542516225145,238.766992199659
2040-01-02 01:15:00,0.0,3.6871,-0.016094,334.46,10.705663878133889,26.26152993369908,51.46264748288572,-0.0098564951531545,55.854418506906896,225.0,100.0,33.16531756582325,90.2655702286875,29.11792587114175,52.41226656805525,23.29434070254305,116.47170351271525,63.56443218092475,136.8542516225145,238.766992199659
2040-01-02 01:30:00,0.0,3.6871,-0.016094,334.46,10.705663878133889,26.26152993369908,51.46264748288572,-0.0098564951531545,55.854418506906896,225.0,100.0,33.16531756582325,90.2655702286875,29.11792587114175,52.41226656805525,23.29434070254305,116.47170351271525,63.56443218092475,136.8542516225145,238.766992199659
2040-01-02 01:45:00,0.0,3.6871,-0.016094,334.46,10.705663878133889,26.26152993369908,51.46264748288572,-0.0098564951531545,55.854418506906896,225.0,100.0,33.16531756582325,90.2655702286875,29.11792587114175,52.41226656805525,23.29434070254305,116.47170351271525,63.56443218092475,136.8542516225145,238.766992199659
2040-01-02 02:00:00,0.0,3.6871,-0.016094,160.65,10.705663878133889,26.26152993369908,51.46264748288572,-0.0098564951531545,55.854418506906896,225.0,100.0,33.16531756582325,90.2655702286875,29.11792587114175,52.41226656805525,23.29434070254305,116.47170351271525,63.56443218092475,136.8542516225145,238.766992199659
2040-01-02 02:15:00,0.0,3.6871,-0.016094,160.65,10.705663878133889,26.26152993369908,51.46264748288572,-0.0098564951531545,55.854418506906896,225.0,100.0,33.16531756582325,90.2655702286875,29.11792587114175,52.41226656805525,23.29434070254305,116.47170351271525,63.56443218092475,136.8542516225145,238.766992199659
2040-01-02 02:30:00,0.0,3.6871,-0.016094,160.65,10.705663878133889,26.26152993369908,51.46264748288572,-0.0098564951531545,55.854418506906896,225.0,100.0,33.16531756582325,90.2655702286875,29.11792587114175,52.41226656805525,23.29434070254305,116.47170351271525,63.56443218092475,136.8542516225145,238.766992199659
2040-01-02 02:45:00,0.0,3.6871,-0.016094,160.65,10.705663878133889,26.26152993369908,51.46264748288572,-0.0098564951531545,55.854418506906896,225.0,100.0,33.16531756582325,90.2655702286875,29.11792587114175,52.41226656805525,23.29434070254305,116.47170351271525,63.56443218092475,136.8542516225145,238.766992199659
2040-01-02 03:00:00,0.0,3.6871,-0.016094,191.52,10.705663876000134,26.261531587899466,51.462737887540285,-0.0098564951531545,55.93409497734776,225.0,100.0,33.16531756582325,90.2655702286875,29.11792587114175,52.41226656805525,23.29434070254305,116.47170351271525,63.56443218092475,136.8542516225145,238.766992199659
2040-01-02 03:15:00,0.0,3.6871,-0.016094,191.52,10.705663876000134,26.261531587899466,51.462737887540285,-0.0098564951531545,55.93409497734776,225.0,100.0,33.16531756582325,90.2655702286875,29.11792587114175,52.41226656805525,23.29434070254305,116.47170351271525,63.56443218092475,136.8542516225145,238.766992199659
2040-01-02 03:30:00,0.0,3.6871,-0.016094,191.52,10.705663876000134,26.261531587899466,51.462737887540285,-0.0098564951531545,55.93409497734776,225.0,100.0,33.16531756582325,90.2655702286875,29.11792587114175,52.41226656805525,23.29434070254305,116.47170351271525,63.56443218092475,136.8542516225145,238.766992199659
2040-01-02 03:45:00,0.0,3.6871,-0.016094,191.52,10.705663876000134,26.261531587899466,51.462737887540285,-0.0098564951531545,55.93409497734776,225.0,100.0,33.16531756582325,90.2655702286875,29.11792587114175,52.41226656805525,23.29434070254305,116.47170351271525,63.56443218092475,136.8542516225145,238.766992199659
2040-01-02 04:00:00,0.0,13.127,-0.016094,154.89,10.705663876000134,26.261531587899466,51.462737887540285,-0.0098564951531545,55.93409497734776,225.0,100.0,33.16531756582325,90.2655702286875,29.11792587114175,52.41226656805525,23.29434070254305,116.47170351271525,63.56443218092475,136.8542516225145,238.766992199659
2040-01-02 04:15:00,0.0,13.127,-0.016094,154.89,10.705663876000134,26.261531587899466,51.462737887540285,-0.0098564951531545,55.93409497734776,225.0,100.0,33.16531756582325,90.2655702286875,29.11792587114175,52.41226656805525,23.29434070254305,116.47170351271525,63.56443218092475,136.8542516225145,238.766992199659
