plant_name,total_heat_demand_MWh,total_gas_heat_MWh,total_storage_discharge_heat_MWh,total_etes_charging_electricity_MWh,total_etes_discharging_heat_MWh,total_electric_heat_MWh,total_etes_charged_MWh,total_etes_discharged_MWh,final_etes_soc_MWh,max_etes_soc_MWh,hours_storage_full,hours_storage_empty,total_DA_electricity_MWh,total_IDC_buy_MWh,total_IDC_sell_MWh,total_final_planned_electricity_MWh,total_afrr_energy_bid_MWh,total_afrr_energy_activated_MWh,total_afrr_capacity_reserved_MW_h,average_afrr_capacity_reserved_MW,max_afrr_capacity_reserved_MW,number_of_capacity_blocks,number_of_capacity_blocks_with_bid,total_actual_electricity_consumption_MWh,total_intraday_buy_MWh_el,total_intraday_sell_MWh_el,total_scheduled_electricity_procurement_MWh_el,total_afrr_energy_bid_MWh_el,total_afrr_energy_activated_MWh_el,total_IDC_buy_electricity_MWh,total_IDC_sell_electricity_MWh,total_afrr_activated_electricity_MWh,total_actual_electricity_consumption_MWh_el,share_DA_electricity,share_IDC_net_electricity,share_afrr_activated_electricity,total_electricity_market_cost_EUR,total_additional_electricity_charges_cost_EUR,total_electricity_procurement_cost_EUR,total_electricity_cost_EUR,total_gas_cost_EUR,total_co2_cost_EUR,IDC_buy_cost_EUR,IDC_sell_revenue_EUR,IDC_net_cashflow_EUR,afrr_energy_cost_EUR,afrr_energy_savings_vs_benchmark_EUR,total_IDC_trading_value_EUR,total_afrr_energy_value_EUR,total_afrr_capacity_revenue_EUR,gross_operating_cost_EUR,total_operating_cost_EUR,total_net_operating_cost_EUR,net_operating_cost_EUR,capacity_revenue_share_of_gross_cost,average_cost_of_heat_EUR_per_MWh,average_cost_of_stored_heat_EUR_per_MWh_th,share_stored_heat_from_DA,share_stored_heat_from_IDC,share_stored_heat_from_afrr_energy,weighted_average_stored_heat_cost_EUR_per_MWh_th,aFRR_down_total_rows,aFRR_down_valid_activation_rows,aFRR_down_zero_activation_rows,aFRR_down_missing_price_rows,aFRR_down_missing_quantity_rows,aFRR_down_activation_without_price_rows,aFRR_down_skipped_activation_MWh_due_to_missing_price,aFRR_down_used_system_activation_MWh,aFRR_down_negative_quantity_rows,aFRR_down_price_zero_with_activation_rows
plant_1,39649.4491487,24306.576379725586,15342.872768974416,18143.73503423589,15342.872768974416,15342.872768974416,18143.73503423589,15342.872768974416,0.0,12.0,3.75,7791.25,7175.26261706643,2039.636514740864,1973.528745097664,7241.37038670963,16957.797823040903,10902.364647526261,16957.797823040903,1.9358216692969066,4.3478260869565215,2191.0,1270.0,18143.73503423589,2039.636514740864,1973.528745097664,7241.37038670963,16957.797823040903,10902.364647526261,2039.636514740864,1973.528745097664,10902.364647526261,18143.73503423589,0.395467780119542,0.0036435590311729962,0.600888660849285,-113260.74855532238,219539.19391425428,106278.4453589319,106278.4453589319,1350365.3544291991,0.0,11036.490020230052,156432.20159399055,145395.7115737605,24740.883797688322,355993.9171709233,145395.7115737605,24740.883797688322,291773.67297498195,1456643.799788131,1456643.799788131,1164870.126813149,1164870.126813149,0.20030543707213835,36.73805894062189,0.0,0.2866958684170308,0.1124154707336841,0.600888660849285,0.0,35040.0,26905.0,8135.0,3.0,8128.0,3.0,54.515,469077.7175,3499.0,3925.0
