datetime,plant_1_heat_demand,ES_DA_price,natural_gas_price,co2_price,ES_ID3_price,ES_ID3_volume,aFRR_energy_down_quantity,aFRR_energy_down_price,aFRR_capacity_down_price,grid_energy_charge,co2_intensity_kgco2_MWh
01.01.2025 00:00,8.43,134.49,59.4,,122.54624,55.6,11.7,101.06,2.5,0.683,261.13200851667847
01.01.2025 00:15,8.43,134.49,59.4,,122.54624,55.6,8.8,95.96,2.5,0.683,261.9221140472879
01.01.2025 00:30,8.43,134.49,59.4,,122.54624,55.6,21.7,101.68,2.5,0.683,258.674357629785
01.01.2025 00:45,8.43,134.49,59.4,,122.54624,55.6,44.5,100.57,2.5,0.683,253.79571226080796
01.01.2025 01:00,8.43,131.59,59.4,,97.09853,70.6,33.1,109.27,3.94,0.683,251.18814016172507
01.01.2025 01:15,8.43,131.59,59.4,,97.09853,70.6,24.2,107.66,3.94,0.683,252.9180298400144
01.01.2025 01:30,8.43,131.59,59.4,,97.09853,70.6,8.0,92.84,3.94,0.683,251.8130183916336
01.01.2025 01:45,8.43,131.59,59.4,,97.09853,70.6,3.2,60.37,3.94,0.683,246.7193332125385
01.01.2025 02:00,8.43,131.49,59.4,,102.34908,187.8,0.0,0.0,3.94,0.683,240.39793662490789
01.01.2025 02:15,8.43,131.49,59.4,,102.34908,187.8,0.0,118.98,3.94,0.683,241.53232639528457
01.01.2025 02:30,8.43,131.49,59.4,,102.34908,187.8,0.0,118.98,3.94,0.683,234.5827540860417
01.01.2025 02:45,8.43,131.49,59.4,,102.34908,187.8,0.0,118.91,3.94,0.683,228.11987020423743
01.01.2025 03:00,8.43,131.42,59.4,,92.97838,265.0,0.0,118.91,5.03,0.683,222.9975009611688
01.01.2025 03:15,8.43,131.42,59.4,,92.97838,265.0,0.0,67.75,5.03,0.683,227.8491910631741
01.01.2025 03:30,8.43,131.42,59.4,,92.97838,265.0,0.2,44.64,5.03,0.683,225.90505090054816
01.01.2025 03:45,8.43,131.42,59.4,,92.97838,265.0,19.6,103.02,5.03,0.683,223.58081107814044
01.01.2025 04:00,8.43,120.49,59.4,,106.75593,359.4,6.4,75.85,6.44,0.683,220.97914577902543
01.01.2025 04:15,8.43,120.49,59.4,,106.75593,359.4,0.9,88.36,6.44,0.683,220.4945404010324
01.01.2025 04:30,8.43,120.49,59.4,,106.75593,359.4,6.3,94.1,6.44,0.683,216.64959138927645
01.01.2025 04:45,8.43,120.49,59.4,,106.75593,359.4,20.9,94.13,6.44,0.683,213.69717604646505
01.01.2025 05:00,8.43,112.3,59.4,,94.827835,188.2,13.7,98.9,5.97,0.683,210.32635393597744
01.01.2025 05:15,8.43,112.3,59.4,,94.827835,188.2,5.0,82.01,5.97,0.683,211.9037216828479
01.01.2025 05:30,8.43,112.3,59.4,,94.827835,188.2,0.0,111.09,5.97,0.683,213.83058350100603
01.01.2025 05:45,8.43,112.3,59.4,,94.827835,188.2,0.0,0.0,5.97,0.683,216.00539352776667
01.01.2025 06:00,8.64,112.3,59.4,,92.13437,177.5,0.0,111.09,6.02,0.683,216.19189893723683
01.01.2025 06:15,8.64,112.3,59.4,,92.13437,177.5,0.0,108.68,6.02,0.683,214.37007874015748
01.01.2025 06:30,8.64,112.3,59.4,,92.13437,177.5,1.1,50.8,6.02,0.683,212.9656357388316
01.01.2025 06:45,8.64,112.3,59.4,,92.13437,177.5,0.2,34.38,6.02,0.683,213.3246306415705
01.01.2025 07:00,8.78,111.88,59.4,,93.68541,247.3,0.5,84.0,6.6,0.683,215.6085114965712
01.01.2025 07:15,8.78,111.88,59.4,,93.68541,247.3,4.0,84.9,6.6,0.683,220.3838504375497
01.01.2025 07:30,8.78,111.88,59.4,,93.68541,247.3,1.9,78.82,6.6,0.683,218.5347721822542
01.01.2025 07:45,8.78,111.88,59.4,,93.68541,247.3,1.4,60.65,6.6,0.683,217.53179190751445
01.01.2025 08:00,8.97,112.09,59.4,,101.82628,276.8,3.5,74.86,859.44,0.683,218.07845084409132
01.01.2025 08:15,8.97,112.09,59.4,,101.82628,276.8,25.0,101.78,859.44,0.683,216.8516450648056
01.01.2025 08:30,8.97,112.09,59.4,,101.82628,276.8,8.2,70.74,859.44,0.683,215.6365629984051
01.01.2025 08:45,8.97,112.09,59.4,,101.82628,276.8,0.2,0.0,859.44,0.683,209.4744176786781
01.01.2025 09:00,8.97,94.99,59.4,,81.99544,486.5,13.4,83.76,27.06,0.683,205.6809756097561
01.01.2025 09:15,8.97,94.99,59.4,,81.99544,486.5,16.9,89.28,27.06,0.683,202.50325027085592
01.01.2025 09:30,8.97,94.99,59.4,,81.99544,486.5,17.0,80.69,27.06,0.683,190.6384492263916
01.01.2025 09:45,8.97,94.99,59.4,,81.99544,486.5,104.4,32.09,27.06,0.683,170.80642345959154
01.01.2025 10:00,8.97,35.0,59.4,,32.269352,436.3,197.0,-1.34,8.22,0.683,156.05355920602327
01.01.2025 10:15,8.97,35.0,59.4,,32.269352,436.3,135.2,1.05,8.22,0.683,140.8295190713101
01.01.2025 10:30,8.97,35.0,59.4,,32.269352,436.3,37.9,17.35,8.22,0.683,123.4077997111218
01.01.2025 10:45,8.97,35.0,59.4,,32.269352,436.3,38.1,19.32,8.22,0.683,113.53640625
01.01.2025 11:00,8.97,20.59,59.4,,42.328854,322.4,18.7,5.51,2.07,0.683,108.99459125328389
01.01.2025 11:15,8.97,20.59,59.4,,42.328854,322.4,0.0,17.99,2.07,0.683,101.47205725597684
01.01.2025 11:30,8.97,20.59,59.4,,42.328854,322.4,0.0,21.59,2.07,0.683,93.20719903206292
01.01.2025 11:45,8.97,20.59,59.4,,42.328854,322.4,0.0,25.51,2.07,0.683,93.39880059970017
01.01.2025 12:00,8.97,28.11,59.4,,50.876537,678.8,0.0,25.51,3.5,0.683,94.1626523936961
01.01.2025 12:15,8.97,28.11,59.4,,50.876537,678.8,0.0,25.51,3.5,0.683,94.40870079905298
01.01.2025 12:30,8.97,28.11,59.4,,50.876537,678.8,0.0,25.51,3.5,0.683,92.3766921718658
01.01.2025 12:45,8.97,28.11,59.4,,50.876537,678.8,5.5,10.95,3.5,0.683,95.97315436241612
01.01.2025 13:00,8.97,30.0,59.4,,53.815125,886.6,0.5,0.58,2.62,0.683,101.47873263888889
01.01.2025 13:15,8.97,30.0,59.4,,53.815125,886.6,0.0,11.0,2.62,0.683,103.05573202425644
01.01.2025 13:30,8.97,30.0,59.4,,53.815125,886.6,0.0,27.4,2.62,0.683,102.43504531722054
01.01.2025 13:45,8.97,30.0,59.4,,53.815125,886.6,0.0,22.5,2.62,0.683,104.83858042358328
01.01.2025 14:00,8.78,21.5,59.4,,55.807137,894.3,0.0,22.5,2.33,0.683,105.48001725129384
01.01.2025 14:15,8.78,21.5,59.4,,55.807137,894.3,0.0,22.5,2.33,0.683,107.7298834233722
01.01.2025 14:30,8.78,21.5,59.4,,55.807137,894.3,0.9,6.39,2.33,0.683,106.08973992569304
01.01.2025 14:45,8.78,21.5,59.4,,55.807137,894.3,5.1,7.06,2.33,0.683,104.09146953405018
01.01.2025 15:00,8.64,10.68,59.4,,47.724056,756.4,46.4,-0.37,123.71,0.683,103.52851162119244
01.01.2025 15:15,8.64,10.68,59.4,,47.724056,756.4,1.7,1.73,123.71,0.683,104.24718113925904
01.01.2025 15:30,8.64,10.68,59.4,,47.724056,756.4,0.0,11.68,123.71,0.683,103.37599060757265
01.01.2025 15:45,8.64,10.68,59.4,,47.724056,756.4,0.0,190.0,123.71,0.683,100.04174714009804
01.01.2025 16:00,8.5,72.0,59.4,,81.0607,609.2,0.0,190.0,428.46,0.683,105.69392904853792
01.01.2025 16:15,8.5,72.0,59.4,,81.0607,609.2,0.0,190.0,428.46,0.683,105.52848959903528
01.01.2025 16:30,8.5,72.0,59.4,,81.0607,609.2,0.0,190.0,428.46,0.683,115.80759417679724
01.01.2025 16:45,8.5,72.0,59.4,,81.0607,609.2,0.0,219.88,428.46,0.683,127.14797794117646
01.01.2025 17:00,8.5,125.49,59.4,,122.97472,552.9,1.9,78.09,3.86,0.683,143.4633995037221
01.01.2025 17:15,8.5,125.49,59.4,,122.97472,552.9,1.2,85.71,3.86,0.683,155.19499427449696
01.01.2025 17:30,8.5,125.49,59.4,,122.97472,552.9,1.1,112.13,3.86,0.683,169.19706568856284
01.01.2025 17:45,8.5,125.49,59.4,,122.97472,552.9,11.0,109.9,3.86,0.683,185.52572083879423
01.01.2025 18:00,8.5,149.72,59.4,,134.67552,510.4,9.7,95.15,3.3,0.683,196.31735378715248
01.01.2025 18:15,8.5,149.72,59.4,,134.67552,510.4,1.4,77.55,3.3,0.683,189.65097588978185
01.01.2025 18:30,8.5,149.72,59.4,,134.67552,510.4,9.7,101.57,3.3,0.683,192.7914585012087
01.01.2025 18:45,8.5,149.72,59.4,,134.67552,510.4,2.8,63.48,3.3,0.683,198.0931403398364
01.01.2025 19:00,8.5,150.67,59.4,,135.30135,681.5,2.2,54.26,2.46,0.683,200.1097504262905
01.01.2025 19:15,8.5,150.67,59.4,,135.30135,681.5,0.4,34.27,2.46,0.683,195.64221986995312
01.01.2025 19:30,8.5,150.67,59.4,,135.30135,681.5,0.8,34.13,2.46,0.683,195.94292544449425
01.01.2025 19:45,8.5,150.67,59.4,,135.30135,681.5,0.0,140.49,2.46,0.683,196.1230152841668
01.01.2025 20:00,8.5,152.99,59.4,,148.39412,733.4,0.0,140.49,3.02,0.683,198.6794322046429
01.01.2025 20:15,8.5,152.99,59.4,,148.39412,733.4,0.0,140.49,3.02,0.683,194.15816857440169
01.01.2025 20:30,8.5,152.99,59.4,,148.39412,733.4,0.0,140.49,3.02,0.683,195.0499778858912
01.01.2025 20:45,8.5,152.99,59.4,,148.39412,733.4,4.4,76.11,3.02,0.683,196.1357790119848
01.01.2025 21:00,8.5,151.69,59.4,,143.57683,794.1,1.3,105.53,3.75,0.683,196.28488540760085
01.01.2025 21:15,8.5,151.69,59.4,,143.57683,794.1,5.1,100.52,3.75,0.683,198.05417671252303
01.01.2025 21:30,8.5,151.69,59.4,,143.57683,794.1,1.0,64.94,3.75,0.683,197.60443808160343
01.01.2025 21:45,8.5,151.69,59.4,,143.57683,794.1,0.0,135.25,3.75,0.683,195.11923411662315
01.01.2025 22:00,8.43,147.75,59.4,,144.653,1116.0,10.1,110.57,15.52,0.683,195.4043114826221
01.01.2025 22:15,8.43,147.75,59.4,,144.653,1116.0,11.8,92.74,15.52,0.683,201.4441277936103
01.01.2025 22:30,8.43,147.75,59.4,,144.653,1116.0,2.5,90.88,15.52,0.683,201.73428396197485
01.01.2025 22:45,8.43,147.75,59.4,,144.653,1116.0,37.8,106.06,15.52,0.683,199.57196378395253
01.01.2025 23:00,8.43,133.06,59.4,,84.19771,1930.8,28.1,106.57,4.3,0.683,198.67228226319136
01.01.2025 23:15,8.43,133.06,59.4,,84.19771,1930.8,42.2,102.59,4.3,0.683,203.395007110128
01.01.2025 23:30,8.43,133.06,59.4,,84.19771,1930.8,53.1,97.21,4.3,0.683,202.2207707380797
01.01.2025 23:45,8.43,133.06,59.4,,84.19771,1930.8,67.1,48.48,4.3,0.683,200.18690176322417
02.01.2025 00:00,8.43,137.12,59.4,,130.30838,191.2,10.5,87.91,6.36,0.683,194.34643351800557
02.01.2025 00:15,8.43,137.12,59.4,,130.30838,191.2,2.2,53.89,6.36,0.683,203.74571280097004
02.01.2025 00:30,8.43,137.12,59.4,,130.30838,191.2,5.7,84.58,6.36,0.683,209.17616672604203
02.01.2025 00:45,8.43,137.12,59.4,,130.30838,191.2,3.9,70.39,6.36,0.683,201.3720802919708
02.01.2025 01:00,8.43,123.03,59.4,,93.60028,132.8,8.7,75.75,11.88,0.683,195.25715869203768
02.01.2025 01:15,8.43,123.03,59.4,,93.60028,132.8,8.1,91.84,11.88,0.683,198.92672973474308
02.01.2025 01:30,8.43,123.03,59.4,,93.60028,132.8,6.4,94.52,11.88,0.683,192.4901215805471
02.01.2025 01:45,8.43,123.03,59.4,,93.60028,132.8,6.4,91.47,11.88,0.683,189.56954022988504
02.01.2025 02:00,8.43,100.2,59.4,,115.05869,402.0,11.3,79.05,12.1,0.683,188.68439173680184
02.01.2025 02:15,8.43,100.2,59.4,,115.05869,402.0,2.6,81.33,12.1,0.683,195.11576959395657
02.01.2025 02:30,8.43,100.2,59.4,,115.05869,402.0,7.3,74.2,12.1,0.683,196.0855473902393
02.01.2025 02:45,8.43,100.2,59.4,,115.05869,402.0,17.8,77.23,12.1,0.683,194.31414007929013
02.01.2025 03:00,8.43,99.82,59.4,,116.92705,336.2,9.8,94.56,12.1,0.683,191.0656267833365
02.01.2025 03:15,8.43,99.82,59.4,,116.92705,336.2,8.2,98.25,12.1,0.683,191.2381852551985
02.01.2025 03:30,8.43,99.82,59.4,,116.92705,336.2,25.6,93.72,12.1,0.683,186.3746414228342
02.01.2025 03:45,8.43,99.82,59.4,,116.92705,336.2,35.2,89.22,12.1,0.683,182.43453877393156
02.01.2025 04:00,8.43,99.82,59.4,,89.54849,352.7,1.9,57.77,11.91,0.683,182.57034737046385
02.01.2025 04:15,8.43,99.82,59.4,,89.54849,352.7,1.5,30.03,11.91,0.683,186.31876804619827
02.01.2025 04:30,8.43,99.82,59.4,,89.54849,352.7,5.9,89.76,11.91,0.683,183.34280708584777
02.01.2025 04:45,8.43,99.82,59.4,,89.54849,352.7,4.4,83.59,11.91,0.683,182.5677669902913
02.01.2025 05:00,8.43,100.08,59.4,,116.86854,420.4,3.5,79.67,12.52,0.683,182.06853038245
02.01.2025 05:15,8.43,100.08,59.4,,116.86854,420.4,15.9,93.45,12.52,0.683,182.49306358381503
02.01.2025 05:30,8.43,100.08,59.4,,116.86854,420.4,1.8,68.74,12.52,0.683,182.1840490797546
02.01.2025 05:45,8.43,100.08,59.4,,116.86854,420.4,1.9,88.54,12.52,0.683,185.2189393939394
02.01.2025 06:00,8.64,128.44,59.4,,93.29652,658.0,11.1,84.91,3.05,0.683,188.96596858638745
02.01.2025 06:15,8.64,128.44,59.4,,93.29652,658.0,0.0,116.4,3.05,0.683,181.79760792375257
02.01.2025 06:30,8.64,128.44,59.4,,93.29652,658.0,0.0,116.4,3.05,0.683,182.4206261510129
02.01.2025 06:45,8.64,128.44,59.4,,93.29652,658.0,1.0,107.4,3.05,0.683,189.2583454281568
02.01.2025 07:00,8.78,143.96,59.4,,138.4921,521.5,5.1,84.23,2.22,0.683,195.453977880842
02.01.2025 07:15,8.78,143.96,59.4,,138.4921,521.5,0.0,140.96,2.22,0.683,182.44723183391
02.01.2025 07:30,8.78,143.96,59.4,,138.4921,521.5,0.0,44.04,2.22,0.683,184.33467269378872
02.01.2025 07:45,8.78,143.96,59.4,,138.4921,521.5,0.0,149.91,2.22,0.683,183.65597667638485
02.01.2025 08:00,8.97,152.92,59.4,,162.44574,579.9,23.7,102.64,3.5,12.982,190.01613153404685
02.01.2025 08:15,8.97,152.92,59.4,,162.44574,579.9,5.7,86.03,3.5,12.982,178.12592012529365
02.01.2025 08:30,8.97,152.92,59.4,,162.44574,579.9,9.3,87.28,3.5,12.982,174.24677492791017
02.01.2025 08:45,8.97,152.92,59.4,,162.44574,579.9,2.8,98.76,3.5,12.982,177.72281959378734
02.01.2025 09:00,8.97,152.16,59.4,,154.79764,657.0,18.2,113.76,6.52,23.063,178.82354668232531
02.01.2025 09:15,8.97,152.16,59.4,,154.79764,657.0,20.0,101.99,6.52,23.063,189.2062267529963
02.01.2025 09:30,8.97,152.16,59.4,,154.79764,657.0,36.3,113.48,6.52,23.063,176.2506764069264
02.01.2025 09:45,8.97,152.16,59.4,,154.79764,657.0,25.1,110.57,6.52,23.063,162.71956406166933
02.01.2025 10:00,8.97,129.04,59.4,,131.23872,1658.9,5.0,93.36,5.71,23.063,157.8421472229604
02.01.2025 10:15,8.97,129.04,59.4,,131.23872,1658.9,7.7,91.78,5.71,23.063,151.1412860654677
02.01.2025 10:30,8.97,129.04,59.4,,131.23872,1658.9,20.3,99.07,5.71,23.063,138.48074961754207
02.01.2025 10:45,8.97,129.04,59.4,,131.23872,1658.9,37.4,90.45,5.71,23.063,128.43624587249175
02.01.2025 11:00,8.97,125.7,59.4,,128.95999,2093.2,0.1,0.0,3.5,23.063,124.0707696196133
02.01.2025 11:15,8.97,125.7,59.4,,128.95999,2093.2,0.0,122.69,3.5,23.063,126.37972095261006
02.01.2025 11:30,8.97,125.7,59.4,,128.95999,2093.2,15.3,104.15,3.5,23.063,125.53684210526316
02.01.2025 11:45,8.97,125.7,59.4,,128.95999,2093.2,10.4,75.76,3.5,23.063,120.04710972238914
02.01.2025 12:00,8.97,125.72,59.4,,122.78033,1230.3,0.0,122.72,3.5,23.063,119.91201614818333
02.01.2025 12:15,8.97,125.72,59.4,,122.78033,1230.3,1.2,36.62,3.5,23.063,123.04309149722737
02.01.2025 12:30,8.97,125.72,59.4,,122.78033,1230.3,1.0,56.34,3.5,23.063,126.70952490774908
02.01.2025 12:45,8.97,125.72,59.4,,122.78033,1230.3,8.0,100.25,3.5,23.063,123.96800277232298
02.01.2025 13:00,8.97,119.3,59.4,,115.869286,2020.4,3.2,79.3,3.41,23.063,120.11144613243653
02.01.2025 13:15,8.97,119.3,59.4,,115.869286,2020.4,0.6,8.7,3.41,23.063,116.22424242424242
02.01.2025 13:30,8.97,119.3,59.4,,115.869286,2020.4,0.0,0.0,3.41,23.063,115.43953488372092
02.01.2025 13:45,8.97,119.3,59.4,,115.869286,2020.4,0.0,121.65,3.41,23.063,114.6419909920314
02.01.2025 14:00,8.78,124.65,59.4,,120.15446,1761.9,0.0,121.65,5.71,12.982,115.84868871151652
02.01.2025 14:15,8.78,124.65,59.4,,120.15446,1761.9,0.0,121.65,5.71,12.982,120.72390796932312
02.01.2025 14:30,8.78,124.65,59.4,,120.15446,1761.9,0.0,121.65,5.71,12.982,124.1307564881281
02.01.2025 14:45,8.78,124.65,59.4,,120.15446,1761.9,4.0,81.98,5.71,12.982,125.3923144681788
02.01.2025 15:00,8.64,130.11,59.4,,120.22786,1041.0,7.3,58.68,5.8,12.982,124.75057915057916
02.01.2025 15:15,8.64,130.11,59.4,,120.22786,1041.0,2.5,31.11,5.8,12.982,124.2743226938686
02.01.2025 15:30,8.64,130.11,59.4,,120.22786,1041.0,0.2,37.63,5.8,12.982,124.3188374125874
02.01.2025 15:45,8.64,130.11,59.4,,120.22786,1041.0,2.6,73.06,5.8,12.982,130.71665937909927
02.01.2025 16:00,8.5,139.5,59.4,,138.9003,1841.5,23.4,95.72,3.75,12.982,138.04229240282686
02.01.2025 16:15,8.5,139.5,59.4,,138.9003,1841.5,0.6,37.23,3.75,12.982,144.21170553269317
02.01.2025 16:30,8.5,139.5,59.4,,138.9003,1841.5,39.3,111.54,3.75,12.982,148.71421986632865
02.01.2025 16:45,8.5,139.5,59.4,,138.9003,1841.5,3.3,81.36,3.75,12.982,156.04895344847307
02.01.2025 17:00,8.5,153.4,59.4,,151.78674,1517.1,50.4,19.77,1.74,12.982,176.20663737280296
02.01.2025 17:15,8.5,153.4,59.4,,151.78674,1517.1,3.8,74.81,1.74,12.982,179.94132588265177
02.01.2025 17:30,8.5,153.4,59.4,,151.78674,1517.1,0.0,150.39,1.74,12.982,184.5702733923758
02.01.2025 17:45,8.5,153.4,59.4,,151.78674,1517.1,2.2,133.67,1.74,12.982,195.762289821589
02.01.2025 18:00,8.5,159.18,59.4,,150.48404,874.0,27.9,111.03,1.45,23.063,205.57298175456137
02.01.2025 18:15,8.5,159.18,59.4,,150.48404,874.0,0.0,156.17,1.45,23.063,195.12739018087856
02.01.2025 18:30,8.5,159.18,59.4,,150.48404,874.0,0.0,156.17,1.45,23.063,190.16490781945328
02.01.2025 18:45,8.5,159.18,59.4,,150.48404,874.0,0.7,133.99,1.45,23.063,187.8309505894156
02.01.2025 19:00,8.5,160.99,59.4,,139.1824,785.9,1.0,110.64,1.95,23.063,187.16639801611905
02.01.2025 19:15,8.5,160.99,59.4,,139.1824,785.9,5.4,134.09,1.95,23.063,189.02418958742632
02.01.2025 19:30,8.5,160.99,59.4,,139.1824,785.9,15.6,127.65,1.95,23.063,190.8199682655926
02.01.2025 19:45,8.5,160.99,59.4,,139.1824,785.9,75.7,115.9,1.95,23.063,193.5082444228904
02.01.2025 20:00,8.5,161.1,59.4,,144.88454,1787.1,18.0,110.24,1.95,23.063,196.22975586173555
02.01.2025 20:15,8.5,161.1,59.4,,144.88454,1787.1,22.8,134.6,1.95,23.063,188.4801077243237
02.01.2025 20:30,8.5,161.1,59.4,,144.88454,1787.1,4.3,76.94,1.95,23.063,188.19471505114467
02.01.2025 20:45,8.5,161.1,59.4,,144.88454,1787.1,1.4,86.14,1.95,23.063,187.27330097087375
02.01.2025 21:00,8.5,157.88,59.4,,146.29543,747.4,0.0,154.88,2.33,23.063,188.35036231884055
02.01.2025 21:15,8.5,157.88,59.4,,146.29543,747.4,0.8,118.22,2.33,23.063,193.9309392265193
02.01.2025 21:30,8.5,157.88,59.4,,146.29543,747.4,34.0,113.56,2.33,23.063,189.6140841644369
02.01.2025 21:45,8.5,157.88,59.4,,146.29543,747.4,103.6,110.36,2.33,23.063,186.48155027241208
02.01.2025 22:00,8.43,152.44,59.4,,134.54329,1149.4,16.2,87.57,7.03,12.982,185.18161151806007
02.01.2025 22:15,8.43,152.44,59.4,,134.54329,1149.4,14.7,99.21,7.03,12.982,192.7088287376676
02.01.2025 22:30,8.43,152.44,59.4,,134.54329,1149.4,5.9,56.66,7.03,12.982,187.3700623700624
02.01.2025 22:45,8.43,152.44,59.4,,134.54329,1149.4,22.9,110.54,7.03,12.982,187.69799894681407
02.01.2025 23:00,8.43,140.0,59.4,,111.69561,1623.4,10.1,82.54,12.97,12.982,186.61616297895304
02.01.2025 23:15,8.43,140.0,59.4,,111.69561,1623.4,2.0,102.94,12.97,12.982,187.3761785912368
02.01.2025 23:30,8.43,140.0,59.4,,111.69561,1623.4,24.3,104.77,12.97,12.982,173.27562904385334
02.01.2025 23:45,8.43,140.0,59.4,,111.69561,1623.4,54.1,112.39,12.97,12.982,160.17967599410898
03.01.2025 00:00,8.43,121.52,59.4,,126.62537,454.2,98.2,79.2,19.32,0.683,157.08640850417615
03.01.2025 00:15,8.43,121.52,59.4,,126.62537,454.2,21.2,88.07,19.32,0.683,160.08617567159675
03.01.2025 00:30,8.43,121.52,59.4,,126.62537,454.2,5.8,93.69,19.32,0.683,151.80012405024036
03.01.2025 00:45,8.43,121.52,59.4,,126.62537,454.2,90.1,89.58,19.32,0.683,141.15388310648518
03.01.2025 01:00,8.43,104.9,59.4,,100.80553,873.0,130.0,-19.26,20.74,0.683,137.33251392985906
03.01.2025 01:15,8.43,104.9,59.4,,100.80553,873.0,138.4,31.58,20.74,0.683,140.55766399476525
03.01.2025 01:30,8.43,104.9,59.4,,100.80553,873.0,106.5,60.44,20.74,0.683,132.42672413793105
03.01.2025 01:45,8.43,104.9,59.4,,100.80553,873.0,82.8,84.92,20.74,0.683,124.02120908483634
03.01.2025 02:00,8.43,93.94,59.4,,94.20129,562.5,17.0,83.32,22.98,0.683,122.46353214819736
03.01.2025 02:15,8.43,93.94,59.4,,94.20129,562.5,44.6,84.16,22.98,0.683,121.60347940259314
03.01.2025 02:30,8.43,93.94,59.4,,94.20129,562.5,29.1,77.32,22.98,0.683,120.99705834286648
03.01.2025 02:45,8.43,93.94,59.4,,94.20129,562.5,0.0,140.0,22.98,0.683,124.22882468811557
03.01.2025 03:00,8.43,91.1,59.4,,83.95889,835.7,13.5,72.92,19.94,0.683,128.91975004111166
03.01.2025 03:15,8.43,91.1,59.4,,83.95889,835.7,1.0,41.28,19.94,0.683,129.1064792373566
03.01.2025 03:30,8.43,91.1,59.4,,83.95889,835.7,2.1,55.08,19.94,0.683,125.6726363343014
03.01.2025 03:45,8.43,91.1,59.4,,83.95889,835.7,3.8,58.15,19.94,0.683,124.542301458671
03.01.2025 04:00,8.43,88.46,59.4,,75.741745,635.2,0.0,0.0,17.5,0.683,129.10450919746052
03.01.2025 04:15,8.43,88.46,59.4,,75.741745,635.2,50.4,65.87,17.5,0.683,127.31663947797716
03.01.2025 04:30,8.43,88.46,59.4,,75.741745,635.2,81.3,78.46,17.5,0.683,124.93529507397172
03.01.2025 04:45,8.43,88.46,59.4,,75.741745,635.2,24.5,80.78,17.5,0.683,119.55708725267596
03.01.2025 05:00,8.43,92.25,59.4,,79.43843,739.3,1.5,38.62,21.37,0.683,121.1123012009088
03.01.2025 05:15,8.43,92.25,59.4,,79.43843,739.3,19.4,84.53,21.37,0.683,122.2934436664545
03.01.2025 05:30,8.43,92.25,59.4,,79.43843,739.3,14.1,82.91,21.37,0.683,120.20582677165356
03.01.2025 05:45,8.43,92.25,59.4,,79.43843,739.3,65.4,84.4,21.37,0.683,120.73870211102424
03.01.2025 06:00,8.64,100.14,59.4,,78.37715,1062.4,15.2,67.19,11.62,0.683,118.40229885057472
03.01.2025 06:15,8.64,100.14,59.4,,78.37715,1062.4,0.2,24.35,11.62,0.683,118.91552403467296
03.01.2025 06:30,8.64,100.14,59.4,,78.37715,1062.4,7.7,81.7,11.62,0.683,117.49883918898004
03.01.2025 06:45,8.64,100.14,59.4,,78.37715,1062.4,17.9,84.39,11.62,0.683,117.64934865900383
03.01.2025 07:00,8.78,126.0,59.4,,82.220924,929.0,122.3,25.24,5.64,0.683,122.74521043898024
03.01.2025 07:15,8.78,126.0,59.4,,82.220924,929.0,13.3,87.89,5.64,0.683,116.39229475615348
03.01.2025 07:30,8.78,126.0,59.4,,82.220924,929.0,0.1,105.28,5.64,0.683,114.85367307405753
03.01.2025 07:45,8.78,126.0,59.4,,82.220924,929.0,6.6,89.55,5.64,0.683,120.81339921523036
03.01.2025 08:00,8.97,141.2,59.4,,125.67489,471.6,71.7,97.62,9.3,12.982,125.87291874199516
03.01.2025 08:15,8.97,141.2,59.4,,125.67489,471.6,133.3,82.4,9.3,12.982,119.51937984496124
03.01.2025 08:30,8.97,141.2,59.4,,125.67489,471.6,105.7,92.7,9.3,12.982,115.75030919334893
03.01.2025 08:45,8.97,141.2,59.4,,125.67489,471.6,67.8,101.52,9.3,12.982,115.9317998385795
03.01.2025 09:00,8.97,138.0,59.4,,122.34695,682.6,8.6,97.44,8.1,23.063,117.90132625994696
03.01.2025 09:15,8.97,138.0,59.4,,122.34695,682.6,3.0,77.62,8.1,23.063,119.37281378600824
03.01.2025 09:30,8.97,138.0,59.4,,122.34695,682.6,3.5,88.13,8.1,23.063,116.77512626262626
03.01.2025 09:45,8.97,138.0,59.4,,122.34695,682.6,3.3,76.32,8.1,23.063,108.87489129084358
03.01.2025 10:00,8.97,130.52,59.4,,88.902916,1099.9,0.0,127.51,6.59,23.063,106.582995951417
03.01.2025 10:15,8.97,130.52,59.4,,88.902916,1099.9,31.7,93.89,6.59,23.063,98.3766068326578
03.01.2025 10:30,8.97,130.52,59.4,,88.902916,1099.9,49.9,70.22,6.59,23.063,88.45310695310695
03.01.2025 10:45,8.97,130.52,59.4,,88.902916,1099.9,29.8,84.96,6.59,23.063,86.41243261841954
03.01.2025 11:00,8.97,123.2,59.4,,80.34316,1442.0,0.2,0.0,6.25,23.063,86.44863325740319
03.01.2025 11:15,8.97,123.2,59.4,,80.34316,1442.0,0.1,112.98,6.25,23.063,83.97664330997664
03.01.2025 11:30,8.97,123.2,59.4,,80.34316,1442.0,0.6,56.49,6.25,23.063,80.49659332067463
03.01.2025 11:45,8.97,123.2,59.4,,80.34316,1442.0,1.0,47.27,6.25,23.063,78.67149059334298
03.01.2025 12:00,8.97,113.51,59.4,,88.474106,1360.1,1.1,75.04,5.59,23.063,78.01158684617083
03.01.2025 12:15,8.97,113.51,59.4,,88.474106,1360.1,6.1,83.46,5.59,23.063,80.0475826694314
