datetime,plant_1_heat_demand,DE_DA_price,natural_gas_price,co2_price,DE_ID3_price,DE_ID3_volume,aFRR_energy_down_quantity,aFRR_energy_down_price,aFRR_capacity_down_price,high_load_window,co2_intensity_kgco2_MWh
01.01.2030 00:00,8.43,15.651,53.08,,43.2225,638.3225,0.0,,28.8,0,0.0
01.01.2030 01:00,8.43,14.737,53.08,,13.0425,587.2775,3.453,-2.803333333333333,28.8,0,0.0
01.01.2030 02:00,8.43,14.376,53.08,,23.0,776.4425,18.417,15.0625,28.8,0,0.0
01.01.2030 03:00,8.43,14.347,53.08,,15.2575,545.165,5.865,14.905,28.8,0,0.0
01.01.2030 04:00,8.43,14.347,53.08,,10.015,490.8925,2.713,10.783333333333331,23.72,0,0.0
01.01.2030 05:00,8.43,14.347,53.08,,7.79,429.505,54.674,-34.075,23.72,0,0.0
01.01.2030 06:00,8.64,14.347,53.08,,11.0525,530.8125,18.98,-24.87,23.72,0,0.0
01.01.2030 07:00,8.78,14.347,53.08,,16.6325,657.035,141.277,-92.165,23.72,0,0.0
01.01.2030 08:00,8.97,14.347,53.08,,7.2675,666.89,84.236,-70.2325,19.12,0,0.0
01.01.2030 09:00,8.97,14.347,53.08,,3.925,684.8225,327.723,-154.44,19.12,0,0.0
01.01.2030 10:00,8.97,14.347,53.08,,-0.55,517.1025,82.589,498.02,19.12,1,0.0
01.01.2030 11:00,8.97,14.348,53.08,,-1.1025,432.6825,13.138,630.5124999999999,19.12,1,0.0
01.01.2030 12:00,8.97,14.373,53.08,,-0.9075,424.025,12.285,-16.5925,19.17,1,0.0
01.01.2030 13:00,8.97,14.658,53.08,,1.4025,432.76,5.497,-29.665,19.17,1,0.0
01.01.2030 14:00,8.78,15.584,53.08,,5.0575,603.735,53.992,-61.2975,19.17,1,0.0
01.01.2030 15:00,8.64,15.828,53.08,,4.365,473.81,54.244,-66.17,19.17,1,0.0
01.01.2030 16:00,8.5,16.265,53.08,,0.7649999999999999,445.2225,4.64,-17.32,10.5,1,0.0
01.01.2030 17:00,8.5,16.265,53.08,,3.0125,406.625,53.152,-52.87,10.5,1,0.0
01.01.2030 18:00,8.5,16.265,53.08,,0.0725000000000002,445.2275,43.395,-104.58,10.5,1,0.0
01.01.2030 19:00,8.5,16.249,53.08,,-0.4949999999999999,462.6775,10.812,-57.86666666666667,10.5,1,0.0
01.01.2030 20:00,8.5,15.747,53.08,,-1.325,485.6275,207.18,-131.1125,13.4,0,0.0
01.01.2030 21:00,8.5,15.651,53.08,,2.0475000000000003,535.355,14.297,-39.59,13.4,0,0.0
01.01.2030 22:00,8.43,14.916,53.08,,0.3225000000000002,514.835,41.176,-63.352500000000006,13.4,0,0.0
01.01.2030 23:00,8.43,14.608,53.08,,-0.4225,369.38,240.823,-157.8225,13.4,0,0.0
02.01.2030 00:00,8.43,15.0,53.08,,-2.4225,418.705,127.621,-57.82,20.8,0,0.0
02.01.2030 01:00,8.43,15.0,53.08,,-3.89,422.0975,179.046,-70.14,20.8,0,0.0
02.01.2030 02:00,8.43,15.0,53.08,,-2.4675,467.155,268.559,-50.9525,20.8,0,0.0
02.01.2030 03:00,8.43,15.0,53.08,,0.0574999999999996,459.73,31.82,-12.722499999999998,20.8,0,0.0
02.01.2030 04:00,8.43,15.256,53.08,,22.915,734.0675,125.03,-37.705,22.0,0,0.0
02.01.2030 05:00,8.43,20.828,53.08,,76.15,751.26,603.957,-191.745,22.0,0,5.58976442143796
02.01.2030 06:00,8.64,24.502,53.08,,83.2525,900.4975,107.308,-34.25,22.0,0,7.25073645757989
02.01.2030 07:00,8.78,25.636,53.08,,118.38,811.99,82.85900000000001,15.6025,22.0,0,7.19460983218099
02.01.2030 08:00,8.97,25.636,53.08,,130.39,699.045,2.734,55.39,6.36,0,8.30114907121889
02.01.2030 09:00,8.97,25.636,53.08,,127.67,624.08,2.148,85.42,6.36,0,8.43170691804549
02.01.2030 10:00,8.97,24.151,53.08,,124.5175,658.28,26.978,41.8625,6.36,1,8.98493623909598
02.01.2030 11:00,8.97,24.151,53.08,,115.3875,666.5550000000001,58.066,49.9375,6.36,1,8.84180452605057
02.01.2030 12:00,8.97,24.151,53.08,,111.6125,642.1975,3.232,57.655,9.05,1,7.9894560365786
02.01.2030 13:00,8.97,24.151,53.08,,114.7975,653.5525,0.0,,9.05,1,8.16548719771057
02.01.2030 14:00,8.78,25.389,53.08,,137.3025,857.435,70.858,41.625,9.05,1,8.27267556110904
02.01.2030 15:00,8.64,25.638,53.08,,130.59,729.8225,11.386,79.35,9.05,1,8.45313899895858
02.01.2030 16:00,8.5,25.638,53.08,,142.01,644.465,63.63100000000001,48.6775,3.3,1,7.72033193203993
02.01.2030 17:00,8.5,25.639,53.08,,142.235,636.1675,62.659,67.20333333333333,3.3,1,7.87120050801927
02.01.2030 18:00,8.5,25.639,53.08,,122.8025,586.0649999999999,96.557,49.8025,3.3,1,6.99138704223393
02.01.2030 19:00,8.5,24.178,53.08,,116.7925,574.1575,44.654,46.3125,3.3,1,6.71923894931358
02.01.2030 20:00,8.5,23.401,53.08,,93.2025,615.81,68.47200000000001,6.355,6.59,0,6.91059858795661
02.01.2030 21:00,8.5,20.47,53.08,,105.9525,539.76,15.634,27.155,6.59,0,5.47469396589105
02.01.2030 22:00,8.43,16.936,53.08,,94.6175,588.285,74.033,35.0875,6.59,0,1.74131449905239
02.01.2030 23:00,8.43,15.821,53.08,,86.8025,568.0675,0.0,,6.59,0,1.71247673349985
03.01.2030 00:00,8.43,15.534,53.08,,86.825,620.84,126.654,29.1825,14.67,0,3.35162496165389
03.01.2030 01:00,8.43,15.214,53.08,,85.4,485.4175,233.332,22.6175,14.67,0,3.27138600206051
03.01.2030 02:00,8.43,15.177,53.08,,80.0075,447.0025,35.874,50.67333333333334,14.67,0,3.17293389977259
03.01.2030 03:00,8.43,15.177,53.08,,77.78999999999999,486.385,248.432,13.467499999999998,14.67,0,3.29350122928564
03.01.2030 04:00,8.43,15.177,53.08,,79.11,451.395,284.443,4.449999999999999,12.97,0,2.9583926679294
03.01.2030 05:00,8.43,15.177,53.08,,76.4975,523.28,515.74,-36.305,12.97,0,3.73376579828784
03.01.2030 06:00,8.64,16.884,53.08,,57.0325,719.485,494.17,-24.6425,12.97,0,3.66203263509311
03.01.2030 07:00,8.78,17.476,53.08,,54.405,699.65,150.21699999999998,26.3025,12.97,0,3.22326269866298
03.01.2030 08:00,8.97,16.884,53.08,,56.23,783.9675,17.483999999999998,45.3375,4.4,0,3.83320820041321
03.01.2030 09:00,8.97,15.178,53.08,,65.535,851.26,68.753,-24.844999999999995,4.4,0,3.6795919674519
03.01.2030 10:00,8.97,15.177,53.08,,63.3425,748.5475,24.95,34.0875,4.4,1,3.71340044819565
03.01.2030 11:00,8.97,15.178,53.08,,63.7075,797.1625,22.27,93.485,4.4,1,3.86967438600614
03.01.2030 12:00,8.97,15.651,53.08,,60.99,819.9675,224.118,8.465,5.98,1,3.50981848391929
03.01.2030 13:00,8.97,16.61,53.08,,57.625,822.015,61.172,20.175,5.98,1,3.58417244819655
03.01.2030 14:00,8.78,18.534,53.08,,70.9725,858.4300000000001,114.847,-5.824999999999999,5.98,1,3.68450464227245
03.01.2030 15:00,8.64,23.131,53.08,,83.985,861.265,150.227,31.265,5.98,1,4.19609636060954
03.01.2030 16:00,8.5,23.131,53.08,,94.215,706.0025,0.021,,2.08,1,4.27267171668626
03.01.2030 17:00,8.5,23.131,53.08,,103.555,717.56,25.18,45.9,2.08,1,4.43628040380505
03.01.2030 18:00,8.5,23.132,53.08,,109.7275,862.085,14.918,32.9,2.08,1,3.88060616945036
03.01.2030 19:00,8.5,20.0,53.08,,103.715,842.51,137.602,31.66,2.08,1,3.54824073689375
03.01.2030 20:00,8.5,19.406,53.08,,107.3675,627.3525,152.954,37.565,4.17,0,3.5264084483989
03.01.2030 21:00,8.5,17.638,53.08,,106.45,629.8,1.978,84.94333333333333,4.17,0,3.44627407654338
03.01.2030 22:00,8.43,15.984,53.08,,94.5425,572.135,0.003,,4.17,0,3.52313349597842
03.01.2030 23:00,8.43,15.651,53.08,,109.505,479.035,147.842,54.9625,4.17,0,3.55870585627281
04.01.2030 00:00,8.13,15.651,53.08,,106.0475,509.095,103.729,52.35,11.13,0,3.56135909818497
