plant_name,total_heat_demand_MWh,total_gas_heat_MWh,total_storage_discharge_heat_MWh,total_etes_charging_electricity_MWh,total_etes_discharging_heat_MWh,total_electric_heat_MWh,total_etes_charged_MWh,total_etes_discharged_MWh,final_etes_soc_MWh,max_etes_soc_MWh,hours_storage_full,hours_storage_empty,total_DA_electricity_MWh,total_IDC_buy_MWh,total_IDC_sell_MWh,total_final_planned_electricity_MWh,total_afrr_energy_bid_MWh,total_afrr_energy_activated_MWh,total_afrr_energy_capacity_backed_bid_MWh,total_afrr_energy_free_bid_MWh,total_afrr_energy_capacity_backed_activated_MWh,total_afrr_energy_free_activated_MWh,total_afrr_capacity_reserved_MW_h,average_afrr_capacity_reserved_MW,max_afrr_capacity_reserved_MW,number_of_capacity_blocks,number_of_capacity_blocks_with_bid,total_actual_electricity_consumption_MWh,total_intraday_buy_MWh_el,total_intraday_sell_MWh_el,total_scheduled_electricity_procurement_MWh_el,total_afrr_energy_bid_MWh_el,total_afrr_energy_activated_MWh_el,total_afrr_energy_capacity_backed_bid_MWh_el,total_afrr_energy_free_bid_MWh_el,total_afrr_energy_capacity_backed_activated_MWh_el,total_afrr_energy_free_activated_MWh_el,total_IDC_buy_electricity_MWh,total_IDC_sell_electricity_MWh,total_afrr_activated_electricity_MWh,total_actual_electricity_consumption_MWh_el,share_DA_electricity,share_IDC_net_electricity,share_afrr_activated_electricity,total_electricity_market_cost_EUR,total_additional_electricity_charges_cost_EUR,total_electricity_procurement_cost_EUR,total_electricity_cost_EUR,total_gas_cost_EUR,total_co2_cost_EUR,IDC_buy_cost_EUR,IDC_sell_revenue_EUR,IDC_net_cashflow_EUR,afrr_energy_cost_EUR,afrr_energy_savings_vs_benchmark_EUR,afrr_energy_pay_as_cleared_reward_EUR,afrr_energy_net_value_after_charges_EUR,total_IDC_trading_value_EUR,total_afrr_energy_value_EUR,total_afrr_energy_pay_as_cleared_reward_EUR,total_afrr_energy_net_value_after_charges_EUR,total_afrr_capacity_revenue_EUR,gross_operating_cost_EUR,total_operating_cost_EUR,total_net_operating_cost_EUR,net_operating_cost_EUR,capacity_revenue_share_of_gross_cost,average_cost_of_heat_EUR_per_MWh,average_cost_of_stored_heat_EUR_per_MWh_th,share_stored_heat_from_DA,share_stored_heat_from_IDC,share_stored_heat_from_afrr_energy,weighted_average_stored_heat_cost_EUR_per_MWh_th,aFRR_down_total_rows,aFRR_down_valid_activation_rows,aFRR_down_zero_activation_rows,aFRR_down_missing_price_rows,aFRR_down_missing_quantity_rows,aFRR_down_activation_without_price_rows,aFRR_down_skipped_activation_MWh_due_to_missing_price,aFRR_down_used_system_activation_MWh,aFRR_down_negative_quantity_rows,aFRR_down_price_zero_with_activation_rows,grid_annual_energy_MWh,grid_annual_peak_MW,grid_high_load_window_peak_MW,grid_billed_peak_MW,grid_full_load_hours,grid_assumed_tier,grid_realized_tier,grid_tier_assumption_held,grid_fee_energy_charge_EUR,grid_fee_capacity_charge_EUR,grid_fee_special_network_use_EUR,grid_fee_levies_EUR,grid_fee_total_EUR,grid_fee_ex_post_addition_EUR,net_operating_cost_incl_grid_fees_EUR
plant_1,59772.176,50323.18826176257,9448.987738237429,10027.081662105698,9448.987738237429,9448.987738237429,10027.081662105698,9448.987738237429,0.0,80.0,0.75,7615.5,3469.3375789787888,5094.551261298778,1680.170373149949,6883.718467127617,3194.1495687197366,3143.363194978081,0.0,3194.1495687197366,0.0,3143.363194978081,0.0,0.0,0.0,0.0,0.0,10027.081662105698,5094.551261298778,1680.170373149949,6883.718467127617,3194.1495687197366,3143.363194978081,0.0,3194.1495687197366,0.0,3143.363194978081,5094.551261298778,1680.170373149949,3143.363194978081,10027.081662105698,0.34599674121435486,0.3405159151193952,0.31348734366624986,-361890.7067107572,587887.7978492571,225997.0911384999,225997.0911384999,2960187.544809563,0.0,-88707.80030708211,35097.97481670645,123805.77512378857,-145405.77127836752,136768.91864087188,321064.3027624368,136768.91864087188,123805.77512378858,136768.91864087188,321064.3027624368,136768.91864087188,0.0,3186184.6359480633,3186184.6359480633,3186184.6359480633,3186184.6359480633,0.0,53.30548173364248,0.0,0.17843349302623635,0.5080791633075138,0.31348734366624986,0.0,35040.0,25004.0,10036.0,8128.0,0.0,798.0,3490.831,410670.675,0.0,3.0,10027.081662105698,16.000000000000014,0.0,0.0,626.6926038816056,low,low,True,457234.92379201984,0.0,20093.54083105285,125639.33322618439,602967.7978492571,15080.0,3201264.6359480633
