plant_name,grid_annual_energy_MWh,grid_annual_peak_MW,grid_high_load_window_peak_MW,grid_billed_peak_MW,grid_full_load_hours,grid_assumed_tier,grid_realized_tier,grid_tier_assumption_held,grid_fee_energy_charge_EUR,grid_fee_capacity_charge_EUR,grid_fee_special_network_use_EUR,grid_fee_levies_EUR,grid_fee_electricity_tax_EUR,grid_fee_total_EUR,grid_fee_ex_post_addition_EUR,warnings
plant_1,1108.721,10.0,0.0,0.0,110.8721,high,low,False,48340.2356,0.0,15634.3605,13892.27413,0.0,77866.87023,41356.6877,"Assumed high full-load-hour tier did not hold (realized 111 h/a -> 'low'). The dispatch used the 'high'-tier energy rate; the bill is corrected ex-post, but re-run with --assumed-grid-tier low for a fully self-consistent dispatch."
