plant_name,total_heat_demand_MWh,total_gas_heat_MWh,total_storage_discharge_heat_MWh,total_etes_charging_electricity_MWh,total_etes_discharging_heat_MWh,total_electric_heat_MWh,total_etes_charged_MWh,total_etes_discharged_MWh,final_etes_soc_MWh,max_etes_soc_MWh,hours_storage_full,hours_storage_empty,total_DA_electricity_MWh,total_IDC_buy_MWh,total_IDC_sell_MWh,total_final_planned_electricity_MWh,total_afrr_energy_bid_MWh,total_afrr_energy_activated_MWh,total_afrr_energy_capacity_backed_bid_MWh,total_afrr_energy_free_bid_MWh,total_afrr_energy_capacity_backed_activated_MWh,total_afrr_energy_free_activated_MWh,total_afrr_capacity_reserved_MW_h,average_afrr_capacity_reserved_MW,max_afrr_capacity_reserved_MW,number_of_capacity_blocks,number_of_capacity_blocks_with_bid,total_actual_electricity_consumption_MWh,total_intraday_buy_MWh_el,total_intraday_sell_MWh_el,total_scheduled_electricity_procurement_MWh_el,total_afrr_energy_bid_MWh_el,total_afrr_energy_activated_MWh_el,total_afrr_energy_capacity_backed_bid_MWh_el,total_afrr_energy_free_bid_MWh_el,total_afrr_energy_capacity_backed_activated_MWh_el,total_afrr_energy_free_activated_MWh_el,total_IDC_buy_electricity_MWh,total_IDC_sell_electricity_MWh,total_afrr_activated_electricity_MWh,total_actual_electricity_consumption_MWh_el,share_DA_electricity,share_IDC_net_electricity,share_afrr_activated_electricity,total_electricity_market_cost_EUR,total_additional_electricity_charges_cost_EUR,total_tax_cost_EUR,total_electricity_procurement_cost_EUR,total_electricity_cost_EUR,total_gas_cost_EUR,total_co2_cost_EUR,IDC_buy_cost_EUR,IDC_sell_revenue_EUR,IDC_net_cashflow_EUR,afrr_energy_cost_EUR,afrr_energy_savings_vs_benchmark_EUR,afrr_energy_pay_as_cleared_reward_EUR,afrr_energy_net_value_after_charges_EUR,total_IDC_trading_value_EUR,total_afrr_energy_value_EUR,total_afrr_energy_pay_as_cleared_reward_EUR,total_afrr_energy_net_value_after_charges_EUR,total_afrr_capacity_revenue_EUR,total_afrr_capacity_opportunity_cost_EUR,total_afrr_capacity_market_surplus_EUR,total_afrr_capacity_net_value_EUR,gross_operating_cost_EUR,total_operating_cost_EUR,total_net_operating_cost_EUR,net_operating_cost_EUR,capacity_revenue_share_of_gross_cost,average_cost_of_heat_EUR_per_MWh,average_cost_of_stored_heat_EUR_per_MWh_th,share_stored_heat_from_DA,share_stored_heat_from_IDC,share_stored_heat_from_afrr_energy,weighted_average_stored_heat_cost_EUR_per_MWh_th,total_electricity_emissions_kg,total_gas_emissions_kg,total_emissions_kg,aFRR_down_total_rows,aFRR_down_valid_activation_rows,aFRR_down_zero_activation_rows,aFRR_down_missing_price_rows,aFRR_down_missing_quantity_rows,aFRR_down_activation_without_price_rows,aFRR_down_skipped_activation_MWh_due_to_missing_price,aFRR_down_used_system_activation_MWh,aFRR_down_negative_quantity_rows,aFRR_down_price_zero_with_activation_rows,grid_annual_energy_MWh,grid_annual_peak_MW,grid_high_load_window_peak_MW,grid_billed_peak_MW,grid_full_load_hours,grid_assumed_tier,grid_realized_tier,grid_tier_assumption_held,grid_fee_energy_charge_EUR,grid_fee_capacity_charge_EUR,grid_fee_special_network_use_EUR,grid_fee_levies_EUR,grid_fee_electricity_tax_EUR,grid_fee_total_EUR,grid_fee_ex_post_addition_EUR,net_operating_cost_incl_grid_fees_EUR
plant_1,2015.04,961.3533220297757,1053.6866779702245,1108.721,1053.6866779702245,1053.6866779702245,1108.721,1053.6866779702245,0.0,8.705515767029171,0.25,125.5,490.0,117.5,200.0,407.5,855.0,701.221,400.0,455.0,307.87,393.351,400.0,1.6666666666666667,10.0,60.0,10.0,1108.721,117.5,200.0,407.5,855.0,701.221,400.0,455.0,307.87,393.351,117.5,200.0,701.221,1108.721,0.4419506801079803,-0.07441006348756811,0.6324593833795878,-18574.668479999997,36510.18253,0.0,17935.514050000005,17935.514050000005,84485.99194779323,0.0,1997.4250000000002,18281.65,16284.225000000002,8983.756519999999,26505.714762023534,49596.92229202353,26505.714762023534,16284.225,26505.714762023534,49596.92229202353,26505.714762023534,121443.2,17731.58941176471,0.0,103711.61058823529,102421.50599779323,102421.50599779323,-19021.694002206772,-19021.694002206772,1.1857197257245624,50.828522509624236,0.0,0.2615626474108454,0.10597796920956672,0.6324593833795878,0.0,219576.90759065087,227331.7855623352,446908.693152986,960.0,722.0,238.0,195.0,0.0,19.0,2.6769999999999996,14512.304,0.0,0.0,1108.721,10.0,0.0,0.0,110.8721,high,low,False,48340.2356,0.0,15634.3605,13892.27413,0.0,77866.87023,41356.6877,22334.99369779323
