plant_name,grid_annual_energy_MWh,grid_annual_peak_MW,grid_high_load_window_peak_MW,grid_billed_peak_MW,grid_full_load_hours,grid_assumed_tier,grid_realized_tier,grid_tier_assumption_held,grid_fee_energy_charge_EUR,grid_fee_capacity_charge_EUR,grid_fee_special_network_use_EUR,grid_fee_levies_EUR,grid_fee_total_EUR,grid_fee_ex_post_addition_EUR,warnings
plant_1,6883.718467127617,16.000000000000014,0.0,0.0,430.2324041954757,low,low,True,313897.5621010194,0.0,18521.85923356381,86252.99239310905,418672.4137276922,15080.0,
