Réserves contractualisées : Volumes retenus et Prix marginaux du  Q1 2025;;;;;
Date;Heures;Type de réserve;Type de produit;Sens de la réserve;Volume contractualisé (en MW);Prix Marginal (en euros);Temporalité;
01/01/2025;00:00 - 00:15;RR;SPE0;UP;345;0,03;D
01/01/2025;00:00 - 00:15;mFRR;SPE0;UP;405;0,03;D
01/01/2025;00:00 - 00:15;FCR;STD;UP_DOWN;670;0,69;D
01/01/2025;00:00 - 00:15;aFRR;STD;DOWN;755;5,39;D
01/01/2025;00:00 - 00:15;aFRR;STD;UP;713;5,39;D
01/01/2025;00:15 - 00:30;RR;SPE0;UP;345;0,03;D
01/01/2025;00:15 - 00:30;mFRR;SPE0;UP;405;0,03;D
01/01/2025;00:15 - 00:30;FCR;STD;UP_DOWN;670;0,69;D
01/01/2025;00:15 - 00:30;aFRR;STD;DOWN;755;5,39;D
01/01/2025;00:15 - 00:30;aFRR;STD;UP;713;5,39;D
01/01/2025;00:30 - 00:45;RR;SPE0;UP;345;0,03;D
01/01/2025;00:30 - 00:45;mFRR;SPE0;UP;405;0,03;D
01/01/2025;00:30 - 00:45;FCR;STD;UP_DOWN;670;0,69;D
01/01/2025;00:30 - 00:45;aFRR;STD;DOWN;755;5,39;D
01/01/2025;00:30 - 00:45;aFRR;STD;UP;713;5,39;D
01/01/2025;00:45 - 01:00;RR;SPE0;UP;345;0,03;D
01/01/2025;00:45 - 01:00;mFRR;SPE0;UP;405;0,03;D
01/01/2025;00:45 - 01:00;FCR;STD;UP_DOWN;670;0,69;D
01/01/2025;00:45 - 01:00;aFRR;STD;DOWN;755;5,39;D
01/01/2025;00:45 - 01:00;aFRR;STD;UP;713;5,39;D
01/01/2025;01:00 - 01:15;RR;SPE0;UP;345;0,03;D
01/01/2025;01:00 - 01:15;mFRR;SPE0;UP;405;0,03;D
01/01/2025;01:00 - 01:15;FCR;STD;UP_DOWN;670;0,69;D
01/01/2025;01:00 - 01:15;aFRR;STD;UP;714;5;D
01/01/2025;01:00 - 01:15;aFRR;STD;DOWN;755;5;D
01/01/2025;01:15 - 01:30;RR;SPE0;UP;345;0,03;D
01/01/2025;01:15 - 01:30;mFRR;SPE0;UP;405;0,03;D
01/01/2025;01:15 - 01:30;FCR;STD;UP_DOWN;670;0,69;D
01/01/2025;01:15 - 01:30;aFRR;STD;UP;714;5;D
01/01/2025;01:15 - 01:30;aFRR;STD;DOWN;755;5;D
01/01/2025;01:30 - 01:45;RR;SPE0;UP;345;0,03;D
01/01/2025;01:30 - 01:45;mFRR;SPE0;UP;405;0,03;D
01/01/2025;01:30 - 01:45;FCR;STD;UP_DOWN;670;0,69;D
01/01/2025;01:30 - 01:45;aFRR;STD;UP;714;5;D
01/01/2025;01:30 - 01:45;aFRR;STD;DOWN;755;5;D
01/01/2025;01:45 - 02:00;RR;SPE0;UP;345;0,03;D
01/01/2025;01:45 - 02:00;mFRR;SPE0;UP;405;0,03;D
01/01/2025;01:45 - 02:00;FCR;STD;UP_DOWN;670;0,69;D
01/01/2025;01:45 - 02:00;aFRR;STD;UP;714;5;D
01/01/2025;01:45 - 02:00;aFRR;STD;DOWN;755;5;D
01/01/2025;02:00 - 02:15;RR;SPE0;UP;345;0,03;D
01/01/2025;02:00 - 02:15;mFRR;SPE0;UP;405;0,03;D
01/01/2025;02:00 - 02:15;FCR;STD;UP_DOWN;670;0,69;D
01/01/2025;02:00 - 02:15;aFRR;STD;UP;614;2,7;D
01/01/2025;02:00 - 02:15;aFRR;STD;DOWN;654;3,37;D
01/01/2025;02:15 - 02:30;RR;SPE0;UP;345;0,03;D
01/01/2025;02:15 - 02:30;mFRR;SPE0;UP;405;0,03;D
01/01/2025;02:15 - 02:30;FCR;STD;UP_DOWN;670;0,69;D
01/01/2025;02:15 - 02:30;aFRR;STD;UP;614;2,7;D
01/01/2025;02:15 - 02:30;aFRR;STD;DOWN;654;3,37;D
01/01/2025;02:30 - 02:45;RR;SPE0;UP;345;0,03;D
01/01/2025;02:30 - 02:45;mFRR;SPE0;UP;405;0,03;D
01/01/2025;02:30 - 02:45;FCR;STD;UP_DOWN;670;0,69;D
01/01/2025;02:30 - 02:45;aFRR;STD;UP;614;2,7;D
01/01/2025;02:30 - 02:45;aFRR;STD;DOWN;654;3,37;D
01/01/2025;02:45 - 03:00;RR;SPE0;UP;345;0,03;D
01/01/2025;02:45 - 03:00;mFRR;SPE0;UP;405;0,03;D
