Données Plateforme PICASSO du 31/12/2025
Heure de début;Heure de fin;Besoin en aFRR hausse exprimé par RTE (en MW);Besoin en aFRR baisse exprimé par RTE (en MW);Volume d'aFRR à la hausse activé pour la France (en MW);Volume d'aFRR à la baisse activé pour la France (en MW);Prix Moyen Pondéré d'aFRR activée à la hausse pour la France (en Euros/MWh);Prix Moyen Pondéré d'aFRR activée à la baisse pour la France (en Euros/MWh);Volume d'aFRR à la hausse activé en France (en MW);Volume d'aFRR à la baisse activé en France (en MW)
01/01/2025 00:00;01/01/2025 00:15;0;795;21;377;39.59;-1.95;21;377
01/01/2025 00:15;01/01/2025 00:30;244;0;206;0;15.23;131.85;206;0
01/01/2025 00:30;01/01/2025 00:45;90;230;120;34;15.03;27.45;120;34
01/01/2025 00:45;01/01/2025 01:00;0;1114;0;665;14.71;14.28;0;665
01/01/2025 01:00;01/01/2025 01:15;26;164;4;242;14.71;14.20;4;242
01/01/2025 01:15;01/01/2025 01:30;14;51;9;5;15.30;127.23;9;5
01/01/2025 01:30;01/01/2025 01:45;154;16;90;5;15.35;71.22;90;5
01/01/2025 01:45;01/01/2025 02:00;0;264;7;0;14.44;99.07;7;0
01/01/2025 02:00;01/01/2025 02:15;1219;2;528;0;555.05;65.14;528;0
01/01/2025 02:15;01/01/2025 02:30;1105;0;691;0;488.60;128.10;691;0
01/01/2025 02:30;01/01/2025 02:45;1248;0;691;0;483.63;128.10;691;0
01/01/2025 02:45;01/01/2025 03:00;585;0;326;0;21.57;128.10;326;0
01/01/2025 03:00;01/01/2025 03:15;1363;0;584;0;767.25;13.98;584;0
01/01/2025 03:15;01/01/2025 03:30;954;0;688;0;554.20;12.06;688;0
01/01/2025 03:30;01/01/2025 03:45;749;0;352;0;12.29;12.06;352;0
01/01/2025 03:45;01/01/2025 04:00;74;77;21;32;10.80;10.80;21;32
01/01/2025 04:00;01/01/2025 04:15;142;43;48;37;10.80;10.72;48;37
01/01/2025 04:15;01/01/2025 04:30;306;0;250;0;9.99;10.38;250;0
01/01/2025 04:30;01/01/2025 04:45;342;0;259;0;9.99;10.38;259;0
01/01/2025 04:45;01/01/2025 05:00;173;2;129;0;9.99;10.38;129;0
01/01/2025 05:00;01/01/2025 05:15;521;0;275;0;9.99;19.12;275;0
01/01/2025 05:15;01/01/2025 05:30;112;11;156;0;12.22;19.12;156;0
01/01/2025 05:30;01/01/2025 05:45;249;2;178;0;12.24;19.12;178;0
01/01/2025 05:45;01/01/2025 06:00;62;121;102;3;12.19;12.31;102;3
01/01/2025 06:00;01/01/2025 06:15;492;10;303;0;12.24;57.49;303;0
01/01/2025 06:15;01/01/2025 06:30;461;0;461;0;12.35;128.10;461;0
01/01/2025 06:30;01/01/2025 06:45;326;0;328;0;12.35;124.50;328;0
01/01/2025 06:45;01/01/2025 07:00;392;0;330;0;12.35;124.50;330;0
01/01/2025 07:00;01/01/2025 07:15;353;0;347;0;12.35;124.50;347;0
01/01/2025 07:15;01/01/2025 07:30;289;0;319;0;12.35;124.50;319;0
01/01/2025 07:30;01/01/2025 07:45;135;2;121;0;12.35;128.10;121;0
01/01/2025 07:45;01/01/2025 08:00;194;6;18;0;11.69;128.10;18;0
01/01/2025 08:00;01/01/2025 08:15;1038;0;124;0;11.98;130.60;124;0
01/01/2025 08:15;01/01/2025 08:30;740;0;173;0;13.29;134.70;173;0
01/01/2025 08:30;01/01/2025 08:45;366;6;13;3;13.19;13.29;13;3
01/01/2025 08:45;01/01/2025 09:00;0;355;0;213;13.56;13.56;0;213
01/01/2025 09:00;01/01/2025 09:15;0;483;0;247;13.55;13.56;0;247
01/01/2025 09:15;01/01/2025 09:30;0;806;0;461;5.00;-17.21;0;461
01/01/2025 09:30;01/01/2025 09:45;0;967;0;725;5.00;-66.00;0;725
01/01/2025 09:45;01/01/2025 10:00;0;1126;0;697;5.00;-65.65;0;697
01/01/2025 10:00;01/01/2025 10:15;0;247;0;313;5.00;13.64;0;313
01/01/2025 10:15;01/01/2025 10:30;1;237;0;249;0.00;15.27;0;249
01/01/2025 10:30;01/01/2025 10:45;166;4;7;34;13.55;14.94;7;34
01/01/2025 10:45;01/01/2025 11:00;206;8;18;5;13.62;13.53;18;5
01/01/2025 11:00;01/01/2025 11:15;1050;0;169;0;13.99;15.00;169;0
01/01/2025 11:15;01/01/2025 11:30;523;0;30;0;13.61;9.97;30;0
01/01/2025 11:30;01/01/2025 11:45;65;83;28;23;13.61;16.11;28;23
01/01/2025 11:45;01/01/2025 12:00;221;12;10;12;12.78;88.87;10;12
01/01/2025 12:00;01/01/2025 12:15;1155;0;485;0;476.05;128.10;485;0
01/01/2025 12:15;01/01/2025 12:30;947;0;672;0;381.44;137.30;672;0
01/01/2025 12:30;01/01/2025 12:45;994;0;500;0;54.78;137.30;500;0
01/01/2025 12:45;01/01/2025 13:00;333;8;245;0;15.52;137.30;245;0
01/01/2025 13:00;01/01/2025 13:15;7;162;0;55;4.28;137.40;0;55
01/01/2025 13:15;01/01/2025 13:30;0;486;0;188;13.88;49.10;0;188
01/01/2025 13:30;01/01/2025 13:45;0;480;0;247;13.88;16.38;0;247
01/01/2025 13:45;01/01/2025 14:00;0;1369;0;764;5.00;-54.94;0;764
01/01/2025 14:00;01/01/2025 14:15;58;126;0;282;5.00;8.41;0;282
01/01/2025 14:15;01/01/2025 14:30;49;27;0;22;5.00;127.15;0;22
01/01/2025 14:30;01/01/2025 14:45;153;9;76;0;13.68;27.37;76;0
01/01/2025 14:45;01/01/2025 15:00;73;63;46;1;13.36;13.68;46;1
01/01/2025 15:00;01/01/2025 15:15;63;203;0;125;0.00;13.68;0;125
01/01/2025 15:15;01/01/2025 15:30;308;0;75;0;12.94;7.53;75;0
01/01/2025 15:30;01/01/2025 15:45;752;0;460;0;329.49;17.86;460;0
01/01/2025 15:45;01/01/2025 16:00;1034;0;730;0;478.93;134.10;730;0
01/01/2025 16:00;01/01/2025 16:15;1069;0;430;0;19.13;128.10;430;0
01/01/2025 16:15;01/01/2025 16:30;1599;0;576;0;255.40;128.10;576;0
01/01/2025 16:30;01/01/2025 16:45;1093;1;787;0;441.51;137.40;787;0
01/01/2025 16:45;01/01/2025 17:00;4;415;33;20;17.15;135.76;33;20
01/01/2025 17:00;01/01/2025 17:15;0;1088;0;263;17.20;26.63;0;263
01/01/2025 17:15;01/01/2025 17:30;297;58;156;19;20.38;24.29;156;19
01/01/2025 17:30;01/01/2025 17:45;537;0;409;0;20.38;128.10;409;0
01/01/2025 17:45;01/01/2025 18:00;598;0;400;0;20.98;128.10;400;0
01/01/2025 18:00;01/01/2025 18:15;156;4;95;0;20.38;134.70;95;0
01/01/2025 18:15;01/01/2025 18:30;30;50;9;13;21.79;133.18;9;13
01/01/2025 18:30;01/01/2025 18:45;16;212;3;62;19.33;95.31;3;62
01/01/2025 18:45;01/01/2025 19:00;7;125;2;20;22.60;128.40;2;20
01/01/2025 19:00;01/01/2025 19:15;0;461;0;172;24.09;78.05;0;172
01/01/2025 19:15;01/01/2025 19:30;0;479;0;180;24.09;86.25;0;180
01/01/2025 19:30;01/01/2025 19:45;0;548;0;247;24.09;47.15;0;247
01/01/2025 19:45;01/01/2025 20:00;0;834;0;595;24.09;23.10;0;595
01/01/2025 20:00;01/01/2025 20:15;0;666;0;276;5.00;86.31;0;276
01/01/2025 20:15;01/01/2025 20:30;0;664;0;153;5.00;53.85;0;153
01/01/2025 20:30;01/01/2025 20:45;0;972;0;269;5.00;26.48;0;269
01/01/2025 20:45;01/01/2025 21:00;0;1051;0;723;5.00;-8.15;0;723
01/01/2025 21:00;01/01/2025 21:15;35;230;121;152;25.02;3.16;121;152
01/01/2025 21:15;01/01/2025 21:30;118;3;96;0;22.29;128.10;96;0
01/01/2025 21:30;01/01/2025 21:45;38;91;34;7;22.02;126.10;34;7
01/01/2025 21:45;01/01/2025 22:00;0;521;0;251;21.78;21.02;0;251
01/01/2025 22:00;01/01/2025 22:15;10;443;5;210;7.28;9.85;5;210
01/01/2025 22:15;01/01/2025 22:30;5;394;0;79;5.00;20.84;0;79
01/01/2025 22:30;01/01/2025 22:45;648;2;365;2;20.84;13.34;365;2
01/01/2025 22:45;01/01/2025 23:00;571;9;341;0;20.84;20.84;341;0
01/01/2025 23:00;01/01/2025 23:15;1;504;5;201;2.32;20.84;5;201
01/01/2025 23:15;01/01/2025 23:30;0;1182;0;662;20.83;-120.03;0;662
01/01/2025 23:30;01/01/2025 23:45;0;492;0;384;20.84;7.45;0;384
01/01/2025 23:45;02/01/2025 00:00;0;701;0;581;5.00;15.73;0;581
02/01/2025 00:00;02/01/2025 00:15;1069;26;457;89;880.25;1.97;457;89
02/01/2025 00:15;02/01/2025 00:30;1201;0;778;0;559.89;39.84;778;0
02/01/2025 00:30;02/01/2025 00:45;235;78;142;31;21.33;21.37;142;31
02/01/2025 00:45;02/01/2025 01:00;0;1084;0;745;21.95;-78.27;0;745
02/01/2025 01:00;02/01/2025 01:15;250;78;253;140;36.47;3.64;253;140
02/01/2025 01:15;02/01/2025 01:30;230;1;159;0;22.45;126.70;159;0
02/01/2025 01:30;02/01/2025 01:45;440;0;224;0;22.45;126.70;224;0
02/01/2025 01:45;02/01/2025 02:00;34;46;11;27;21.32;106.14;11;27
02/01/2025 02:00;02/01/2025 02:15;606;1;236;4;26.48;43.28;236;4
02/01/2025 02:15;02/01/2025 02:30;490;0;502;0;41.79;126.70;502;0
02/01/2025 02:30;02/01/2025 02:45;207;3;103;0;24.20;126.70;103;0
02/01/2025 02:45;02/01/2025 03:00;0;302;0;215;24.23;24.49;0;215
02/01/2025 03:00;02/01/2025 03:15;571;0;145;32;24.23;45.39;145;32
02/01/2025 03:15;02/01/2025 03:30;542;0;376;0;23.89;126.70;376;0
02/01/2025 03:30;02/01/2025 03:45;414;0;156;0;23.89;82.87;156;0
02/01/2025 03:45;02/01/2025 04:00;308;0;17;0;24.16;58.32;17;0
02/01/2025 04:00;02/01/2025 04:15;567;0;195;0;24.41;82.87;195;0
02/01/2025 04:15;02/01/2025 04:30;108;44;26;11;25.58;35.82;26;11
02/01/2025 04:30;02/01/2025 04:45;81;10;28;6;25.86;42.40;28;6
02/01/2025 04:45;02/01/2025 05:00;206;0;77;0;25.86;82.87;77;0
02/01/2025 05:00;02/01/2025 05:15;376;0;11;3;24.90;75.81;11;3
02/01/2025 05:15;02/01/2025 05:30;11;69;0;45;2.63;30.67;0;45
02/01/2025 05:30;02/01/2025 05:45;404;1;180;5;75.14;51.36;180;5
02/01/2025 05:45;02/01/2025 06:00;963;0;367;0;187.26;90.53;367;0
02/01/2025 06:00;02/01/2025 06:15;1753;0;530;0;438.46;137.10;530;0
02/01/2025 06:15;02/01/2025 06:30;1080;0;407;0;72.48;139.80;407;0
02/01/2025 06:30;02/01/2025 06:45;1270;0;567;0;104.36;139.90;567;0
02/01/2025 06:45;02/01/2025 07:00;1109;0;130;0;22.17;139.90;130;0
02/01/2025 07:00;02/01/2025 07:15;390;2;59;3;19.71;139.80;59;3
02/01/2025 07:15;02/01/2025 07:30;418;3;64;6;19.65;135.88;64;6
02/01/2025 07:30;02/01/2025 07:45;1018;0;215;0;63.16;139.80;215;0
02/01/2025 07:45;02/01/2025 08:00;1422;0;666;0;213.80;139.80;666;0
02/01/2025 08:00;02/01/2025 08:15;626;0;211;0;56.71;139.80;211;0
02/01/2025 08:15;02/01/2025 08:30;714;0;61;0;17.32;137.50;61;0
02/01/2025 08:30;02/01/2025 08:45;395;0;29;2;17.24;119.92;29;2
02/01/2025 08:45;02/01/2025 09:00;242;0;1;1;14.88;101.92;1;1
02/01/2025 09:00;02/01/2025 09:15;235;0;3;1;16.50;115.12;3;1
02/01/2025 09:15;02/01/2025 09:30;419;0;8;0;18.43;137.50;8;0
02/01/2025 09:30;02/01/2025 09:45;500;0;75;0;19.89;137.50;75;0
02/01/2025 09:45;02/01/2025 10:00;682;0;103;0;25.10;137.50;103;0
02/01/2025 10:00;02/01/2025 10:15;924;0;624;0;284.66;137.50;624;0
02/01/2025 10:15;02/01/2025 10:30;708;0;293;0;55.03;137.50;293;0
02/01/2025 10:30;02/01/2025 10:45;880;0;239;0;63.41;137.50;239;0
02/01/2025 10:45;02/01/2025 11:00;982;0;286;0;66.91;127.90;286;0
02/01/2025 11:00;02/01/2025 11:15;92;150;6;12;12.09;136.01;6;12
02/01/2025 11:15;02/01/2025 11:30;206;0;65;0;19.89;127.90;65;0
02/01/2025 11:30;02/01/2025 11:45;477;0;95;0;16.25;127.90;95;0
02/01/2025 11:45;02/01/2025 12:00;805;0;192;0;80.89;127.90;192;0
02/01/2025 12:00;02/01/2025 12:15;768;0;640;0;353.29;127.90;640;0
02/01/2025 12:15;02/01/2025 12:30;560;0;399;0;116.57;127.90;399;0
02/01/2025 12:30;02/01/2025 12:45;1443;0;483;0;114.37;127.90;483;0
02/01/2025 12:45;02/01/2025 13:00;693;0;128;4;77.14;116.68;128;4
02/01/2025 13:00;02/01/2025 13:15;1447;0;604;0;956.26;127.90;604;0
02/01/2025 13:15;02/01/2025 13:30;896;0;506;0;292.09;127.90;506;0
02/01/2025 13:30;02/01/2025 13:45;943;0;603;0;241.11;126.60;603;0
02/01/2025 13:45;02/01/2025 14:00;907;0;774;0;682.96;126.60;774;0
02/01/2025 14:00;02/01/2025 14:15;167;13;114;1;14.83;96.03;114;1
02/01/2025 14:15;02/01/2025 14:30;3;222;9;2;19.63;117.17;9;2
02/01/2025 14:30;02/01/2025 14:45;130;8;118;0;113.98;129.16;118;0
02/01/2025 14:45;02/01/2025 15:00;54;47;16;3;34.75;112.44;16;3
02/01/2025 15:00;02/01/2025 15:15;687;0;104;3;93.42;57.70;104;3
02/01/2025 15:15;02/01/2025 15:30;61;154;77;42;80.06;125.24;77;42
02/01/2025 15:30;02/01/2025 15:45;0;419;0;239;6.51;125.24;0;239
02/01/2025 15:45;02/01/2025 16:00;31;280;0;266;6.51;122.62;0;266
02/01/2025 16:00;02/01/2025 16:15;666;36;25;12;17.75;68.32;25;12
02/01/2025 16:15;02/01/2025 16:30;0;588;0;271;6.98;123.35;0;271
02/01/2025 16:30;02/01/2025 16:45;0;840;0;526;31.37;111.66;0;526
02/01/2025 16:45;02/01/2025 17:00;0;329;0;241;6.98;123.85;0;241
02/01/2025 17:00;02/01/2025 17:15;0;533;0;178;7.67;126.66;0;178
02/01/2025 17:15;02/01/2025 17:30;0;258;0;246;7.67;121.60;0;246
02/01/2025 17:30;02/01/2025 17:45;67;84;7;7;30.94;129.96;7;7
02/01/2025 17:45;02/01/2025 18:00;513;0;134;0;77.01;129.61;134;0
02/01/2025 18:00;02/01/2025 18:15;47;87;5;53;40.86;129.02;5;53
02/01/2025 18:15;02/01/2025 18:30;235;0;62;8;75.15;85.25;62;8
02/01/2025 18:30;02/01/2025 18:45;3;285;10;92;31.84;123.08;10;92
02/01/2025 18:45;02/01/2025 19:00;89;53;0;57;5.46;125.34;0;57
02/01/2025 19:00;02/01/2025 19:15;0;579;0;376;7.33;114.11;0;376
02/01/2025 19:15;02/01/2025 19:30;0;975;0;845;7.33;74.96;0;845
02/01/2025 19:30;02/01/2025 19:45;0;931;0;667;7.33;80.52;0;667
02/01/2025 19:45;02/01/2025 20:00;0;1222;0;958;7.33;9.03;0;958
02/01/2025 20:00;02/01/2025 20:15;0;408;0;141;6.53;115.57;0;141
02/01/2025 20:15;02/01/2025 20:30;0;1235;0;641;6.53;-187.60;0;641
02/01/2025 20:30;02/01/2025 20:45;0;988;0;618;0.00;43.37;0;618
02/01/2025 20:45;02/01/2025 21:00;0;938;0;660;0.00;-5.64;0;660
02/01/2025 21:00;02/01/2025 21:15;524;8;374;21;120.69;49.79;374;21
02/01/2025 21:15;02/01/2025 21:30;454;0;236;8;103.25;126.78;236;8
02/01/2025 21:30;02/01/2025 21:45;531;0;25;4;40.03;70.81;25;4
02/01/2025 21:45;02/01/2025 22:00;45;81;0;14;40.88;101.78;0;14
02/01/2025 22:00;02/01/2025 22:15;135;24;70;1;69.62;73.43;70;1
02/01/2025 22:15;02/01/2025 22:30;0;184;0;56;41.71;113.10;0;56
02/01/2025 22:30;02/01/2025 22:45;482;2;102;25;69.43;77.28;102;25
02/01/2025 22:45;02/01/2025 23:00;221;45;9;13;38.03;109.19;9;13
02/01/2025 23:00;02/01/2025 23:15;1;278;0;140;5.93;115.93;0;140
02/01/2025 23:15;02/01/2025 23:30;28;130;3;115;39.29;81.08;3;115
02/01/2025 23:30;02/01/2025 23:45;230;3;32;2;38.51;126.96;32;2
02/01/2025 23:45;03/01/2025 00:00;2;500;0;347;5.93;49.49;0;347
03/01/2025 00:00;03/01/2025 00:15;99;77;36;122;18.56;103.92;36;122
03/01/2025 00:15;03/01/2025 00:30;43;187;4;34;33.36;127.34;4;34
03/01/2025 00:30;03/01/2025 00:45;10;384;16;138;25.07;68.40;16;138
03/01/2025 00:45;03/01/2025 01:00;0;817;0;591;34.96;42.17;0;591
03/01/2025 01:00;03/01/2025 01:15;365;5;17;40;34.63;84.67;17;40
03/01/2025 01:15;03/01/2025 01:30;31;131;0;70;34.96;105.38;0;70
03/01/2025 01:30;03/01/2025 01:45;37;41;2;84;33.59;102.39;2;84
03/01/2025 01:45;03/01/2025 02:00;21;127;0;109;39.29;100.80;0;109
03/01/2025 02:00;03/01/2025 02:15;315;2;8;32;39.29;117.22;8;32
03/01/2025 02:15;03/01/2025 02:30;62;88;4;35;40.08;123.38;4;35
03/01/2025 02:30;03/01/2025 02:45;23;75;0;94;41.71;117.29;0;94
03/01/2025 02:45;03/01/2025 03:00;0;501;0;368;41.71;51.02;0;368
03/01/2025 03:00;03/01/2025 03:15;129;63;27;199;41.71;58.69;27;199
03/01/2025 03:15;03/01/2025 03:30;11;165;9;60;31.51;126.88;9;60
03/01/2025 03:30;03/01/2025 03:45;0;209;0;181;31.91;123.11;0;181
03/01/2025 03:45;03/01/2025 04:00;0;172;0;108;30.76;127.10;0;108
03/01/2025 04:00;03/01/2025 04:15;56;122;2;81;27.74;70.75;2;81
03/01/2025 04:15;03/01/2025 04:30;0;512;0;388;30.24;30.24;0;388
03/01/2025 04:30;03/01/2025 04:45;0;401;0;380;30.24;25.68;0;380
03/01/2025 04:45;03/01/2025 05:00;0;248;0;250;32.21;44.38;0;250
03/01/2025 05:00;03/01/2025 05:15;46;49;3;65;26.46;109.01;3;65
03/01/2025 05:15;03/01/2025 05:30;16;80;0;104;4.61;113.30;0;104
03/01/2025 05:30;03/01/2025 05:45;502;0;38;0;32.21;0.00;38;0
03/01/2025 05:45;03/01/2025 06:00;370;2;36;0;32.15;139.80;36;0
03/01/2025 06:00;03/01/2025 06:15;162;15;17;1;32.00;133.46;17;1
03/01/2025 06:15;03/01/2025 06:30;313;6;39;11;32.41;104.29;39;11
03/01/2025 06:30;03/01/2025 06:45;176;1;39;0;32.32;56.21;39;0
03/01/2025 06:45;03/01/2025 07:00;524;0;132;0;32.41;139.80;132;0
03/01/2025 07:00;03/01/2025 07:15;127;15;69;1;32.20;138.46;69;1
03/01/2025 07:15;03/01/2025 07:30;0;459;0;305;5.96;56.51;0;305
03/01/2025 07:30;03/01/2025 07:45;0;773;0;498;32.41;32.42;0;498
03/01/2025 07:45;03/01/2025 08:00;0;411;0;380;29.87;59.41;0;380
03/01/2025 08:00;03/01/2025 08:15;0;582;0;483;29.87;23.73;0;483
03/01/2025 08:15;03/01/2025 08:30;0;521;0;567;6.36;11.14;0;567
03/01/2025 08:30;03/01/2025 08:45;0;553;0;521;6.36;77.87;0;521
03/01/2025 08:45;03/01/2025 09:00;155;205;16;220;94.70;101.47;16;220
03/01/2025 09:00;03/01/2025 09:15;1251;0;720;0;725.83;129.60;720;0
03/01/2025 09:15;03/01/2025 09:30;1548;0;791;0;336.00;129.60;791;0
03/01/2025 09:30;03/01/2025 09:45;1639;0;823;0;555.26;129.60;823;0
03/01/2025 09:45;03/01/2025 10:00;1154;0;692;0;305.36;129.60;692;0
03/01/2025 10:00;03/01/2025 10:15;66;275;4;63;11.85;122.44;4;63
03/01/2025 10:15;03/01/2025 10:30;39;135;41;46;31.13;121.70;41;46
03/01/2025 10:30;03/01/2025 10:45;4;156;0;133;31.36;122.05;0;133
03/01/2025 10:45;03/01/2025 11:00;5;229;0;135;31.36;124.63;0;135
03/01/2025 11:00;03/01/2025 11:15;0;808;0;158;34.11;119.33;0;158
03/01/2025 11:15;03/01/2025 11:30;0;970;0;180;6.16;108.58;0;180
03/01/2025 11:30;03/01/2025 11:45;0;663;0;284;6.16;115.23;0;284
03/01/2025 11:45;03/01/2025 12:00;0;527;0;222;6.16;122.06;0;222
03/01/2025 12:00;03/01/2025 12:15;9;109;0;36;0.77;121.69;0;36
03/01/2025 12:15;03/01/2025 12:30;0;381;0;127;5.68;122.09;0;127
03/01/2025 12:30;03/01/2025 12:45;377;4;184;18;88.54;100.02;184;18
03/01/2025 12:45;03/01/2025 13:00;21;303;51;80;31.40;122.09;51;80
03/01/2025 13:00;03/01/2025 13:15;0;452;0;223;5.38;126.51;0;223
03/01/2025 13:15;03/01/2025 13:30;0;1294;0;646;25.88;-14.40;0;646
03/01/2025 13:30;03/01/2025 13:45;0;1355;0;727;5.38;-31.35;0;727
03/01/2025 13:45;03/01/2025 14:00;0;1775;0;719;5.38;-36.98;0;719
03/01/2025 14:00;03/01/2025 14:15;0;742;0;531;5.29;-315.28;0;531
03/01/2025 14:15;03/01/2025 14:30;0;577;0;326;0.00;24.87;0;326
03/01/2025 14:30;03/01/2025 14:45;0;697;0;134;0.00;77.22;0;134
03/01/2025 14:45;03/01/2025 15:00;0;784;0;552;0.00;-202.53;0;552
03/01/2025 15:00;03/01/2025 15:15;271;30;88;43;23.43;0.00;88;43
03/01/2025 15:15;03/01/2025 15:30;357;0;178;0;24.08;125.90;178;0
03/01/2025 15:30;03/01/2025 15:45;236;0;179;0;24.08;126.80;179;0
03/01/2025 15:45;03/01/2025 16:00;144;54;49;32;25.50;99.65;49;32
03/01/2025 16:00;03/01/2025 16:15;1338;0;499;7;508.76;0.00;499;7
03/01/2025 16:15;03/01/2025 16:30;1578;0;890;0;623.99;126.80;890;0
03/01/2025 16:30;03/01/2025 16:45;1490;0;857;0;315.93;129.70;857;0
03/01/2025 16:45;03/01/2025 17:00;1107;0;863;0;324.38;129.70;863;0
03/01/2025 17:00;03/01/2025 17:15;950;0;388;0;100.43;135.30;388;0
03/01/2025 17:15;03/01/2025 17:30;1535;0;763;0;527.52;135.30;763;0
03/01/2025 17:30;03/01/2025 17:45;1512;0;944;0;277.78;139.80;944;0
03/01/2025 17:45;03/01/2025 18:00;1870;0;1145;0;803.33;139.80;1145;0
03/01/2025 18:00;03/01/2025 18:15;239;59;209;43;0.00;139.80;209;43
03/01/2025 18:15;03/01/2025 18:30;1;249;0;9;10.22;136.45;0;9
03/01/2025 18:30;03/01/2025 18:45;3;173;0;51;28.13;139.80;0;51
03/01/2025 18:45;03/01/2025 19:00;225;32;71;0;27.79;90.32;71;0
03/01/2025 19:00;03/01/2025 19:15;0;887;0;214;28.13;128.59;0;214
03/01/2025 19:15;03/01/2025 19:30;0;911;0;129;28.13;131.85;0;129
03/01/2025 19:30;03/01/2025 19:45;0;1144;0;187;28.13;127.02;0;187
03/01/2025 19:45;03/01/2025 20:00;0;1682;0;662;7.07;69.02;0;662
03/01/2025 20:00;03/01/2025 20:15;0;864;8;105;17.31;77.51;8;105
03/01/2025 20:15;03/01/2025 20:30;0;1059;0;129;6.66;121.84;0;129
03/01/2025 20:30;03/01/2025 20:45;0;923;1;120;83.51;116.99;1;120
03/01/2025 20:45;03/01/2025 21:00;0;945;0;311;6.66;120.20;0;311
03/01/2025 21:00;03/01/2025 21:15;208;45;93;155;122.59;110.60;93;155
03/01/2025 21:15;03/01/2025 21:30;74;22;113;7;104.38;126.51;113;7
03/01/2025 21:30;03/01/2025 21:45;14;171;1;41;23.59;118.12;1;41
03/01/2025 21:45;03/01/2025 22:00;0;812;0;361;45.03;99.39;0;361
03/01/2025 22:00;03/01/2025 22:15;0;373;17;30;61.08;38.83;17;30
03/01/2025 22:15;03/01/2025 22:30;0;537;2;8;29.81;122.21;2;8
03/01/2025 22:30;03/01/2025 22:45;371;15;154;11;120.33;85.08;154;11
03/01/2025 22:45;03/01/2025 23:00;175;40;102;2;103.00;123.76;102;2
03/01/2025 23:00;03/01/2025 23:15;59;45;34;7;110.51;101.04;34;7
03/01/2025 23:15;03/01/2025 23:30;115;6;90;0;105.48;129.70;90;0
03/01/2025 23:30;03/01/2025 23:45;1041;0;533;0;977.28;129.70;533;0
03/01/2025 23:45;04/01/2025 00:00;690;0;538;0;393.57;129.70;538;0
04/01/2025 00:00;04/01/2025 00:15;1731;0;735;0;1031.77;127.80;735;0
04/01/2025 00:15;04/01/2025 00:30;731;0;644;0;569.02;138.50;644;0
04/01/2025 00:30;04/01/2025 00:45;234;16;207;0;110.64;133.40;207;0
04/01/2025 00:45;04/01/2025 01:00;0;275;0;214;41.64;99.18;0;214
04/01/2025 01:00;04/01/2025 01:15;242;1;142;28;115.98;0.00;142;28
04/01/2025 01:15;04/01/2025 01:30;41;14;21;6;53.62;122.20;21;6
04/01/2025 01:30;04/01/2025 01:45;979;0;504;0;439.14;138.50;504;0
04/01/2025 01:45;04/01/2025 02:00;1651;0;309;0;671.26;138.50;309;0
04/01/2025 02:00;04/01/2025 02:15;3330;0;838;0;978.54;138.50;838;0
04/01/2025 02:15;04/01/2025 02:30;674;8;547;15;460.29;133.40;547;15
04/01/2025 02:30;04/01/2025 02:45;115;53;72;13;77.17;101.91;72;13
04/01/2025 02:45;04/01/2025 03:00;0;713;0;148;29.62;113.28;0;148
04/01/2025 03:00;04/01/2025 03:15;341;52;183;175;117.35;101.03;183;175
04/01/2025 03:15;04/01/2025 03:30;329;0;306;0;116.17;141.70;306;0
04/01/2025 03:30;04/01/2025 03:45;794;0;578;0;153.15;141.70;578;0
04/01/2025 03:45;04/01/2025 04:00;350;52;452;0;112.36;141.70;452;0
04/01/2025 04:00;04/01/2025 04:15;0;896;3;184;0.00;121.08;3;184
04/01/2025 04:15;04/01/2025 04:30;0;1200;0;642;33.42;77.51;0;642
04/01/2025 04:30;04/01/2025 04:45;0;916;0;278;33.42;128.45;0;278
04/01/2025 04:45;04/01/2025 05:00;0;976;0;182;33.42;133.98;0;182
04/01/2025 05:00;04/01/2025 05:15;0;1082;0;208;33.42;112.96;0;208
04/01/2025 05:15;04/01/2025 05:30;0;1233;0;559;33.42;62.56;0;559
04/01/2025 05:30;04/01/2025 05:45;0;697;0;213;33.42;123.71;0;213
04/01/2025 05:45;04/01/2025 06:00;0;793;0;501;33.42;72.78;0;501
04/01/2025 06:00;04/01/2025 06:15;0;476;0;287;33.42;88.99;0;287
04/01/2025 06:15;04/01/2025 06:30;0;272;7;3;29.52;116.16;7;3
04/01/2025 06:30;04/01/2025 06:45;0;210;0;5;2.59;119.68;0;5
04/01/2025 06:45;04/01/2025 07:00;8;169;3;3;23.10;122.60;3;3
04/01/2025 07:00;04/01/2025 07:15;0;941;0;539;6.01;31.26;0;539
04/01/2025 07:15;04/01/2025 07:30;0;906;0;652;6.01;26.95;0;652
04/01/2025 07:30;04/01/2025 07:45;0;576;0;496;6.01;59.27;0;496
04/01/2025 07:45;04/01/2025 08:00;1;214;0;118;6.01;115.69;0;118
04/01/2025 08:00;04/01/2025 08:15;0;956;0;529;6.42;40.14;0;529
04/01/2025 08:15;04/01/2025 08:30;0;1158;0;657;6.42;25.55;0;657
04/01/2025 08:30;04/01/2025 08:45;0;704;0;548;6.42;61.42;0;548
04/01/2025 08:45;04/01/2025 09:00;0;614;0;441;6.42;95.20;0;441
04/01/2025 09:00;04/01/2025 09:15;0;705;0;298;6.54;110.82;0;298
