name,unit_type,technology,node,objective,steel_demand,fuel_type,max_power,min_power,ramp_up,ramp_down,min_operating_time,min_down_time,efficiency,lime_co2_factor,specific_dri_demand,specific_electricity_consumption,specific_natural_gas_consumption,specific_hydrogen_consumption,specific_iron_ore_consumption,specific_lime_demand,start_price,max_capacity,min_capacity,initial_soc,storage_loss_rate,efficiency_charge,efficiency_discharge,max_operating_hours,specific_coal_consumption,coal_co2_factor,natural_gas_co2_factor
P100000120423_bf_bof_hybrid_hydrogen_natural_gas_external,steel_plant,bf_bof,Saarland,min_variable_cost,,hybrid_hydrogen_natural_gas,32.35731,0,32.35731,32.35731,0,0,,0.1,,0.1,2.44,2.25,1.4,0.05,5,,,,,,,,,,0.2
P100000120426_bf_bof_hybrid_hydrogen_natural_gas_external,steel_plant,bf_bof,Bremen,min_variable_cost,,hybrid_hydrogen_natural_gas,46.425705,0,46.425705,46.425705,0,0,,0.1,,0.1,2.44,2.25,1.4,0.05,5,,,,,,,,,,0.2
P100000120428_bf_bof_hybrid_hydrogen_natural_gas_external,steel_plant,bf_bof,North Rhine-Westphalia,min_variable_cost,,hybrid_hydrogen_natural_gas,15.240762,0,15.240762,15.240762,0,0,,0.1,,0.1,2.44,2.25,1.4,0.05,5,,,,,,,,,,0.2
P100000120425_bf_bof_hybrid_hydrogen_natural_gas_external,steel_plant,bf_bof,Brandenburg,min_variable_cost,,hybrid_hydrogen_natural_gas,28.136791,0,28.136791,28.136791,0,0,,0.1,,0.1,2.44,2.25,1.4,0.05,5,,,,,,,,,,0.2
P100000120427_bf_bof_hybrid_hydrogen_natural_gas_external,steel_plant,bf_bof,Hamburg,min_variable_cost,,hybrid_hydrogen_natural_gas,12.896029,0,12.896029,12.896029,0,0,,0.1,,0.1,2.44,2.25,1.4,0.05,5,,,,,,,,,,0.2
P100000120422_bf_bof_hybrid_hydrogen_natural_gas_external,steel_plant,bf_bof,North Rhine-Westphalia,min_variable_cost,,hybrid_hydrogen_natural_gas,49.239384,0,49.239384,49.239384,0,0,,0.1,,0.1,2.44,2.25,1.4,0.05,5,,,,,,,,,,0.2
P100000120432_bf_bof_hybrid_hydrogen_natural_gas_external,steel_plant,bf_bof,Saarland,min_variable_cost,,hybrid_hydrogen_natural_gas,31.65389,0,31.65389,31.65389,0,0,,0.1,,0.1,2.44,2.25,1.4,0.05,5,,,,,,,,,,0.2
P100000120424_bf_bof_hybrid_hydrogen_natural_gas_external,steel_plant,bf_bof,Lower Saxony,min_variable_cost,,hybrid_hydrogen_natural_gas,60.963047,0,60.963047,60.963047,0,0,,0.1,,0.1,2.44,2.25,1.4,0.05,5,,,,,,,,,,0.2
P100000120421_bf_bof_hybrid_hydrogen_natural_gas_external,steel_plant,bf_bof,North Rhine-Westphalia,min_variable_cost,,hybrid_hydrogen_natural_gas,105.512967,0,105.512967,105.512967,0,0,,0.1,,0.1,2.44,2.25,1.4,0.05,5,,,,,,,,,,0.2
