plant_name,plant_type,steel_demand_total_t,total_steel_production_t,total_electricity_consumption_MWh,total_coal_consumption_MWh,total_hydrogen_consumption_MWh,total_natural_gas_consumption_MWh,total_iron_ore_consumption_t,total_lime_consumption_t,total_co2_emissions_t,total_variable_cost_EUR,final_hydrogen_storage_soc,final_dri_storage_soc,maximum_steel_backlog_t,final_steel_demand_balance_t,total_DA_electricity_MWh,total_afrr_energy_bid_MWh,total_afrr_energy_activated_MWh,total_afrr_energy_capacity_backed_bid_MWh,total_afrr_energy_free_bid_MWh,total_afrr_capacity_revenue_EUR,total_afrr_capacity_opportunity_cost_EUR,total_afrr_capacity_net_value_EUR,total_electricity_market_cost_EUR,total_additional_electricity_charges_cost_EUR,gross_operating_cost_EUR,net_operating_cost_EUR
P100000120423_dri_eaf_coal_external,steel_plant,1291772.3672123998,1291772.3672123975,684639.3546225708,6768887.204192963,0.0,0.0,1808481.314097356,64588.61836061989,6458.861836061989,1012706630.0686784,,,225.69189040001538,1.2419150152709335e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
