plant_name,grid_annual_energy_MWh,grid_annual_peak_MW,grid_high_load_window_peak_MW,grid_billed_peak_MW,grid_full_load_hours,grid_assumed_tier,grid_realized_tier,grid_tier_assumption_held,grid_fee_energy_charge_EUR,grid_fee_capacity_charge_EUR,grid_fee_special_network_use_EUR,grid_fee_levies_EUR,grid_fee_total_EUR,grid_fee_ex_post_addition_EUR,warnings
plant_1,3481.5765130759046,16.0,0.0,0.0,217.59853206724404,low,low,True,158759.88899626126,0.0,16820.78825653795,43624.153708841084,219204.83096164028,15080.0,
