datetime,DE_DA_price,aFRR_capacity_down_price,aFRR_energy_down_price,aFRR_energy_down_quantity,coal_price,natural_gas_price,co2_price,hydrogen_price,iron_ore_price,lime_price,P100000120423_dri_bof_hydrogen_external_steel_demand,P100000120426_dri_bof_hydrogen_external_steel_demand,P100000120428_dri_bof_hydrogen_external_steel_demand,P100000120425_dri_bof_hydrogen_external_steel_demand,P100000120427_dri_bof_hydrogen_external_steel_demand,P100000120422_dri_bof_hydrogen_external_steel_demand,P100000120432_dri_bof_hydrogen_external_steel_demand,P100000120424_dri_bof_hydrogen_external_steel_demand,P100000120421_dri_bof_hydrogen_external_steel_demand
1/2/2030 0:00,0,16.683,0,460,54.20093606,52.70125742,142.7428385,80.00712527,225.0,100.0,36.66377873,99.78728186,32.18944576,57.94100237,25.75155661,118.5416471,70.26956009,146.7658488,254.0178153
1/2/2030 0:15,0,16.683,0,460,54.20093606,52.70125742,142.7428385,80.00712527,225.0,100.0,36.66377873,99.78728186,32.18944576,57.94100237,25.75155661,118.5416471,70.26956009,146.7658488,254.0178153
1/2/2030 0:30,0,16.683,0,460,54.20093606,52.70125742,142.7428385,80.00712527,225.0,100.0,36.66377873,99.78728186,32.18944576,57.94100237,25.75155661,118.5416471,70.26956009,146.7658488,254.0178153
1/2/2030 0:45,0,16.683,0,460,54.20093606,52.70125742,142.7428385,80.00712527,225.0,100.0,36.66377873,99.78728186,32.18944576,57.94100237,25.75155661,118.5416471,70.26956009,146.7658488,254.0178153
1/2/2030 1:00,0,16.683,0,334.46,54.20093606,52.70125742,142.7428385,80.00712527,225.0,100.0,36.66377873,99.78728186,32.18944576,57.94100237,25.75155661,118.5416471,70.26956009,146.7658488,254.0178153
1/2/2030 1:15,0,16.683,0,334.46,54.20093606,52.70125742,142.7428385,80.00712527,225.0,100.0,36.66377873,99.78728186,32.18944576,57.94100237,25.75155661,118.5416471,70.26956009,146.7658488,254.0178153
1/2/2030 1:30,0,16.683,0,334.46,54.20093606,52.70125742,142.7428385,80.00712527,225.0,100.0,36.66377873,99.78728186,32.18944576,57.94100237,25.75155661,118.5416471,70.26956009,146.7658488,254.0178153
1/2/2030 1:45,0,16.683,0,334.46,54.20093606,52.70125742,142.7428385,80.00712527,225.0,100.0,36.66377873,99.78728186,32.18944576,57.94100237,25.75155661,118.5416471,70.26956009,146.7658488,254.0178153
1/2/2030 2:00,0,16.683,0,160.65,54.20093606,52.70125742,142.7428385,80.00712527,225.0,100.0,36.66377873,99.78728186,32.18944576,57.94100237,25.75155661,118.5416471,70.26956009,146.7658488,254.0178153
1/2/2030 2:15,0,16.683,0,160.65,54.20093606,52.70125742,142.7428385,80.00712527,225.0,100.0,36.66377873,99.78728186,32.18944576,57.94100237,25.75155661,118.5416471,70.26956009,146.7658488,254.0178153
1/2/2030 2:30,0,16.683,0,160.65,54.20093606,52.70125742,142.7428385,80.00712527,225.0,100.0,36.66377873,99.78728186,32.18944576,57.94100237,25.75155661,118.5416471,70.26956009,146.7658488,254.0178153
1/2/2030 2:45,0,16.683,0,160.65,54.20093606,52.70125742,142.7428385,80.00712527,225.0,100.0,36.66377873,99.78728186,32.18944576,57.94100237,25.75155661,118.5416471,70.26956009,146.7658488,254.0178153
1/2/2030 3:00,0,16.683,0,191.52,54.20093606,52.70125785,142.7428385,80.06865593,225.0,100.0,36.66377873,99.78728186,32.18944576,57.94100237,25.75155661,118.5416471,70.26956009,146.7658488,254.0178153
1/2/2030 3:15,0,16.683,0,191.52,54.20093606,52.70125785,142.7428385,80.06865593,225.0,100.0,36.66377873,99.78728186,32.18944576,57.94100237,25.75155661,118.5416471,70.26956009,146.7658488,254.0178153
1/2/2030 3:30,0,16.683,0,191.52,54.20093606,52.70125785,142.7428385,80.06865593,225.0,100.0,36.66377873,99.78728186,32.18944576,57.94100237,25.75155661,118.5416471,70.26956009,146.7658488,254.0178153
1/2/2030 3:45,0,16.683,0,191.52,54.20093606,52.70125785,142.7428385,80.06865593,225.0,100.0,36.66377873,99.78728186,32.18944576,57.94100237,25.75155661,118.5416471,70.26956009,146.7658488,254.0178153
1/2/2030 4:00,0,29.59,0,154.89,54.20093606,52.70125785,142.7428385,80.06865593,225.0,100.0,36.66377873,99.78728186,32.18944576,57.94100237,25.75155661,118.5416471,70.26956009,146.7658488,254.0178153
1/2/2030 4:15,0,29.59,0,154.89,54.20093606,52.70125785,142.7428385,80.06865593,225.0,100.0,36.66377873,99.78728186,32.18944576,57.94100237,25.75155661,118.5416471,70.26956009,146.7658488,254.0178153
1/2/2030 4:30,0,29.59,0,154.89,54.20093606,52.70125785,142.7428385,80.06865593,225.0,100.0,36.66377873,99.78728186,32.18944576,57.94100237,25.75155661,118.5416471,70.26956009,146.7658488,254.0178153
1/2/2030 4:45,0,29.59,0,154.89,54.20093606,52.70125785,142.7428385,80.06865593,225.0,100.0,36.66377873,99.78728186,32.18944576,57.94100237,25.75155661,118.5416471,70.26956009,146.7658488,254.0178153
