block_id,block_start,block_end,block_duration_h,capacity_price_EUR_per_MW_h,missing_capacity_price_flag,price_inconsistency_flag,number_of_timesteps,opportunity_cost_EUR_per_MW_h,activation_expected,capacity_profitable,activation_profitable,technically_feasible,bid_eligible,activation_steps,price_fail_steps,missing_price_steps,min_price_margin_EUR_per_MWh,peak_activation_MW,technical_capacity_MW,compliant_capacity_MW,bid_increment_MW,reserved_capacity_MW,capacity_revenue_EUR,charge_headroom_MW,storage_headroom_MW,activated_energy_MWh,activation_cost_EUR
2025-06-09_08:00_12:00,2025-06-09 08:00:00+02:00,2025-06-09 12:00:00+02:00,4.0,45.92,False,False,16,0.34808823529411725,True,True,False,False,False,16,4,0,-19.967647058823523,376.556,0.6357014909646502,0.0,1.0,0.0,0.0,0.0,8.241807599267819,14.25,-1752.7675
2025-06-09_12:00_16:00,2025-06-09 12:00:00+02:00,2025-06-09 16:00:00+02:00,4.0,89.99,False,False,16,9.649852941176468,True,True,False,False,False,15,7,2,-33.277647058823526,95.632,0.6357014909646502,0.0,1.0,0.0,0.0,0.0,0.3007071785689756,14.525,-203.77224999999999
2025-06-09_16:00_20:00,2025-06-09 16:00:00+02:00,2025-06-09 20:00:00+02:00,4.0,35.46,False,False,16,0.0,True,True,False,False,False,11,5,0,-121.92764705882354,211.752,0.6357014909646502,0.0,1.0,0.0,0.0,16.0,0.36478536990072924,19.5,-726.2175
2025-06-09_20:00_00:00,2025-06-09 20:00:00+02:00,2025-06-10 00:00:00+02:00,4.0,1.46,False,False,16,0.0,True,True,False,False,False,14,14,0,-127.21764705882353,184.604,0.6357014909646502,0.0,1.0,0.0,0.0,16.0,65.41524194877495,0.0,0.0
2025-06-10_00:00_04:00,2025-06-10 00:00:00+02:00,2025-06-10 04:00:00+02:00,4.0,3.08,False,False,16,0.0,True,True,False,False,False,16,12,0,-59.78764705882353,569.848,0.6357014909646502,0.0,1.0,0.0,0.0,16.0,156.36053219451435,16.0,-108.04
2025-06-10_04:00_08:00,2025-06-10 04:00:00+02:00,2025-06-10 08:00:00+02:00,4.0,4.38,False,False,16,0.0,True,True,False,True,False,10,10,0,-71.21764705882353,207.172,11.355341845684809,11.0,1.0,0.0,0.0,16.0,191.39547753621295,0.0,0.0
2025-06-10_08:00_12:00,2025-06-10 08:00:00+02:00,2025-06-10 12:00:00+02:00,4.0,34.95,False,False,16,0.0,True,True,False,True,False,15,10,1,-90.14764705882354,145.452,11.355341845684809,11.0,1.0,0.0,0.0,0.0,298.2070360396524,8.0,-195.04
2025-06-10_12:00_16:00,2025-06-10 12:00:00+02:00,2025-06-10 16:00:00+02:00,4.0,76.41,False,False,16,0.3780882352941166,True,True,False,True,False,5,5,0,-81.11764705882354,15.612,11.355341845684809,11.0,1.0,0.0,0.0,0.0,331.0878633431579,0.0,0.0
2025-06-10_16:00_20:00,2025-06-10 16:00:00+02:00,2025-06-10 20:00:00+02:00,4.0,28.8,False,False,16,0.0,True,True,False,True,False,16,13,0,-77.99764705882353,511.704,11.355341845684809,11.0,1.0,0.0,0.0,16.0,327.04,12.0,-148.12
2025-06-10_20:00_00:00,2025-06-10 20:00:00+02:00,2025-06-11 00:00:00+02:00,4.0,1.28,False,False,16,0.0,True,True,False,True,False,15,13,0,-148.57764705882354,549.224,11.355341845684809,11.0,1.0,0.0,0.0,16.0,326.3442105263158,8.0,-144.12
2025-06-11_00:00_04:00,2025-06-11 00:00:00+02:00,2025-06-11 04:00:00+02:00,4.0,2.83,False,False,16,0.0,True,True,False,True,False,14,12,0,-88.51764705882354,174.168,11.355341845684809,11.0,1.0,0.0,0.0,16.0,326.3442105263158,8.0,-106.4
2025-06-11_04:00_08:00,2025-06-11 04:00:00+02:00,2025-06-11 08:00:00+02:00,4.0,3.41,False,False,16,0.0,True,True,False,True,False,13,12,0,-94.31764705882352,356.812,16.0,16.0,1.0,0.0,0.0,16.0,329.29263157894735,4.0,-319.76
2025-06-11_08:00_12:00,2025-06-11 08:00:00+02:00,2025-06-11 12:00:00+02:00,4.0,38.88,False,False,16,0.0,True,True,False,True,False,16,13,0,-79.72764705882355,80.908,16.0,16.0,1.0,0.0,0.0,0.0,329.79040000000003,4.0,-22.16
2025-06-11_12:00_16:00,2025-06-11 12:00:00+02:00,2025-06-11 16:00:00+02:00,4.0,89.28,False,False,16,0.16308823529411676,True,True,False,True,False,16,11,0,-53.34764705882353,201.484,16.0,16.0,1.0,0.0,0.0,0.0,312.03131751349014,8.0,-167.32
2025-06-11_16:00_20:00,2025-06-11 16:00:00+02:00,2025-06-11 20:00:00+02:00,4.0,24.73,False,False,16,0.0,True,True,False,True,False,11,9,1,-76.40764705882353,100.876,16.0,16.0,1.0,0.0,0.0,16.0,329.29263157894735,5.6530000000000005,-59.61202
2025-06-11_20:00_00:00,2025-06-11 20:00:00+02:00,2025-06-12 00:00:00+02:00,4.0,1.14,False,False,16,0.0,True,True,False,True,False,16,16,0,-84.68764705882353,129.812,16.0,16.0,1.0,0.0,0.0,16.0,336.8421052631579,0.0,0.0
2025-06-12_00:00_04:00,2025-06-12 00:00:00+02:00,2025-06-12 04:00:00+02:00,4.0,2.49,False,False,16,0.0,True,True,False,True,False,10,10,1,-71.40764705882353,164.856,16.0,16.0,1.0,0.0,0.0,16.0,336.8421052631579,0.0,0.0
2025-06-12_04:00_08:00,2025-06-12 04:00:00+02:00,2025-06-12 08:00:00+02:00,4.0,2.8,False,False,16,0.0,True,True,False,True,False,11,11,0,-73.64764705882354,63.316,16.0,16.0,1.0,0.0,0.0,0.0,329.29263157894735,0.0,0.0
2025-06-12_08:00_12:00,2025-06-12 08:00:00+02:00,2025-06-12 12:00:00+02:00,4.0,35.23,False,False,16,0.0,True,True,False,True,False,16,11,0,-45.797647058823536,367.644,16.0,16.0,1.0,0.0,0.0,0.0,321.4469843368421,8.0,-117.88
2025-06-12_12:00_16:00,2025-06-12 12:00:00+02:00,2025-06-12 16:00:00+02:00,4.0,79.1,False,False,16,17.464852941176467,True,True,False,True,False,11,9,2,-54.98764705882353,120.732,16.0,16.0,1.0,0.0,0.0,0.0,312.03131751349014,4.0,-39.52
2025-06-12_16:00_20:00,2025-06-12 16:00:00+02:00,2025-06-12 20:00:00+02:00,4.0,29.87,False,False,16,0.008088235294117396,True,True,False,True,False,8,4,0,-25.377647058823534,303.192,16.0,16.0,1.0,0.0,0.0,16.0,308.40749435136763,16.0,-692.04
2025-06-12_20:00_00:00,2025-06-12 20:00:00+02:00,2025-06-13 00:00:00+02:00,4.0,1.37,False,False,16,0.0,True,True,False,True,False,14,14,0,-150.95764705882354,472.148,16.0,16.0,1.0,0.0,0.0,16.0,336.8421052631579,0.0,0.0
2025-06-13_00:00_04:00,2025-06-13 00:00:00+02:00,2025-06-13 04:00:00+02:00,4.0,3.14,False,False,16,0.0,True,True,False,True,False,15,15,2,-73.20764705882354,140.912,16.0,16.0,1.0,0.0,0.0,16.0,336.8421052631579,0.0,0.0
2025-06-13_04:00_08:00,2025-06-13 04:00:00+02:00,2025-06-13 08:00:00+02:00,4.0,2.67,False,False,16,0.0,True,True,False,True,False,15,15,4,-87.27764705882353,170.528,16.0,16.0,1.0,0.0,0.0,16.0,336.8421052631579,0.0,0.0
2025-06-13_08:00_12:00,2025-06-13 08:00:00+02:00,2025-06-13 12:00:00+02:00,4.0,35.95,False,False,16,0.0,True,True,False,True,False,16,10,0,-61.69764705882354,505.004,16.0,16.0,1.0,0.0,0.0,0.0,329.1736175850779,21.517,-830.64564
2025-06-13_12:00_16:00,2025-06-13 12:00:00+02:00,2025-06-13 16:00:00+02:00,4.0,76.9,False,False,16,1.6511764705882328,True,True,False,True,False,15,12,0,-62.07764705882354,284.108,16.0,16.0,1.0,0.0,0.0,0.0,331.70526315789476,8.0,-56.52
2025-06-13_16:00_20:00,2025-06-13 16:00:00+02:00,2025-06-13 20:00:00+02:00,4.0,28.9,False,False,16,0.0,True,True,False,True,False,12,10,0,-123.11764705882354,174.444,16.0,16.0,1.0,0.0,0.0,16.0,321.7507073684211,8.0,-44.760000000000005
2025-06-13_20:00_00:00,2025-06-13 20:00:00+02:00,2025-06-14 00:00:00+02:00,4.0,1.39,False,False,16,0.0,True,True,False,True,False,16,15,0,-130.60764705882355,738.296,16.0,16.0,1.0,0.0,0.0,16.0,327.04,4.0,-16.28
2025-06-14_00:00_04:00,2025-06-14 00:00:00+02:00,2025-06-14 04:00:00+02:00,4.0,6.3,False,False,16,0.0,True,True,False,True,False,10,10,0,-61.30764705882353,124.808,16.0,16.0,1.0,0.0,0.0,16.0,336.8421052631579,0.0,0.0
2025-06-14_04:00_08:00,2025-06-14 04:00:00+02:00,2025-06-14 08:00:00+02:00,4.0,6.81,False,False,16,0.0,True,True,False,True,False,13,11,2,-88.92764705882354,36.9,16.0,16.0,1.0,0.0,0.0,0.0,294.84079663157894,4.0,-32.8
2025-06-14_08:00_12:00,2025-06-14 08:00:00+02:00,2025-06-14 12:00:00+02:00,4.0,47.39,False,False,16,1.5830882352941167,True,True,False,True,False,16,6,0,-134.12764705882353,1231.252,16.0,16.0,1.0,0.0,0.0,0.0,134.9891533837221,22.75,-4476.5625
2025-06-14_12:00_16:00,2025-06-14 12:00:00+02:00,2025-06-14 16:00:00+02:00,4.0,77.5,False,False,16,23.79485294117647,True,True,False,True,False,6,4,0,-60.40764705882352,126.228,16.0,16.0,1.0,0.0,0.0,0.0,47.26804170934076,4.0,-100.48
2025-06-14_16:00_20:00,2025-06-14 16:00:00+02:00,2025-06-14 20:00:00+02:00,4.0,28.0,False,False,16,0.0,True,True,False,True,False,9,8,1,-69.64764705882354,71.672,16.0,16.0,1.0,0.0,0.0,16.0,47.180626695925476,4.0,-28.28
2025-06-14_20:00_00:00,2025-06-14 20:00:00+02:00,2025-06-15 00:00:00+02:00,4.0,1.19,False,False,16,0.0,True,True,False,True,False,7,7,0,-307.6476470588235,203.48,16.0,16.0,1.0,0.0,0.0,16.0,77.26939579166816,0.0,0.0
2025-06-15_00:00_04:00,2025-06-15 00:00:00+02:00,2025-06-15 04:00:00+02:00,4.0,3.23,False,False,16,0.0,True,True,False,True,False,11,11,0,-102.00764705882355,156.66,16.0,16.0,1.0,0.0,0.0,16.0,102.50168189371577,0.0,0.0
2025-06-15_04:00_08:00,2025-06-15 04:00:00+02:00,2025-06-15 08:00:00+02:00,4.0,3.87,False,False,16,0.0,True,True,False,True,False,12,11,0,-65.04764705882354,308.936,6.61311336737169,6.0,1.0,0.0,0.0,16.0,101.29573651068645,4.0,-13.12
2025-06-15_08:00_12:00,2025-06-15 08:00:00+02:00,2025-06-15 12:00:00+02:00,4.0,38.65,False,False,16,0.0,True,True,False,True,False,16,13,0,-82.24764705882353,146.716,6.61311336737169,6.0,1.0,0.0,0.0,0.0,125.58639206865439,12.0,-64.44
2025-06-15_12:00_16:00,2025-06-15 12:00:00+02:00,2025-06-15 16:00:00+02:00,4.0,70.1,False,False,16,1.278676470588234,True,True,False,True,False,12,10,0,-54.08764705882353,83.872,6.61311336737169,6.0,1.0,0.0,0.0,0.0,113.34610313248466,4.0,-33.04
2025-06-15_16:00_20:00,2025-06-15 16:00:00+02:00,2025-06-15 20:00:00+02:00,4.0,25.53,False,False,16,0.0,True,True,False,True,False,14,14,0,-432.8176470588235,452.308,6.61311336737169,6.0,1.0,0.0,0.0,16.0,170.9516584763921,0.0,0.0
2025-06-15_20:00_00:00,2025-06-15 20:00:00+02:00,2025-06-16 00:00:00+02:00,4.0,1.1,False,False,16,0.0,True,True,False,True,False,14,14,0,-130.34764705882353,221.992,6.61311336737169,6.0,1.0,0.0,0.0,16.0,197.8869729566185,0.0,0.0
2025-06-16_00:00_04:00,2025-06-16 00:00:00+02:00,2025-06-16 04:00:00+02:00,4.0,2.73,False,False,16,0.0,True,True,False,True,False,11,11,1,-57.64764705882353,798.468,6.61311336737169,6.0,1.0,0.0,0.0,16.0,216.81788273012936,0.0,0.0
2025-06-16_04:00_08:00,2025-06-16 04:00:00+02:00,2025-06-16 08:00:00+02:00,4.0,2.96,False,False,16,0.0,True,True,False,True,False,9,9,0,-99.74764705882353,230.104,13.685001397225712,13.0,1.0,0.0,0.0,16.0,291.5831021467824,0.0,0.0
2025-06-16_08:00_12:00,2025-06-16 08:00:00+02:00,2025-06-16 12:00:00+02:00,4.0,34.85,False,False,16,0.0,True,True,False,True,False,10,9,0,-78.80764705882353,182.992,13.685001397225712,13.0,1.0,0.0,0.0,16.0,331.70526315789476,4.0,-18.44
2025-06-16_12:00_16:00,2025-06-16 12:00:00+02:00,2025-06-16 16:00:00+02:00,4.0,68.75,False,False,16,0.0,True,True,False,True,False,13,7,0,-185.69764705882352,186.616,13.685001397225712,13.0,1.0,0.0,0.0,16.0,321.4469843368421,24.0,-354.92
2025-06-16_16:00_20:00,2025-06-16 16:00:00+02:00,2025-06-16 20:00:00+02:00,4.0,25.39,False,False,16,0.0,True,True,False,True,False,10,7,0,-203.61764705882354,47.8,13.685001397225712,13.0,1.0,0.0,0.0,16.0,313.9129057735579,12.0,-206.92
2025-06-16_20:00_00:00,2025-06-16 20:00:00+02:00,2025-06-17 00:00:00+02:00,4.0,1.0,False,False,16,0.0,True,True,False,True,False,9,9,0,-103.58764705882353,26.952,13.685001397225712,13.0,1.0,0.0,0.0,16.0,336.8421052631579,0.0,0.0
2025-06-17_00:00_04:00,2025-06-17 00:00:00+02:00,2025-06-17 04:00:00+02:00,4.0,3.0,False,False,16,0.0,True,True,False,True,False,6,6,1,-121.88764705882355,6.1,13.685001397225712,13.0,1.0,0.0,0.0,16.0,336.8421052631579,0.0,0.0
2025-06-17_04:00_08:00,2025-06-17 04:00:00+02:00,2025-06-17 08:00:00+02:00,4.0,2.69,False,False,16,0.0,True,True,False,True,False,12,12,2,-173.96764705882353,73.008,16.0,16.0,1.0,0.0,0.0,0.0,329.29263157894735,0.0,0.0
2025-06-17_08:00_12:00,2025-06-17 08:00:00+02:00,2025-06-17 12:00:00+02:00,4.0,56.69,False,False,16,0.0,True,True,False,True,False,16,9,0,-60.55764705882353,110.292,16.0,16.0,1.0,0.0,0.0,0.0,315.82738909587175,0.0,0.0
2025-06-17_12:00_16:00,2025-06-17 12:00:00+02:00,2025-06-17 16:00:00+02:00,4.0,132.41,False,False,16,1.4036764705882359,True,True,False,True,False,16,8,2,-42.517647058823535,162.388,16.0,16.0,1.0,0.0,0.0,0.0,293.85231081898536,12.0,-215.88
2025-06-17_16:00_20:00,2025-06-17 16:00:00+02:00,2025-06-17 20:00:00+02:00,4.0,43.46,False,False,16,0.0,True,True,False,True,False,11,11,0,-161.66764705882352,116.596,16.0,16.0,1.0,0.0,0.0,16.0,313.2410684707108,0.0,0.0
2025-06-17_20:00_00:00,2025-06-17 20:00:00+02:00,2025-06-18 00:00:00+02:00,4.0,1.75,False,False,16,0.0,True,True,False,True,False,11,11,0,-215.99764705882353,35.38,16.0,16.0,1.0,0.0,0.0,16.0,336.8421052631579,0.0,0.0
2025-06-18_00:00_04:00,2025-06-18 00:00:00+02:00,2025-06-18 04:00:00+02:00,4.0,2.29,False,False,16,0.0,True,True,False,True,False,12,12,0,-119.45764705882354,5.172,16.0,16.0,1.0,0.0,0.0,16.0,336.8421052631579,0.0,0.0
2025-06-18_04:00_08:00,2025-06-18 04:00:00+02:00,2025-06-18 08:00:00+02:00,4.0,2.34,False,False,16,0.0,True,True,False,True,False,9,9,0,-110.04764705882354,89.244,16.0,16.0,1.0,0.0,0.0,16.0,336.8421052631579,0.0,0.0
2025-06-18_08:00_12:00,2025-06-18 08:00:00+02:00,2025-06-18 12:00:00+02:00,4.0,37.36,False,False,16,0.0,True,True,False,True,False,15,7,0,-53.877647058823534,214.944,16.0,16.0,1.0,0.0,0.0,0.0,326.5735578947369,20.0,-518.16
2025-06-18_12:00_16:00,2025-06-18 12:00:00+02:00,2025-06-18 16:00:00+02:00,4.0,82.68,False,False,16,0.0,True,True,False,True,False,14,9,0,-46.497647058823524,123.556,16.0,16.0,1.0,0.0,0.0,0.0,323.4423581303176,12.0,-345.48
2025-06-18_16:00_20:00,2025-06-18 16:00:00+02:00,2025-06-18 20:00:00+02:00,4.0,30.43,False,False,16,0.0,True,True,False,True,False,9,5,0,-196.65764705882353,208.656,16.0,16.0,1.0,0.0,0.0,16.0,314.2163250821053,16.0,-440.91999999999996
2025-06-18_20:00_00:00,2025-06-18 20:00:00+02:00,2025-06-19 00:00:00+02:00,4.0,1.37,False,False,16,0.0,True,True,False,True,False,13,13,0,-152.96764705882353,258.016,16.0,16.0,1.0,0.0,0.0,16.0,336.8421052631579,0.0,0.0
2025-06-19_00:00_04:00,2025-06-19 00:00:00+02:00,2025-06-19 04:00:00+02:00,4.0,2.25,False,False,16,0.0,True,True,False,True,False,8,8,0,-108.14764705882354,54.256,16.0,16.0,1.0,0.0,0.0,16.0,336.8421052631579,0.0,0.0
2025-06-19_04:00_08:00,2025-06-19 04:00:00+02:00,2025-06-19 08:00:00+02:00,4.0,3.6,False,False,16,0.0,True,True,False,True,False,14,10,0,-103.26764705882354,197.436,16.0,16.0,1.0,0.0,0.0,0.0,296.23351107479374,8.0,-778.12
2025-06-19_08:00_12:00,2025-06-19 08:00:00+02:00,2025-06-19 12:00:00+02:00,4.0,48.01,False,False,16,6.808088235294117,True,True,False,True,False,16,1,0,-4.937647058823529,480.024,16.0,16.0,1.0,0.0,0.0,0.0,269.4546508225589,20.0,-1790.08
2025-06-19_12:00_16:00,2025-06-19 12:00:00+02:00,2025-06-19 16:00:00+02:00,4.0,88.41,False,False,16,52.849852941176465,True,True,True,True,True,16,0,0,15.412352941176472,290.004,16.0,16.0,1.0,16.0,5658.24,16.0,227.18604926715489,64.0,-4672.32
2025-06-19_16:00_20:00,2025-06-19 16:00:00+02:00,2025-06-19 20:00:00+02:00,4.0,34.0,False,False,16,0.5505882352941178,True,True,False,True,False,13,5,0,-126.97764705882355,412.24,16.0,16.0,1.0,0.0,0.0,16.0,178.51589840186767,30.254,-2085.25802
2025-06-19_20:00_00:00,2025-06-19 20:00:00+02:00,2025-06-20 00:00:00+02:00,4.0,1.39,False,False,16,0.0,True,True,False,True,False,14,13,0,-105.39764705882354,322.204,16.0,16.0,1.0,0.0,0.0,16.0,222.87618661337248,4.0,-38.6
2025-06-20_00:00_04:00,2025-06-20 00:00:00+02:00,2025-06-20 04:00:00+02:00,4.0,2.05,False,False,16,0.0,True,True,False,True,False,15,15,1,-106.38764705882355,40.2,16.0,16.0,1.0,0.0,0.0,16.0,303.7834859183695,0.0,0.0
2025-06-20_04:00_08:00,2025-06-20 04:00:00+02:00,2025-06-20 08:00:00+02:00,4.0,2.34,False,False,16,0.0,True,True,False,True,False,12,12,0,-118.41764705882355,134.3,16.0,16.0,1.0,0.0,0.0,16.0,336.8421052631579,0.0,0.0
2025-06-20_08:00_12:00,2025-06-20 08:00:00+02:00,2025-06-20 12:00:00+02:00,4.0,37.3,False,False,16,0.0,True,True,False,True,False,15,10,0,-100.08764705882353,273.516,16.0,16.0,1.0,0.0,0.0,0.0,323.4423581303176,4.0,-62.64
2025-06-20_12:00_16:00,2025-06-20 12:00:00+02:00,2025-06-20 16:00:00+02:00,4.0,77.16,False,False,16,0.0,True,True,False,True,False,16,16,0,-75.46764705882353,269.62,16.0,16.0,1.0,0.0,0.0,0.0,317.72827526587446,0.0,0.0
2025-06-20_16:00_20:00,2025-06-20 16:00:00+02:00,2025-06-20 20:00:00+02:00,4.0,26.57,False,False,16,0.0,True,True,False,True,False,12,12,0,-119.98764705882354,209.1,16.0,16.0,1.0,0.0,0.0,16.0,336.8421052631579,0.0,0.0
2025-06-20_20:00_00:00,2025-06-20 20:00:00+02:00,2025-06-21 00:00:00+02:00,4.0,1.26,False,False,16,0.0,True,True,False,True,False,12,12,0,-122.71764705882353,71.756,16.0,16.0,1.0,0.0,0.0,16.0,336.8421052631579,0.0,0.0
2025-06-21_00:00_04:00,2025-06-21 00:00:00+02:00,2025-06-21 04:00:00+02:00,4.0,1.89,False,False,16,0.0,True,True,False,True,False,11,11,0,-109.20764705882354,52.28,16.0,16.0,1.0,0.0,0.0,16.0,336.8421052631579,0.0,0.0
2025-06-21_04:00_08:00,2025-06-21 04:00:00+02:00,2025-06-21 08:00:00+02:00,4.0,2.38,False,False,16,0.0,True,True,False,True,False,14,14,0,-100.88764705882355,176.484,16.0,16.0,1.0,0.0,0.0,4.182530744220857,328.0014781126419,0.0,0.0
2025-06-21_08:00_12:00,2025-06-21 08:00:00+02:00,2025-06-21 12:00:00+02:00,4.0,41.29,False,False,16,0.0,True,True,False,True,False,16,9,0,-89.38764705882355,42.516,16.0,16.0,1.0,0.0,0.0,0.0,198.53472287267155,4.0,-43.72
2025-06-21_12:00_16:00,2025-06-21 12:00:00+02:00,2025-06-21 16:00:00+02:00,4.0,76.62,False,False,16,15.919852941176469,True,True,False,True,False,13,9,0,-25.557647058823527,298.108,16.0,16.0,1.0,0.0,0.0,0.0,78.07344514092333,8.0,-1044.8400000000001
2025-06-21_16:00_20:00,2025-06-21 16:00:00+02:00,2025-06-21 20:00:00+02:00,4.0,27.35,False,False,16,0.0,True,True,False,True,False,15,11,0,-158.24764705882353,172.928,16.0,16.0,1.0,0.0,0.0,16.0,58.01667664139275,13.75,-255.585
2025-06-21_20:00_00:00,2025-06-21 20:00:00+02:00,2025-06-22 00:00:00+02:00,4.0,1.19,False,False,16,0.0,True,True,False,True,False,15,15,1,-117.62764705882353,203.176,16.0,16.0,1.0,0.0,0.0,16.0,68.90238318093121,0.0,0.0
2025-06-22_00:00_04:00,2025-06-22 00:00:00+02:00,2025-06-22 04:00:00+02:00,4.0,2.27,False,False,16,0.0,True,True,False,True,False,15,15,1,-97.75764705882355,266.684,16.0,16.0,1.0,0.0,0.0,16.0,94.26754211357284,0.0,0.0
2025-06-22_04:00_08:00,2025-06-22 04:00:00+02:00,2025-06-22 08:00:00+02:00,4.0,7.29,False,False,16,0.0,True,True,False,True,False,14,9,0,-60.14764705882353,79.888,6.100021988934959,6.0,1.0,0.0,0.0,16.0,108.37726115725332,0.0,0.0
2025-06-22_08:00_12:00,2025-06-22 08:00:00+02:00,2025-06-22 12:00:00+02:00,4.0,55.02,False,False,16,11.043676470588235,True,True,False,True,False,13,7,0,-61.13764705882354,195.892,6.100021988934959,6.0,1.0,0.0,0.0,0.0,123.39225143688392,0.0,0.0
2025-06-22_12:00_16:00,2025-06-22 12:00:00+02:00,2025-06-22 16:00:00+02:00,4.0,109.36,False,False,16,69.12985294117647,True,True,False,True,False,13,5,0,-85.79764705882354,461.544,6.100021988934959,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-22_16:00_20:00,2025-06-22 16:00:00+02:00,2025-06-22 20:00:00+02:00,4.0,35.46,False,False,16,1.233088235294117,True,True,False,True,False,8,6,0,-78.94764705882355,97.424,6.100021988934959,6.0,1.0,0.0,0.0,16.0,0.9550234147368548,3.5,-38.7075
2025-06-22_20:00_00:00,2025-06-22 20:00:00+02:00,2025-06-23 00:00:00+02:00,4.0,1.24,False,False,16,0.0,True,True,False,True,False,7,5,0,-124.82764705882354,527.28,6.100021988934959,6.0,1.0,0.0,0.0,16.0,12.860463216047181,8.0,-86.19999999999999
2025-06-23_00:00_04:00,2025-06-23 00:00:00+02:00,2025-06-23 04:00:00+02:00,4.0,2.88,False,False,16,0.0,True,True,False,True,False,12,9,1,-97.19764705882355,565.304,6.100021988934959,6.0,1.0,0.0,0.0,16.0,0.6703603761548038,9.25,-80.4325
2025-06-23_04:00_08:00,2025-06-23 04:00:00+02:00,2025-06-23 08:00:00+02:00,4.0,5.78,False,False,16,0.0,True,True,False,True,False,4,4,0,-43.33764705882353,183.628,1.2615336472303833,1.0,1.0,0.0,0.0,0.0,58.79110735991438,0.0,0.0
2025-06-23_08:00_12:00,2025-06-23 08:00:00+02:00,2025-06-23 12:00:00+02:00,4.0,715.32,False,False,16,0.840588235294117,True,True,False,True,False,16,2,0,-12.307647058823527,947.596,1.2615336472303833,1.0,1.0,0.0,0.0,0.0,110.76481048759811,36.0,-602.68
2025-06-23_12:00_16:00,2025-06-23 12:00:00+02:00,2025-06-23 16:00:00+02:00,4.0,1006.44,False,False,16,23.414852941176466,True,True,False,True,False,14,10,0,-102.23764705882354,225.728,1.2615336472303833,1.0,1.0,0.0,0.0,0.0,108.06526562323882,8.0,-353.92
2025-06-23_16:00_20:00,2025-06-23 16:00:00+02:00,2025-06-23 20:00:00+02:00,4.0,879.0,False,False,16,8.153676470588234,True,True,False,True,False,12,2,0,-59.32764705882354,720.264,1.2615336472303833,1.0,1.0,0.0,0.0,16.0,116.57861996081378,40.0,-10126.12
2025-06-23_20:00_00:00,2025-06-23 20:00:00+02:00,2025-06-24 00:00:00+02:00,4.0,5.0,False,False,16,0.0,True,True,False,True,False,13,11,0,-64.19764705882355,676.972,1.2615336472303833,1.0,1.0,0.0,0.0,16.0,135.76053627569794,8.0,-178.36
2025-06-24_00:00_04:00,2025-06-24 00:00:00+02:00,2025-06-24 04:00:00+02:00,4.0,14.7,False,False,16,0.0,True,True,False,True,False,15,15,0,-95.35764705882355,255.444,1.2615336472303833,1.0,1.0,0.0,0.0,16.0,227.60419474172932,0.0,0.0
2025-06-24_04:00_08:00,2025-06-24 04:00:00+02:00,2025-06-24 08:00:00+02:00,4.0,23.19,False,False,16,0.0,True,True,False,True,False,12,12,1,-105.34764705882353,99.76,15.276337240286841,15.0,1.0,0.0,0.0,16.0,316.71545650375515,0.0,0.0
2025-06-24_08:00_12:00,2025-06-24 08:00:00+02:00,2025-06-24 12:00:00+02:00,4.0,140.0,False,False,16,2.7311764705882347,True,True,False,True,False,16,2,0,-17.247647058823524,440.692,15.276337240286841,15.0,1.0,0.0,0.0,0.0,298.71701163817613,48.0,-1266.08
2025-06-24_12:00_16:00,2025-06-24 12:00:00+02:00,2025-06-24 16:00:00+02:00,4.0,202.86,False,False,16,14.669852941176469,True,True,False,True,False,16,11,0,-80.64764705882354,217.1,15.276337240286841,15.0,1.0,0.0,0.0,0.0,287.45395271424036,20.0,-378.6
2025-06-24_16:00_20:00,2025-06-24 16:00:00+02:00,2025-06-24 20:00:00+02:00,4.0,127.14,False,False,16,0.07808823529411768,True,True,False,True,False,11,7,0,-101.94764705882355,444.12,15.276337240286841,15.0,1.0,0.0,0.0,16.0,307.46518598736844,16.0,-409.84
2025-06-24_20:00_00:00,2025-06-24 20:00:00+02:00,2025-06-25 00:00:00+02:00,4.0,3.14,False,False,16,0.0,True,True,False,True,False,12,12,0,-142.25764705882352,264.628,15.276337240286841,15.0,1.0,0.0,0.0,16.0,336.8421052631579,0.0,0.0
2025-06-25_00:00_04:00,2025-06-25 00:00:00+02:00,2025-06-25 04:00:00+02:00,4.0,6.94,False,False,16,0.0,True,True,False,True,False,12,11,0,-119.39764705882354,503.632,15.276337240286841,15.0,1.0,0.0,0.0,16.0,326.3442105263158,4.0,-29.08
2025-06-25_04:00_08:00,2025-06-25 04:00:00+02:00,2025-06-25 08:00:00+02:00,4.0,9.65,False,False,16,0.0,True,True,False,True,False,16,16,0,-116.91764705882355,271.604,16.0,16.0,1.0,0.0,0.0,16.0,336.8421052631579,0.0,0.0
2025-06-25_08:00_12:00,2025-06-25 08:00:00+02:00,2025-06-25 12:00:00+02:00,4.0,93.3,False,False,16,0.0,True,True,False,True,False,10,8,0,-104.34764705882353,496.14,16.0,16.0,1.0,0.0,0.0,16.0,333.00402526315787,8.0,-289.28
2025-06-25_12:00_16:00,2025-06-25 12:00:00+02:00,2025-06-25 16:00:00+02:00,4.0,138.9,False,False,16,0.0,True,True,False,True,False,14,14,1,-99.04764705882354,190.096,16.0,16.0,1.0,0.0,0.0,16.0,336.8421052631579,0.0,0.0
