block_id,block_start,block_end,block_duration_h,capacity_price_EUR_per_MW_h,missing_capacity_price_flag,price_inconsistency_flag,number_of_timesteps,opportunity_cost_EUR_per_MW_h,activation_expected,capacity_profitable,activation_profitable,technically_feasible,bid_eligible,activation_steps,price_fail_steps,missing_price_steps,min_price_margin_EUR_per_MWh,peak_activation_MW,technical_capacity_MW,compliant_capacity_MW,bid_increment_MW,reserved_capacity_MW,capacity_revenue_EUR,charge_headroom_MW,storage_headroom_MW,activated_energy_MWh,activation_cost_EUR
2025-04-06_04:00_08:00,2025-04-06 04:00:00+02:00,2025-04-06 08:00:00+02:00,4.0,3.5,False,False,16,0.0,True,True,False,True,False,14,11,0,-63.14764705882353,356.424,5.925205238898646,5.0,1.0,0.0,0.0,0.0,116.375840468869,0.0,0.0
2025-04-06_08:00_12:00,2025-04-06 08:00:00+02:00,2025-04-06 12:00:00+02:00,4.0,34.94,False,False,16,6.203088235294117,True,True,False,True,False,16,4,0,-43.05764705882353,297.428,5.925205238898646,5.0,1.0,0.0,0.0,0.0,96.93240897781162,0.0,0.0
2025-04-06_12:00_16:00,2025-04-06 12:00:00+02:00,2025-04-06 16:00:00+02:00,4.0,85.53,False,False,16,84.97485294117647,True,True,False,True,False,16,1,0,-25.067647058823532,1136.012,5.925205238898646,5.0,1.0,0.0,0.0,0.0,0.0,2.5,-214.9875
2025-04-06_16:00_20:00,2025-04-06 16:00:00+02:00,2025-04-06 20:00:00+02:00,4.0,26.75,False,False,16,4.050588235294116,True,True,False,True,False,13,8,0,-80.05764705882353,444.436,5.925205238898646,5.0,1.0,0.0,0.0,16.0,0.35209781272711604,7.0,-895.325
2025-04-06_20:00_00:00,2025-04-06 20:00:00+02:00,2025-04-07 00:00:00+02:00,4.0,2.2,False,False,16,0.0,True,True,False,True,False,16,16,0,-81.14764705882354,323.616,5.925205238898646,5.0,1.0,0.0,0.0,16.0,25.05131362775531,0.0,0.0
2025-04-07_00:00_04:00,2025-04-07 00:00:00+02:00,2025-04-07 04:00:00+02:00,4.0,4.0,False,False,16,0.0,True,True,False,True,False,13,13,0,-89.51764705882354,21.92,5.925205238898646,5.0,1.0,0.0,0.0,16.0,60.006923055860256,0.0,0.0
2025-04-07_04:00_08:00,2025-04-07 04:00:00+02:00,2025-04-07 08:00:00+02:00,4.0,2.56,False,False,16,0.0,True,True,False,True,False,13,13,1,-104.83764705882353,148.948,4.0696514349396145,4.0,1.0,0.0,0.0,16.0,150.92031925523952,0.0,0.0
2025-04-07_08:00_12:00,2025-04-07 08:00:00+02:00,2025-04-07 12:00:00+02:00,4.0,31.82,False,False,16,0.0,True,True,False,True,False,16,11,0,-60.06764705882353,536.628,4.0696514349396145,4.0,1.0,0.0,0.0,0.0,274.93821922591155,8.0,-224.60000000000002
2025-04-07_12:00_16:00,2025-04-07 12:00:00+02:00,2025-04-07 16:00:00+02:00,4.0,94.0,False,False,16,0.0,True,True,False,True,False,16,5,0,-48.86764705882353,338.532,4.0696514349396145,4.0,1.0,0.0,0.0,0.0,329.4563263157895,20.0,-559.88
2025-04-07_16:00_20:00,2025-04-07 16:00:00+02:00,2025-04-07 20:00:00+02:00,4.0,17.34,False,False,16,0.0,True,True,False,True,False,12,12,0,-100.80764705882353,123.604,4.0696514349396145,4.0,1.0,0.0,0.0,16.0,336.8421052631579,0.0,0.0
2025-04-07_20:00_00:00,2025-04-07 20:00:00+02:00,2025-04-08 00:00:00+02:00,4.0,1.69,False,False,16,0.0,True,True,False,True,False,13,13,1,-83.71764705882353,294.86,4.0696514349396145,4.0,1.0,0.0,0.0,16.0,336.8421052631579,0.0,0.0
2025-04-08_00:00_04:00,2025-04-08 00:00:00+02:00,2025-04-08 04:00:00+02:00,4.0,3.21,False,False,16,0.0,True,True,False,True,False,8,8,1,-104.36764705882354,39.704,4.0696514349396145,4.0,1.0,0.0,0.0,16.0,336.8421052631579,0.0,0.0
2025-04-08_04:00_08:00,2025-04-08 04:00:00+02:00,2025-04-08 08:00:00+02:00,4.0,2.23,False,False,16,0.0,True,True,False,True,False,10,10,1,-122.55764705882353,75.88,16.0,16.0,1.0,0.0,0.0,16.0,336.8421052631579,0.0,0.0
2025-04-08_08:00_12:00,2025-04-08 08:00:00+02:00,2025-04-08 12:00:00+02:00,4.0,24.7,False,False,16,0.0,True,True,False,True,False,16,12,0,-94.39764705882354,531.312,16.0,16.0,1.0,0.0,0.0,0.0,332.75637019210893,4.0,-299.28
2025-04-08_12:00_16:00,2025-04-08 12:00:00+02:00,2025-04-08 16:00:00+02:00,4.0,77.06,False,False,16,0.0,True,True,False,True,False,16,9,0,-60.047647058823536,526.132,16.0,16.0,1.0,0.0,0.0,0.0,331.85341441862124,16.0,-508.4
2025-04-08_16:00_20:00,2025-04-08 16:00:00+02:00,2025-04-08 20:00:00+02:00,4.0,15.15,False,False,16,0.0,True,True,False,True,False,12,12,0,-96.26764705882354,454.144,16.0,16.0,1.0,0.0,0.0,16.0,336.8421052631579,0.0,0.0
2025-04-08_20:00_00:00,2025-04-08 20:00:00+02:00,2025-04-09 00:00:00+02:00,4.0,1.48,False,False,16,0.0,True,True,False,True,False,15,15,0,-106.03764705882355,555.492,16.0,16.0,1.0,0.0,0.0,16.0,336.8421052631579,0.0,0.0
2025-04-09_00:00_04:00,2025-04-09 00:00:00+02:00,2025-04-09 04:00:00+02:00,4.0,2.4,False,False,16,0.0,True,True,False,True,False,9,9,1,-99.00764705882355,117.244,16.0,16.0,1.0,0.0,0.0,16.0,336.8421052631579,0.0,0.0
2025-04-09_04:00_08:00,2025-04-09 04:00:00+02:00,2025-04-09 08:00:00+02:00,4.0,1.84,False,False,16,0.0,True,True,False,True,False,13,13,0,-105.25764705882355,170.852,16.0,16.0,1.0,0.0,0.0,16.0,336.8421052631579,0.0,0.0
2025-04-09_08:00_12:00,2025-04-09 08:00:00+02:00,2025-04-09 12:00:00+02:00,4.0,19.3,False,False,16,0.0,True,True,False,True,False,15,15,0,-79.21764705882353,839.216,16.0,16.0,1.0,0.0,0.0,16.0,336.8421052631579,0.0,0.0
2025-04-09_12:00_16:00,2025-04-09 12:00:00+02:00,2025-04-09 16:00:00+02:00,4.0,63.47,False,False,16,0.0,True,True,False,True,False,14,9,0,-28.737647058823534,775.176,16.0,16.0,1.0,0.0,0.0,16.0,335.0216802825611,20.0,-482.59999999999997
2025-04-09_16:00_20:00,2025-04-09 16:00:00+02:00,2025-04-09 20:00:00+02:00,4.0,11.6,False,False,16,0.0,True,True,False,True,False,15,15,0,-95.85764705882355,269.028,16.0,16.0,1.0,0.0,0.0,16.0,336.8421052631579,0.0,0.0
2025-04-09_20:00_00:00,2025-04-09 20:00:00+02:00,2025-04-10 00:00:00+02:00,4.0,1.33,False,False,16,0.0,True,True,False,True,False,16,16,0,-94.51764705882354,513.096,16.0,16.0,1.0,0.0,0.0,16.0,336.8421052631579,0.0,0.0
2025-04-10_00:00_04:00,2025-04-10 00:00:00+02:00,2025-04-10 04:00:00+02:00,4.0,2.0,False,False,16,0.0,True,True,False,True,False,14,14,1,-95.30764705882353,19.988,16.0,16.0,1.0,0.0,0.0,16.0,336.8421052631579,0.0,0.0
2025-04-10_04:00_08:00,2025-04-10 04:00:00+02:00,2025-04-10 08:00:00+02:00,4.0,1.62,False,False,16,0.0,True,True,False,True,False,5,5,0,-120.30764705882353,105.348,16.0,16.0,1.0,0.0,0.0,16.0,336.8421052631579,0.0,0.0
2025-04-10_08:00_12:00,2025-04-10 08:00:00+02:00,2025-04-10 12:00:00+02:00,4.0,16.97,False,False,16,0.0,True,True,False,True,False,13,13,0,-181.83764705882353,102.6,16.0,16.0,1.0,0.0,0.0,16.0,336.8421052631579,0.0,0.0
2025-04-10_12:00_16:00,2025-04-10 12:00:00+02:00,2025-04-10 16:00:00+02:00,4.0,59.83,False,False,16,0.0,True,True,False,True,False,16,13,7,-55.97764705882353,625.216,16.0,16.0,1.0,0.0,0.0,0.0,329.4563263157895,12.0,-1030.6
2025-04-10_16:00_20:00,2025-04-10 16:00:00+02:00,2025-04-10 20:00:00+02:00,4.0,13.36,False,False,16,0.0,True,True,False,True,False,15,13,0,-74.33764705882353,553.116,16.0,16.0,1.0,0.0,0.0,16.0,330.71789473684214,8.0,-884.6
2025-04-10_20:00_00:00,2025-04-10 20:00:00+02:00,2025-04-11 00:00:00+02:00,4.0,1.15,False,False,16,0.0,True,True,False,True,False,16,14,0,-46.53764705882353,554.284,16.0,16.0,1.0,0.0,0.0,16.0,327.19070513052634,8.0,-78.84
2025-04-11_00:00_04:00,2025-04-11 00:00:00+02:00,2025-04-11 04:00:00+02:00,4.0,4.5,False,False,16,0.0,True,True,False,True,False,13,13,0,-107.01764705882354,228.076,16.0,16.0,1.0,0.0,0.0,16.0,336.8421052631579,0.0,0.0
2025-04-11_04:00_08:00,2025-04-11 04:00:00+02:00,2025-04-11 08:00:00+02:00,4.0,3.6,False,False,16,0.0,True,True,False,True,False,15,15,3,-90.99764705882353,242.416,16.0,16.0,1.0,0.0,0.0,16.0,336.8421052631579,0.0,0.0
2025-04-11_08:00_12:00,2025-04-11 08:00:00+02:00,2025-04-11 12:00:00+02:00,4.0,30.58,False,False,16,0.0,True,True,False,True,False,15,8,0,-40.60764705882354,373.788,16.0,16.0,1.0,0.0,0.0,0.0,333.14736842105265,16.0,-477.16
2025-04-11_12:00_16:00,2025-04-11 12:00:00+02:00,2025-04-11 16:00:00+02:00,4.0,87.52,False,False,16,0.8392647058823517,True,True,False,True,False,8,5,0,-73.77764705882353,330.736,16.0,16.0,1.0,0.0,0.0,0.0,334.11419615420255,12.0,-299.28
2025-04-11_16:00_20:00,2025-04-11 16:00:00+02:00,2025-04-11 20:00:00+02:00,4.0,30.68,False,False,16,0.0,True,True,False,True,False,13,10,1,-114.90764705882353,126.328,16.0,16.0,1.0,0.0,0.0,16.0,318.487840191579,12.0,-144.6
2025-04-11_20:00_00:00,2025-04-11 20:00:00+02:00,2025-04-12 00:00:00+02:00,4.0,1.5,False,False,16,0.0,True,True,False,True,False,12,12,0,-86.95764705882354,44.308,16.0,16.0,1.0,0.0,0.0,16.0,336.8421052631579,0.0,0.0
2025-04-12_00:00_04:00,2025-04-12 00:00:00+02:00,2025-04-12 04:00:00+02:00,4.0,3.35,False,False,16,0.0,True,True,False,True,False,10,10,1,-113.82764705882354,0.692,16.0,16.0,1.0,0.0,0.0,16.0,336.8421052631579,0.0,0.0
2025-04-12_04:00_08:00,2025-04-12 04:00:00+02:00,2025-04-12 08:00:00+02:00,4.0,2.8,False,False,16,0.0,True,True,False,True,False,12,12,1,-110.09764705882353,48.712,16.0,16.0,1.0,0.0,0.0,16.0,336.8421052631579,0.0,0.0
2025-04-12_08:00_12:00,2025-04-12 08:00:00+02:00,2025-04-12 12:00:00+02:00,4.0,29.7,False,False,16,0.0,True,True,False,True,False,14,9,0,-55.017647058823535,584.508,16.0,16.0,1.0,0.0,0.0,0.0,269.7047416530176,4.0,-53.52
2025-04-12_12:00_16:00,2025-04-12 12:00:00+02:00,2025-04-12 16:00:00+02:00,4.0,87.25,False,False,16,24.742352941176467,True,True,False,True,False,16,4,0,-15.697647058823527,510.692,16.0,16.0,1.0,0.0,0.0,0.0,176.5802450102393,16.0,-179.64
2025-04-12_16:00_20:00,2025-04-12 16:00:00+02:00,2025-04-12 20:00:00+02:00,4.0,29.45,False,False,16,0.0,True,True,False,True,False,12,10,0,-61.84764705882353,448.968,16.0,16.0,1.0,0.0,0.0,16.0,163.08564296063295,8.0,-95.8
2025-04-12_20:00_00:00,2025-04-12 20:00:00+02:00,2025-04-13 00:00:00+02:00,4.0,1.81,False,False,16,0.0,True,True,False,True,False,16,16,0,-43.22764705882353,668.964,16.0,16.0,1.0,0.0,0.0,16.0,193.55017080976174,0.0,0.0
2025-04-13_00:00_04:00,2025-04-13 00:00:00+02:00,2025-04-13 04:00:00+02:00,4.0,6.66,False,False,16,0.0,True,True,False,True,False,15,11,1,-17.207647058823532,432.304,16.0,16.0,1.0,0.0,0.0,16.0,171.76074511919748,16.0,-112.28
2025-04-13_04:00_08:00,2025-04-13 04:00:00+02:00,2025-04-13 08:00:00+02:00,4.0,9.5,False,False,16,0.0,True,True,False,True,False,15,9,0,-35.41764705882354,780.52,10.735046569949843,10.0,1.0,0.0,0.0,16.0,113.78291023266686,24.0,-749.44
2025-04-13_08:00_12:00,2025-04-13 08:00:00+02:00,2025-04-13 12:00:00+02:00,4.0,35.6,False,False,16,0.0,True,True,False,True,False,11,10,0,-40.50764705882353,41.48,10.735046569949843,10.0,1.0,0.0,0.0,16.0,128.39996299429166,4.0,-17.16
2025-04-13_12:00_16:00,2025-04-13 12:00:00+02:00,2025-04-13 16:00:00+02:00,4.0,86.9,False,False,16,11.544852941176469,True,True,False,True,False,14,10,0,-81.03764705882355,234.072,10.735046569949843,10.0,1.0,0.0,0.0,16.0,229.16741786160566,16.0,-146.07999999999998
2025-04-13_16:00_20:00,2025-04-13 16:00:00+02:00,2025-04-13 20:00:00+02:00,4.0,26.43,False,False,16,0.0,True,True,False,True,False,14,12,0,-84.40764705882353,356.804,10.735046569949843,10.0,1.0,0.0,0.0,16.0,244.43075126198121,8.0,-783.36
2025-04-13_20:00_00:00,2025-04-13 20:00:00+02:00,2025-04-14 00:00:00+02:00,4.0,1.54,False,False,16,0.0,True,True,False,True,False,14,14,1,-94.09764705882353,182.676,10.735046569949843,10.0,1.0,0.0,0.0,16.0,276.36494706374106,0.0,0.0
2025-04-14_00:00_04:00,2025-04-14 00:00:00+02:00,2025-04-14 04:00:00+02:00,4.0,4.0,False,False,16,0.0,True,True,False,True,False,10,10,3,-112.43764705882353,1.968,10.735046569949843,10.0,1.0,0.0,0.0,16.0,307.32955571354313,0.0,0.0
2025-04-14_04:00_08:00,2025-04-14 04:00:00+02:00,2025-04-14 08:00:00+02:00,4.0,4.4,False,False,16,0.0,True,True,False,True,False,12,12,0,-103.95764705882354,77.652,16.0,16.0,1.0,0.0,0.0,16.0,336.8421052631579,0.0,0.0
2025-04-14_08:00_12:00,2025-04-14 08:00:00+02:00,2025-04-14 12:00:00+02:00,4.0,21.39,False,False,16,0.0,True,True,False,True,False,16,13,0,-75.52764705882353,719.992,16.0,16.0,1.0,0.0,0.0,16.0,335.9309821052632,12.0,-512.08
2025-04-14_12:00_16:00,2025-04-14 12:00:00+02:00,2025-04-14 16:00:00+02:00,4.0,63.0,False,False,16,0.0,True,True,False,True,False,16,13,0,-64.55764705882353,740.372,16.0,16.0,1.0,0.0,0.0,16.0,333.14736842105265,12.0,-69.0
2025-04-14_16:00_20:00,2025-04-14 16:00:00+02:00,2025-04-14 20:00:00+02:00,4.0,15.89,False,False,16,0.0,True,True,False,True,False,14,14,2,-92.00764705882355,602.112,16.0,16.0,1.0,0.0,0.0,16.0,336.8421052631579,0.0,0.0
2025-04-14_20:00_00:00,2025-04-14 20:00:00+02:00,2025-04-15 00:00:00+02:00,4.0,1.55,False,False,16,0.0,True,True,False,True,False,16,16,1,-80.47764705882355,419.628,16.0,16.0,1.0,0.0,0.0,16.0,336.8421052631579,0.0,0.0
2025-04-15_00:00_04:00,2025-04-15 00:00:00+02:00,2025-04-15 04:00:00+02:00,4.0,6.05,False,False,16,0.0,True,True,False,True,False,11,11,0,-53.747647058823524,606.076,16.0,16.0,1.0,0.0,0.0,16.0,336.8421052631579,0.0,0.0
2025-04-15_04:00_08:00,2025-04-15 04:00:00+02:00,2025-04-15 08:00:00+02:00,4.0,5.92,False,False,16,0.0,True,True,False,True,False,12,12,0,-72.80764705882353,309.524,16.0,16.0,1.0,0.0,0.0,16.0,336.8421052631579,0.0,0.0
2025-04-15_08:00_12:00,2025-04-15 08:00:00+02:00,2025-04-15 12:00:00+02:00,4.0,23.46,False,False,16,0.0,True,True,False,True,False,16,6,0,-82.25764705882355,378.844,16.0,16.0,1.0,0.0,0.0,0.0,332.75637019210893,24.0,-483.84000000000003
2025-04-15_12:00_16:00,2025-04-15 12:00:00+02:00,2025-04-15 16:00:00+02:00,4.0,67.19,False,False,16,0.0,True,True,False,True,False,13,8,0,-31.587647058823528,778.556,16.0,16.0,1.0,0.0,0.0,16.0,329.4563263157895,20.0,-270.52
2025-04-15_16:00_20:00,2025-04-15 16:00:00+02:00,2025-04-15 20:00:00+02:00,4.0,15.4,False,False,16,0.0,True,True,False,True,False,13,11,1,-83.69764705882355,405.588,16.0,16.0,1.0,0.0,0.0,16.0,324.59980842105267,8.0,-42.2
2025-04-15_20:00_00:00,2025-04-15 20:00:00+02:00,2025-04-16 00:00:00+02:00,4.0,1.4,False,False,16,0.0,True,True,False,True,False,12,12,2,-107.81764705882352,7.92,16.0,16.0,1.0,0.0,0.0,16.0,336.8421052631579,0.0,0.0
2025-04-16_00:00_04:00,2025-04-16 00:00:00+02:00,2025-04-16 04:00:00+02:00,4.0,4.0,False,False,16,0.0,True,True,False,True,False,10,10,0,-100.28764705882355,134.296,16.0,16.0,1.0,0.0,0.0,16.0,336.8421052631579,0.0,0.0
2025-04-16_04:00_08:00,2025-04-16 04:00:00+02:00,2025-04-16 08:00:00+02:00,4.0,3.69,False,False,16,0.0,True,True,False,True,False,15,15,1,-98.04764705882354,377.508,16.0,16.0,1.0,0.0,0.0,16.0,336.8421052631579,0.0,0.0
2025-04-16_08:00_12:00,2025-04-16 08:00:00+02:00,2025-04-16 12:00:00+02:00,4.0,19.74,False,False,16,0.0,True,True,False,True,False,13,7,1,-91.73764705882354,825.424,16.0,16.0,1.0,0.0,0.0,16.0,335.0216802825611,24.0,-502.36
2025-04-16_12:00_16:00,2025-04-16 12:00:00+02:00,2025-04-16 16:00:00+02:00,4.0,55.0,False,False,16,0.0,True,True,False,True,False,14,14,1,-85.70764705882354,39.104,16.0,16.0,1.0,0.0,0.0,16.0,336.8421052631579,0.0,0.0
2025-04-16_16:00_20:00,2025-04-16 16:00:00+02:00,2025-04-16 20:00:00+02:00,4.0,12.1,False,False,16,0.0,True,True,False,True,False,11,11,1,-114.16764705882355,144.576,16.0,16.0,1.0,0.0,0.0,16.0,336.8421052631579,0.0,0.0
2025-04-16_20:00_00:00,2025-04-16 20:00:00+02:00,2025-04-17 00:00:00+02:00,4.0,1.55,False,False,16,0.0,True,True,False,True,False,16,16,0,-87.50764705882355,324.9,16.0,16.0,1.0,0.0,0.0,16.0,336.8421052631579,0.0,0.0
2025-04-17_00:00_04:00,2025-04-17 00:00:00+02:00,2025-04-17 04:00:00+02:00,4.0,3.54,False,False,16,0.0,True,True,False,True,False,16,16,0,-87.24764705882353,121.424,16.0,16.0,1.0,0.0,0.0,16.0,336.8421052631579,0.0,0.0
2025-04-17_04:00_08:00,2025-04-17 04:00:00+02:00,2025-04-17 08:00:00+02:00,4.0,3.24,False,False,16,0.0,True,True,False,True,False,12,12,0,-82.40764705882353,267.88,16.0,16.0,1.0,0.0,0.0,16.0,336.8421052631579,0.0,0.0
2025-04-17_08:00_12:00,2025-04-17 08:00:00+02:00,2025-04-17 12:00:00+02:00,4.0,15.89,False,False,16,0.0,True,True,False,True,False,11,11,0,-94.08764705882353,85.692,16.0,16.0,1.0,0.0,0.0,16.0,336.8421052631579,0.0,0.0
2025-04-17_12:00_16:00,2025-04-17 12:00:00+02:00,2025-04-17 16:00:00+02:00,4.0,42.51,False,False,16,0.0,True,True,False,True,False,9,9,0,-93.24764705882353,28.976,16.0,16.0,1.0,0.0,0.0,16.0,336.8421052631579,0.0,0.0
2025-04-17_16:00_20:00,2025-04-17 16:00:00+02:00,2025-04-17 20:00:00+02:00,4.0,10.44,False,False,16,0.0,True,True,False,True,False,4,4,0,-159.73764705882354,1.776,16.0,16.0,1.0,0.0,0.0,16.0,336.8421052631579,0.0,0.0
2025-04-17_20:00_00:00,2025-04-17 20:00:00+02:00,2025-04-18 00:00:00+02:00,4.0,1.66,False,False,16,0.0,True,True,False,True,False,9,9,0,-117.32764705882354,249.944,16.0,16.0,1.0,0.0,0.0,16.0,336.8421052631579,0.0,0.0
2025-04-18_00:00_04:00,2025-04-18 00:00:00+02:00,2025-04-18 04:00:00+02:00,4.0,4.15,False,False,16,0.0,True,True,False,True,False,12,12,1,-105.06764705882352,22.308,16.0,16.0,1.0,0.0,0.0,16.0,336.8421052631579,0.0,0.0
2025-04-18_04:00_08:00,2025-04-18 04:00:00+02:00,2025-04-18 08:00:00+02:00,4.0,3.6,False,False,16,0.0,True,True,False,True,False,14,14,2,-95.45764705882354,306.568,16.0,16.0,1.0,0.0,0.0,16.0,336.8421052631579,0.0,0.0
2025-04-18_08:00_12:00,2025-04-18 08:00:00+02:00,2025-04-18 12:00:00+02:00,4.0,16.64,False,False,16,0.0,True,True,False,True,False,11,11,0,-75.45764705882354,346.864,16.0,16.0,1.0,0.0,0.0,16.0,336.8421052631579,0.0,0.0
2025-04-18_12:00_16:00,2025-04-18 12:00:00+02:00,2025-04-18 16:00:00+02:00,4.0,43.28,False,False,16,0.0,True,True,False,True,False,10,10,1,-101.68764705882353,36.972,16.0,16.0,1.0,0.0,0.0,16.0,336.8421052631579,0.0,0.0
2025-04-18_16:00_20:00,2025-04-18 16:00:00+02:00,2025-04-18 20:00:00+02:00,4.0,9.8,False,False,16,0.0,True,True,False,True,False,15,15,1,-118.62764705882353,59.516,16.0,16.0,1.0,0.0,0.0,16.0,336.8421052631579,0.0,0.0
2025-04-18_20:00_00:00,2025-04-18 20:00:00+02:00,2025-04-19 00:00:00+02:00,4.0,1.37,False,False,16,0.0,True,True,False,True,False,13,13,0,-87.91764705882355,80.616,16.0,16.0,1.0,0.0,0.0,16.0,336.8421052631579,0.0,0.0
2025-04-19_00:00_04:00,2025-04-19 00:00:00+02:00,2025-04-19 04:00:00+02:00,4.0,3.48,False,False,16,0.0,True,True,False,True,False,11,11,0,-91.20764705882354,133.912,16.0,16.0,1.0,0.0,0.0,16.0,336.8421052631579,0.0,0.0
2025-04-19_04:00_08:00,2025-04-19 04:00:00+02:00,2025-04-19 08:00:00+02:00,4.0,3.1,False,False,16,0.0,True,True,False,True,False,11,11,0,-100.32764705882354,606.764,16.0,16.0,1.0,0.0,0.0,16.0,336.8421052631579,0.0,0.0
2025-04-19_08:00_12:00,2025-04-19 08:00:00+02:00,2025-04-19 12:00:00+02:00,4.0,25.36,False,False,16,0.0,True,True,False,True,False,14,14,1,-97.49764705882353,33.108,16.0,16.0,1.0,0.0,0.0,0.0,326.11368421052634,0.0,0.0
2025-04-19_12:00_16:00,2025-04-19 12:00:00+02:00,2025-04-19 16:00:00+02:00,4.0,72.92,False,False,16,1.1936764705882332,True,True,False,True,False,16,14,0,-46.027647058823526,434.372,16.0,16.0,1.0,0.0,0.0,0.0,326.11368421052634,8.0,-79.16
2025-04-19_16:00_20:00,2025-04-19 16:00:00+02:00,2025-04-19 20:00:00+02:00,4.0,20.32,False,False,16,0.0,True,True,False,True,False,12,12,1,-123.15764705882353,453.508,16.0,16.0,1.0,0.0,0.0,16.0,336.8421052631579,0.0,0.0
2025-04-19_20:00_00:00,2025-04-19 20:00:00+02:00,2025-04-20 00:00:00+02:00,4.0,1.46,False,False,16,0.0,True,True,False,True,False,14,14,0,-90.98764705882354,47.944,16.0,16.0,1.0,0.0,0.0,16.0,336.8421052631579,0.0,0.0
2025-04-20_00:00_04:00,2025-04-20 00:00:00+02:00,2025-04-20 04:00:00+02:00,4.0,3.56,False,False,16,0.0,True,True,False,True,False,12,12,0,-83.99764705882353,86.284,16.0,16.0,1.0,0.0,0.0,16.0,336.8421052631579,0.0,0.0
2025-04-20_04:00_08:00,2025-04-20 04:00:00+02:00,2025-04-20 08:00:00+02:00,4.0,3.45,False,False,16,0.0,True,True,False,True,False,7,7,0,-80.05764705882353,103.528,16.0,16.0,1.0,0.0,0.0,0.0,304.49926784841597,0.0,0.0
2025-04-20_08:00_12:00,2025-04-20 08:00:00+02:00,2025-04-20 12:00:00+02:00,4.0,31.16,False,False,16,0.7430882352941168,True,True,False,True,False,14,1,0,-11.38764705882354,307.996,16.0,16.0,1.0,0.0,0.0,0.0,201.99939423726158,20.457,-1318.16677
2025-04-20_12:00_16:00,2025-04-20 12:00:00+02:00,2025-04-20 16:00:00+02:00,4.0,79.55,False,False,16,30.307352941176468,True,True,False,True,False,15,6,0,-21.087647058823528,248.724,16.0,16.0,1.0,0.0,0.0,0.0,144.67325497790705,4.729,-184.32854
