plant_name,grid_annual_energy_MWh,grid_annual_peak_MW,grid_high_load_window_peak_MW,grid_billed_peak_MW,grid_full_load_hours,grid_assumed_tier,grid_realized_tier,grid_tier_assumption_held,grid_fee_energy_charge_EUR,grid_fee_capacity_charge_EUR,grid_fee_special_network_use_EUR,grid_fee_levies_EUR,grid_fee_electricity_tax_EUR,grid_fee_total_EUR,grid_fee_ex_post_addition_EUR,warnings
plant_1,63381.76712166155,16.000000000000004,16.0,16.0,3961.360445103846,low,high,False,2338787.206789311,1065120.0,46770.88356083077,794173.5420344191,0.0,4244851.632384561,528778.6260415444,"Assumed low full-load-hour tier did not hold (realized 3961 h/a -> 'high'). The dispatch used the 'low'-tier energy rate; the bill is corrected ex-post, but re-run with --assumed-grid-tier high for a fully self-consistent dispatch."
