plant_name,total_heat_demand_MWh,total_gas_heat_MWh,total_storage_discharge_heat_MWh,total_etes_charging_electricity_MWh,total_etes_discharging_heat_MWh,total_electric_heat_MWh,total_etes_charged_MWh,total_etes_discharged_MWh,final_etes_soc_MWh,max_etes_soc_MWh,hours_storage_full,hours_storage_empty,total_DA_electricity_MWh,total_DA_sell_MWh,total_IDC_buy_MWh,total_IDC_sell_da_MWh,total_IDC_sell_future_MWh,total_IDC_resell_idc_MWh,total_IDC_resell_da_MWh,total_IDC_resell_future_MWh,total_IDC_sell_total_MWh,total_future_positions_MWh,total_final_planned_electricity_MWh,total_afrr_energy_bid_MWh,total_afrr_energy_activated_MWh,total_afrr_energy_capacity_backed_bid_MWh,total_afrr_energy_free_bid_MWh,total_afrr_energy_capacity_backed_activated_MWh,total_afrr_energy_free_activated_MWh,total_afrr_capacity_reserved_MW_h,average_afrr_capacity_reserved_MW,max_afrr_capacity_reserved_MW,number_of_capacity_blocks,number_of_capacity_blocks_with_bid,total_actual_electricity_consumption_MWh,total_intraday_buy_MWh_el,total_IDC_sell_da_MWh_el,total_IDC_sell_future_MWh_el,total_IDC_resell_idc_MWh_el,total_IDC_resell_da_MWh_el,total_IDC_resell_future_MWh_el,total_IDC_sell_total_MWh_el,total_future_positions_MWh_el,total_scheduled_electricity_procurement_MWh_el,total_afrr_energy_bid_MWh_el,total_afrr_energy_activated_MWh_el,total_afrr_energy_capacity_backed_bid_MWh_el,total_afrr_energy_free_bid_MWh_el,total_afrr_energy_capacity_backed_activated_MWh_el,total_afrr_energy_free_activated_MWh_el,total_IDC_buy_electricity_MWh,total_IDC_sell_electricity_MWh,total_IDC_sell_future_electricity_MWh,total_IDC_resell_idc_electricity_MWh,total_IDC_resell_da_electricity_MWh,total_IDC_resell_future_electricity_MWh,total_IDC_sell_total_electricity_MWh,total_future_positions_MWh_electricity,total_afrr_activated_electricity_MWh,total_actual_electricity_consumption_MWh_el,share_DA_electricity,share_IDC_net_electricity,share_future_electricity,share_afrr_activated_electricity,total_electricity_market_cost_EUR,total_additional_electricity_charges_cost_EUR,total_electricity_procurement_cost_EUR,total_electricity_cost_EUR,total_gas_cost_EUR,total_co2_cost_EUR,DA_buy_cost_EUR,DA_sell_revenue_EUR,DA_net_cashflow_EUR,IDC_buy_cost_EUR,IDC_sell_revenue_EUR,IDC_sell_da_revenue_EUR,IDC_sell_future_revenue_EUR,IDC_resell_da_revenue_EUR,IDC_resell_future_revenue_EUR,IDC_resell_idc_revenue_EUR,IDC_net_cashflow_EUR,afrr_energy_cost_EUR,afrr_energy_savings_vs_benchmark_EUR,afrr_energy_pay_as_cleared_reward_EUR,afrr_energy_net_value_after_charges_EUR,total_IDC_trading_value_EUR,total_DA_trading_value_EUR,total_afrr_energy_value_EUR,total_afrr_energy_pay_as_cleared_reward_EUR,total_afrr_energy_net_value_after_charges_EUR,total_afrr_capacity_revenue_EUR,gross_operating_cost_EUR,total_operating_cost_EUR,total_net_operating_cost_EUR,net_operating_cost_EUR,capacity_revenue_share_of_gross_cost,average_cost_of_heat_EUR_per_MWh,average_cost_of_stored_heat_EUR_per_MWh_th,share_stored_heat_from_DA,share_stored_heat_from_IDC,share_stored_heat_from_afrr_energy,weighted_average_stored_heat_cost_EUR_per_MWh_th,aFRR_down_total_rows,aFRR_down_valid_activation_rows,aFRR_down_zero_activation_rows,aFRR_down_missing_price_rows,aFRR_down_missing_quantity_rows,aFRR_down_activation_without_price_rows,aFRR_down_skipped_activation_MWh_due_to_missing_price,aFRR_down_used_system_activation_MWh,aFRR_down_negative_quantity_rows,aFRR_down_price_zero_with_activation_rows,grid_annual_energy_MWh,grid_annual_peak_MW,grid_high_load_window_peak_MW,grid_billed_peak_MW,grid_full_load_hours,grid_assumed_tier,grid_realized_tier,grid_tier_assumption_held,grid_fee_energy_charge_EUR,grid_fee_capacity_charge_EUR,grid_fee_special_network_use_EUR,grid_fee_levies_EUR,grid_fee_electricity_tax_EUR,grid_fee_total_EUR,grid_fee_ex_post_addition_EUR,net_operating_cost_incl_grid_fees_EUR
plant_1,59772.17599999999,0.0,59772.17599999999,63381.76712166155,59772.17599999999,59772.17599999999,63381.76712166155,59772.17599999999,0.0,80.00000000000016,429.25,19.75,54902.4802454763,0.0,1523.3430267497074,1612.9958214636667,0.0,155.46292855207946,10964.661155029684,0.0,12733.11990504543,0.0,63381.76712166155,1495.25,19689.06375448098,0.0,1495.25,0.0,1465.6989999999998,0.0,0.0,0.0,0.0,0.0,63381.76712166155,1523.3430267497074,1612.9958214636667,0.0,155.46292855207946,10964.661155029684,0.0,12733.11990504543,0.0,63381.76712166155,1495.25,19689.06375448098,0.0,1495.25,0.0,1465.6989999999998,1523.3430267497074,1612.9958214636667,0.0,155.46292855207946,10964.661155029684,0.0,12733.11990504543,0.0,19689.06375448098,63381.76712166155,0.6677760054834111,0.021581602412125502,0.0,0.3106423921044635,2852515.357249753,3716073.006343017,6568588.36359277,6568588.36359277,0.0,0.0,3326858.665456184,0.0,-3326858.665456184,-28495.42715928521,1201560.8310103486,99008.99244997694,0.0,1104064.8168401655,0.0,-1512.9782797938146,1230056.2581696338,742979.830058157,-797078.4281741458,357291.3797510741,-797078.4281741458,1230056.2581696338,-3326858.665456184,-797078.4281741458,357291.3797510741,-797078.4281741458,0.0,6568588.36359277,6568588.36359277,6568588.36359277,6568588.36359277,0.0,109.89374660866908,0.0,0.66768097914131,0.021702447701776706,0.3106165731569133,0.0,35040.0,25004.0,10036.0,8128.0,0.0,798.0,3490.831,410670.675,0.0,3.0,63381.76712166155,16.000000000000004,16.0,16.0,3961.360445103846,low,high,False,2338787.206789311,1065120.0,46770.88356083077,794173.5420344191,0.0,4244851.632384561,528778.6260415444,7097366.989634315
