datetime,plant_name,day_ahead_position_MWh_el,day_ahead_sell_MWh_el,day_ahead_price_EUR_per_MWh_el,additional_electricity_charge_EUR_per_MWh_el,day_ahead_delivered_price_EUR_per_MWh_el,intraday_buy_MWh_el,intraday_sell_da_MWh_el,intraday_sell_future_MWh_el,intraday_resell_idc_MWh_el,intraday_resell_da_MWh_el,intraday_resell_future_MWh_el,future_positions_MWh_el,intraday_price_EUR_per_MWh_el,intraday_delivered_price_EUR_per_MWh_el,scheduled_electricity_procurement_MWh_el,afrr_energy_bid_MW_el,afrr_energy_bid_MWh_el,afrr_energy_activated_MWh_el,afrr_energy_price_EUR_per_MWh_el,afrr_energy_delivered_price_EUR_per_MWh_el,afrr_energy_bid_price_EUR_per_MWh_el,afrr_energy_market_spread_EUR_per_MWh_el,afrr_energy_net_spread_EUR_per_MWh_el,afrr_energy_pay_as_cleared_reward_EUR,afrr_energy_net_value_after_charges_EUR,afrr_energy_capacity_backed_bid_MWh_el,afrr_energy_free_bid_MWh_el,afrr_energy_capacity_backed_activated_MWh_el,afrr_energy_free_activated_MWh_el,afrr_system_activation_MWh_el,useful_heat_cap_binding,curtailed_proxy_activation_due_to_heat_cap_MWh,afrr_capacity_block_id,afrr_capacity_block_duration_h,afrr_capacity_down_price_EUR_per_MW_h,afrr_capacity_reserved_MW,afrr_capacity_reserved_MWh,afrr_capacity_revenue_EUR,reserved_capacity_headroom_MWh,available_charge_headroom_after_schedule_MWh,available_storage_headroom_after_schedule_MWh,actual_electricity_consumption_MWh_el,gas_heat_output_MWh_th,etes_charge_MWh_el,etes_discharge_MWh_th,etes_thermal_inventory_MWh_th
2025-01-01 03:15:00+01:00,plant_1,4.0,0.0,-0.01,58.63,58.620000000000005,0.0,4.0,0.0,0.0,0.0,0.0,0.0,18.84,77.47,0.074,0.0,0.0,0.074,7.45,66.08,55.88235294117647,48.43235294117647,-10.197647058823527,3.5839941176470584,-0.754625882352941,0.0,0.0,0.0,0.0,0.074,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,3.926,82.59639340328849,0.074,0.0,0.074,1.605,1.5334262668759409
2025-01-01 03:30:00+01:00,plant_1,4.0,0.0,-0.01,58.63,58.620000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.13,67.76,4.0,0.0,0.0,0.0,8.53,67.16,55.88235294117647,47.35235294117647,-11.277647058823526,0.0,0.0,0.0,0.0,0.0,0.0,0.171,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.28627062072714,4.0,0.0,4.0,1.605,3.728042910309222
2025-01-01 03:45:00+01:00,plant_1,4.0,0.0,-0.01,58.63,58.620000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.45,66.08,4.0,0.0,0.0,0.0,25.46,84.09,55.88235294117647,30.42235294117647,-28.207647058823532,0.0,0.0,0.0,0.0,0.0,0.0,0.723,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.97672536886144,4.0,0.0,4.0,1.605,5.922110899581645
2025-01-01 04:00:00+01:00,plant_1,4.0,0.0,-0.01,58.63,58.620000000000005,0.0,0.4892006328109155,0.0,0.0,0.3765789473684206,0.0,0.0,17.67,76.30000000000001,3.6234210526315795,0.0,0.0,0.4892006328109155,-7.55,51.080000000000005,55.88235294117647,63.43235294117647,4.802352941176466,31.031147199508865,2.3493140978048883,0.0,0.0,0.0,0.0,2.63,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.37657894736842046,76.04433645067711,3.6234210526315795,0.0,3.6234210526315795,1.605,7.757880371856751
2025-01-01 04:15:00+01:00,plant_1,4.0,0.0,-0.01,58.63,58.620000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.74,70.37,4.0,0.0,0.0,0.0,48.51,107.14,55.88235294117647,7.372352941176473,-51.25764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.056,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.73585168235391,4.0,0.0,4.0,1.605,9.950940901763786
2025-01-01 04:30:00+01:00,plant_1,4.0,0.0,-0.01,58.63,58.620000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.45,66.08,4.0,0.0,0.0,0.0,-8.61,50.02,55.88235294117647,64.49235294117648,5.862352941176468,0.0,0.0,0.0,0.0,0.0,0.0,0.022,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.4279440352228,4.0,0.0,4.0,1.605,12.143453166538347
2025-01-01 04:45:00+01:00,plant_1,4.0,0.0,-0.01,58.63,58.620000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,61.830000000000005,4.0,0.0,0.0,0.0,0.0,58.63,55.88235294117647,55.88235294117647,-2.7476470588235316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.12061336500346,4.0,0.0,4.0,1.605,14.335417303246713
2025-01-01 05:00:00+01:00,plant_1,4.0,0.0,-0.06,58.63,58.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.73,69.36,4.0,0.0,0.0,0.0,-34.42,24.21,55.88235294117647,90.30235294117648,31.67235294117647,0.0,0.0,0.0,0.0,0.0,0.0,19.051,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.8138595274517,4.0,0.0,4.0,1.605,16.5268334489209
2025-01-01 05:15:00+01:00,plant_1,4.0,0.0,-0.06,58.63,58.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.53,66.16,4.0,0.0,0.0,0.0,-35.11,23.520000000000003,55.88235294117647,90.99235294117648,32.36235294117647,0.0,0.0,0.0,0.0,0.0,0.0,9.705,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.5076823783593,4.0,0.0,4.0,1.605,18.71770174055867
2025-01-01 05:30:00+01:00,plant_1,4.0,0.0,-0.06,58.63,58.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.02,65.65,4.0,0.0,0.0,0.0,-37.03,21.6,55.88235294117647,92.91235294117647,34.28235294117647,0.0,0.0,0.0,0.0,0.0,0.0,13.505,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.20208177355418,4.0,0.0,4.0,1.605,20.90802231512353
2025-01-01 05:45:00+01:00,plant_1,4.0,0.0,-0.06,58.63,58.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.88,64.51,4.0,0.0,0.0,0.0,-29.74,28.890000000000004,55.88235294117647,85.62235294117647,26.992352941176467,0.0,0.0,0.0,0.0,0.0,0.0,12.413,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.897057568900266,4.0,0.0,4.0,1.605,23.09779530954475
2025-01-01 06:00:00+01:00,plant_1,4.0,0.0,-0.09,58.63,58.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.94,65.57000000000001,4.0,0.0,0.0,0.0,0.0,58.63,55.88235294117647,55.88235294117647,-2.7476470588235316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.39629383082382,4.0,0.0,4.0,2.3685,24.523520860717365
2025-01-01 06:15:00+01:00,plant_1,4.0,0.0,-0.09,58.63,58.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.49,66.12,4.0,0.0,0.0,0.0,-18.22,40.410000000000004,55.88235294117647,74.10235294117646,15.472352941176467,0.0,0.0,0.0,0.0,0.0,0.0,1.762,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.89590528368191,4.0,0.0,4.0,2.3685,25.948889980502187
2025-01-01 06:30:00+01:00,plant_1,4.0,0.0,-0.09,58.63,58.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.64,70.27000000000001,4.0,0.0,0.0,0.0,-20.64,37.99,55.88235294117647,76.52235294117648,17.89235294117647,0.0,0.0,0.0,0.0,0.0,0.0,5.919,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.39589183367678,4.0,0.0,4.0,2.3685,27.373902758007063
2025-01-01 06:45:00+01:00,plant_1,4.0,0.0,-0.09,58.63,58.54,0.0,4.0,0.0,0.0,0.0,0.0,0.0,18.14,76.77000000000001,4.0,0.0,0.0,4.0,-35.75,22.880000000000003,55.88235294117647,91.63235294117646,33.00235294117647,366.52941176470586,132.00941176470587,0.0,0.0,0.0,0.0,11.299,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.89625338703415,4.0,0.0,4.0,2.3685,28.798559282317562
2025-01-01 07:00:00+01:00,plant_1,4.0,0.0,-0.01,58.63,58.620000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.62,71.25,4.0,0.0,0.0,0.0,-90.07,-31.43999999999999,55.88235294117647,145.95235294117646,87.32235294117646,0.0,0.0,0.0,0.0,0.0,0.0,23.427,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.94462142895055,4.0,0.0,4.0,2.88875,29.702609642496984
2025-01-01 07:15:00+01:00,plant_1,4.0,0.0,-0.01,58.63,58.620000000000005,0.0,4.0,0.0,0.0,0.0,0.0,0.0,17.99,76.62,4.0,0.0,0.0,4.0,-143.1,-84.47,55.88235294117647,198.98235294117646,140.35235294117646,795.9294117647058,561.4094117647059,0.0,0.0,0.0,0.0,64.66,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.99322737885647,4.0,0.0,4.0,2.88875,30.60643399008636
2025-01-01 07:30:00+01:00,plant_1,4.0,0.0,-0.01,58.63,58.620000000000005,0.0,4.0,0.0,0.0,0.0,0.0,0.0,18.55,77.18,4.0,0.0,0.0,4.0,-39.4,19.230000000000004,55.88235294117647,95.28235294117647,36.65235294117647,381.1294117647059,146.60941176470587,0.0,0.0,0.0,0.0,17.737,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.04207117727491,4.0,0.0,4.0,2.88875,31.510032381588836
2025-01-01 07:45:00+01:00,plant_1,4.0,0.0,-0.01,58.63,58.620000000000005,0.0,0.0,0.0,0.0,4.0,0.0,0.0,17.37,76.0,0.0,0.0,0.0,0.0,-96.09,-37.46,55.88235294117647,151.97235294117647,93.34235294117647,0.0,0.0,0.0,0.0,0.0,0.0,35.453,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,54.091152764743754,0.0,0.0,0.0,2.88875,28.613404873493437
2025-01-01 08:00:00+01:00,plant_1,4.0,0.0,-0.01,58.63,58.620000000000005,0.0,0.0,0.0,0.0,4.0,0.0,0.0,16.3,74.93,0.0,0.0,0.0,0.0,-34.12,24.510000000000005,55.88235294117647,90.00235294117647,31.372352941176466,0.0,0.0,0.0,0.0,0.0,0.0,8.801,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,57.8699983976052,0.0,0.0,0.0,3.58275,25.023501522275062
2025-01-01 08:15:00+01:00,plant_1,4.0,0.0,-0.01,58.63,58.620000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.04,67.67,4.0,0.0,0.0,0.0,-94.43,-35.800000000000004,55.88235294117647,150.31235294117647,91.68235294117648,0.0,0.0,0.0,0.0,0.0,0.0,22.842,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.64789931905843,4.0,0.0,4.0,3.58275,25.234495646894494
2025-01-01 08:30:00+01:00,plant_1,4.0,0.0,-0.01,58.63,58.620000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.41,62.040000000000006,4.0,0.0,0.0,0.0,-47.21,11.420000000000002,55.88235294117647,103.09235294117647,44.46235294117647,0.0,0.0,0.0,0.0,0.0,0.0,16.999,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.42585576528129,4.0,0.0,4.0,3.58275,25.445437022982773
2025-01-01 08:45:00+01:00,plant_1,4.0,0.0,-0.01,58.63,58.620000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,58.95,4.0,0.0,0.0,0.0,-105.17,-46.54,55.88235294117647,161.05235294117648,102.42235294117647,0.0,0.0,0.0,0.0,0.0,0.0,35.594,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.2038677223926,4.0,0.0,4.0,3.58275,25.656325663727028
2025-01-01 09:00:00+01:00,plant_1,4.0,0.0,-0.04,58.63,58.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.48,70.11,4.0,0.0,0.0,0.0,-116.28,-57.65,55.88235294117647,172.16235294117647,113.53235294117647,0.0,0.0,0.0,0.0,0.0,0.0,29.543,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.98193517651464,4.0,0.0,4.0,3.58275,25.8671615823111
2025-01-01 09:15:00+01:00,plant_1,4.0,0.0,-0.04,58.63,58.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.39,65.02,4.0,0.0,0.0,0.0,-152.09,-93.46000000000001,55.88235294117647,207.97235294117647,149.34235294117647,0.0,0.0,0.0,0.0,0.0,0.0,54.594,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.76005811377314,4.0,0.0,4.0,3.58275,26.07794479191552
2025-01-01 09:30:00+01:00,plant_1,4.0,0.0,-0.04,58.63,58.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.41,58.220000000000006,4.0,0.0,0.0,0.0,-155.98,-97.35,55.88235294117647,211.86235294117645,153.23235294117646,0.0,0.0,0.0,0.0,0.0,0.0,82.603,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.538236520297325,4.0,0.0,4.0,3.58275,26.288675305717543
2025-01-01 09:45:00+01:00,plant_1,4.0,0.0,-0.04,58.63,58.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.76,56.870000000000005,4.0,0.0,0.0,0.0,-193.41,-134.78,55.88235294117647,249.29235294117646,190.66235294117647,0.0,0.0,0.0,0.0,0.0,0.0,160.983,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.31647038221988,4.0,0.0,4.0,3.58275,26.499353136891113
2025-01-01 10:00:00+01:00,plant_1,4.0,0.0,-0.03,58.63,58.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.44,61.07,4.0,0.0,0.0,0.0,-144.02,-85.39000000000001,55.88235294117647,199.90235294117647,141.27235294117648,0.0,0.0,0.0,0.0,0.0,0.0,46.687,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.09475968567696,4.0,0.0,4.0,3.58275,26.70997829860689
2025-01-01 10:15:00+01:00,plant_1,4.0,0.0,-0.03,58.63,58.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.49,58.14,4.0,0.0,0.0,0.0,-69.36,-10.729999999999997,55.88235294117647,125.24235294117648,66.61235294117647,0.0,0.0,0.0,0.0,0.0,0.0,16.94,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.87310441680817,4.0,0.0,4.0,3.58275,26.920550804032242
2025-01-01 10:30:00+01:00,plant_1,4.0,0.0,-0.03,58.63,58.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.59,57.04,4.0,0.0,0.0,0.0,-85.56,-26.93,55.88235294117647,141.44235294117647,82.81235294117647,0.0,0.0,0.0,0.0,0.0,0.0,16.653,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.651504561756596,4.0,0.0,4.0,3.58275,27.131070666331233
2025-01-01 10:45:00+01:00,plant_1,4.0,0.0,-0.03,58.63,58.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.56,56.07,4.0,0.0,0.0,0.0,2291.02,2349.65,55.88235294117647,-2235.1376470588234,-2293.7676470588235,0.0,0.0,0.0,0.0,0.0,0.0,2.309,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.42996010666879,4.0,0.0,4.0,3.58275,27.34153789866465
2025-01-01 11:00:00+01:00,plant_1,4.0,0.0,-0.1,58.63,58.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,59.5,4.0,0.0,0.0,0.0,-60.38,-1.75,55.88235294117647,116.26235294117647,57.63235294117647,0.0,0.0,0.0,0.0,0.0,0.0,1.938,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.20847103769476,4.0,0.0,4.0,3.58275,27.551952514189985
2025-01-01 11:15:00+01:00,plant_1,4.0,0.0,-0.1,58.63,58.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.35,57.28,4.0,0.0,0.0,0.0,356.44,415.07,55.88235294117647,-300.55764705882353,-359.18764705882353,0.0,0.0,0.0,0.0,0.0,0.0,3.549,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.98703734098796,4.0,0.0,4.0,3.58275,27.762314526061438
2025-01-01 11:30:00+01:00,plant_1,4.0,0.0,-0.1,58.63,58.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.81,56.82,4.0,0.0,0.0,0.0,1272.1,1330.73,55.88235294117647,-1216.2176470588233,-1274.8476470588234,0.0,0.0,0.0,0.0,0.0,0.0,1.786,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.76565900270535,4.0,0.0,4.0,3.58275,27.972623947429923
2025-01-01 11:45:00+01:00,plant_1,4.0,0.0,-0.1,58.63,58.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.12,56.510000000000005,4.0,0.0,0.0,0.0,953.89,1012.52,55.88235294117647,-898.0076470588235,-956.6376470588235,0.0,0.0,0.0,0.0,0.0,0.0,5.865,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.544336009007296,4.0,0.0,4.0,3.58275,28.18288079144307
2025-01-01 12:00:00+01:00,plant_1,4.0,0.0,-0.05,58.63,58.580000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.58,58.050000000000004,4.0,0.0,0.0,0.0,-33.19,25.440000000000005,55.88235294117647,89.07235294117646,30.442352941176466,0.0,0.0,0.0,0.0,0.0,0.0,2.124,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.323068346057674,4.0,0.0,4.0,3.58275,28.39308507124521
2025-01-01 12:15:00+01:00,plant_1,4.0,0.0,-0.05,58.63,58.580000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9,57.730000000000004,4.0,0.0,0.0,0.0,-15.11,43.52,55.88235294117647,70.99235294117648,12.362352941176468,0.0,0.0,0.0,0.0,0.0,0.0,1.604,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.101856000023794,4.0,0.0,4.0,3.58275,28.6032367999774
2025-01-01 12:30:00+01:00,plant_1,4.0,0.0,-0.05,58.63,58.580000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.92,57.71,4.0,0.0,0.0,0.0,4.57,63.2,55.88235294117647,51.31235294117647,-7.317647058823532,0.0,0.0,0.0,0.0,0.0,0.0,0.637,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.88069895707642,4.0,0.0,4.0,3.58275,28.813335990777404
2025-01-01 12:45:00+01:00,plant_1,4.0,0.0,-0.05,58.63,58.580000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.23,57.400000000000006,4.0,0.0,0.0,0.0,-22.64,35.99,55.88235294117647,78.52235294117648,19.89235294117647,0.0,0.0,0.0,0.0,0.0,0.0,7.92,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.65959720338978,4.0,0.0,4.0,3.58275,29.02338265677971
